restaurant,content,date,useful
"Whataburger","Went here today and well it's slow as hell in here. There is only one cashier and it took at least 30 minutes for the service person to bring out my food. The prices are ok for the food but the service could be better.","4/1/2017",1
"Whataburger","I went to Whataburger on 3/8/14. I placed a large to go order. When I got home I discovered a lot of inaccuracies with my order. I immediately called and spoke to the assistant manager, she apologies and states she will replace my whole order. I inform her that it will be tomorrow before I can come back in. We'll the next day I go in and speak to a manager on duty. After looking at my receipt the manager on duty proceeds to tell me that since it didn't happen on his shift it wasn't his problem. This shift manager then begins to tell me everything bad about his assistant manager. Their appears to be serious problems with their management teams. Nevertheless, it is extremely unprofessional to belittle your manager to your customers. 
As a customer this will not be a place I chose to eat at in the future.","3/9/2014",0
"Whataburger","Of all the places that eff up my order, this location wins the prize for consistency! I suggest drug testing the employees because there's no way the manager can possibly be this bad without genuine effort or narcotics!","9/22/2014",1
"Whataburger","Stopped in for Breakfast mid Saturday morning.  Not too busy inside.  Nice attentive lady named Shirley took our order, brought us our food & checked on us later.  If only ALL fast-food employees were that pleasant!","4/14/2015",0
"Whataburger","Employees are so sweet, kind, helpful and attentive! And, of course, a great burger. Also, very clean! I dropped a couple fries on accident and they were right on it and were really nice about my clumsiness.","2/21/2014",0
"Whataburger","Pleasant experience! The staff was friendly the place was clean and the food was fresh.","1/11/2014",0
"Whataburger","3 PM and this place is a wreck... food all over the dining room floor... 100% of the tables were filthy... obvious that no one has cleaned the dining area all day... there are 4 employees just gathered around at the front of the store and when I mentioned there were no clean tables, I expected one of them to fix the problem, but all I got was Sir, we have been busy today... and that was it??? WTH!!!  If the dining area is this blown out and the staff don't care, then I wonder how clean is the kitchen???  I expect better from Whataburger!!!","2/27/2016",0
"Whataburger","This is among the top Whataburgers I have been to. The drive thru is efficient, the dining area is super clean and the staff is friendly and respectful. I have never had anything short of a wonderful experience at this location.","12/30/2011",1
"Whataburger","This location is absolutely terrible. Every single time I go to this Whata, they mess up my order. Cheeseburger with mustard, ketchup and pickles. Not difficult. I keep going back because it's less than half a mile from where I live. When I informed the guy at the drive thru my order was wrong he said,no it's not. That's what you ordered. I would never order the works on my burger. Most of the workers are visibly stoned. Usually I don't care, but at least be a functioning stoner. Done with this location.","3/8/2015",0
"Whataburger","Brand new store! Can't complain to much. They have a good location and the food is pretty much the same. Three cheers for the Honey Butter Chicken Biscuit. Best thing they have. Too bad it is only in the morning. :(","4/29/2012",0
"Whataburger","This is the best whataburger I've ever been in. The staff are really nice, it's always clean, and the lobby is open late. The food is always awesome, and I've never had them mess up an order.","5/23/2015",0
"Whataburger","This location has always had mediocre customer service but the food was good and ready when I decided I was hungry at 2 in the morning. But this recent visit was terrible. Cue the disinterested voice taking our order, all seems normal. I pull up and felt bad for being the asshat wanting to break a hundred on a $20 order. The girl helping us, Christine, looked at the bill and said really? just before snatching it out of my hand. Okay, my bad? Minutes later she gives me my change with no receipt. The food follows soon after and she doesn't ask if we want ketchup or anything. Whatever, I just wanted to get home. The bread on our burgers was old, my patty was super dry, and they tried to get away with giving me unsweet tea and pouring sugar in it instead of just saying they were out. Come on, guys. Sugar in a cold tea, you think someone wouldn't notice that. I didn't want to bother going back that late. So, never again with this location. If you live in this area just go to the one on greenville. At least that location has SOME friendly folks and they're honest when something is out.","1/18/2017",0
"Whataburger","another bad whataburger experience.. different store same bad customer service.. manager was very distracted, waved someone to take our order rang up one item and then answered the drivethru and walked away.. once we finnally got our order taken we had to ask to have a table cleaned as the entire restaurant was empty.. but every table was dirty .. manager wiped one off then went back to whatever she was trying to do with some employee on a laptop.. eventuallly lap top guy got done and came and wiped all the rest of the tables with one hand while he texted with the other.. food was ok and the young man that delivered our food was very nice and helpful.. too bad he wasnt the one that waited on us. drivethru thing went off while he was delivering and he told them one minute and finished with us.. that was better..the original drive thru person that started to take our couter order was now on the lap top doing whatever trtaining thing the manager felt was the high priority over clean restaurant and taking care of guests... will not be back","9/5/2016",0
"Whataburger","Not really sure why Yelp has this place listed as closed.  I'm literally waiting for my order (along with about a dozen people) inside the store now.  Might as well be closed with how long the service usually takes.  You'll also know it's open because the drive thru consistently snakes around the restaurant in the mornings.

Otherwise, the food is about average for a whataburger, and the staff is generally friendly enough.  If you haven't been to a whataburger restaurant before, you're not missing much.  Just try a whataburger and maybe a honey bbq sandwich with chicken strips and gravy.  That's about it.

Edit: just got my order (2 chicken strips and a small fries) after 20 min of waiting, and they forgot my fries.  I get they're busy and most fast food places make mistakes, but it's a little annoying that my order was so small and yet still wrong.  Good thing I was still at the restaurant to ask.  Just a reminder to check your order before accepting, folks!","11/3/2022",0
"Whataburger","Prepare to spend 15mins+ in the drive-through, and you won't receive your correct order.","1/15/2023",0
"Whataburger","When in Texas, you have to try Whataburger, said the doorman at Woodys! So I asked my hotel shuttle driver if he was hungry and we agreed on Whataburger! Now don't get me wrong, it wasn't awful but it's no Culver's  - I'm glad I tried it nonetheless and for it to be 2am - they had a whole crew working, that was very impressive!","9/5/2022",0
"Whataburger","The drive-thru line seemed rather long, so I opted to eat inside.  To my pleasant surprise, the food came out almost as soon as I ordered it.  I had two honey butter chicken biscuits, and they were delicious.  The consistency on food taste is what I come to expect from Whataburger.  I'll eat here again.","8/13/2022",0
"Whataburger","My friend from California had to try Whataburger before she left Texas! We went all out with the Junior Bacon Cheeseburger, Bacon Avocado Burger, Patty Melt, Lemonade, Onion Rings, and Fries...for two people, yep lol. 

First of all, both of us thought the onion rings were some of the best we've had from a fast food chain. They taste beer-battered?! The batter is so fluffy and crispy mmm. The fries on the other hand are average...almost taste frozen. But they're fries so we ate them lol.

 I can see why the Patty Melt is a Whataburger Fav - it's simple and delicious! Just a juicy beef patty, melted cheese, and buttery Texas toast - hard to go wrong. The Bacon Avocado Burger is like a boujee patty melt - surprisingly not much better than the OG but pricier from the avocado. 

The Junior Bacon Cheeseburger was basic. But Whataburger has a signature Creamy Red Pepper Sauce that can upgrade any burger, n is perf for dipping! Thanks always Whataburger!","7/27/2021",62
"Whataburger","Nice workers who all were working hard most people going to drive through. So busy even the security guard was in the back on the fry station. Location was clean and all the drink stations were functional. I was blinded by the lights above the pickup and register stations. Burger and fries were good always come here before grocery shopping next door at Kroger.","8/11/2022",0
"Whataburger","This place is terrible. Asked for specific food they give you something totally different. They dont follow instructions or orders. Dont go here they'll just mess up your order and give you something you didnt order or didnt want. Example I asked for their #13 which is s chicken strip basket dont worry they'll give you a chicken strip sandwich with cheese on it. I also asked for the # 5 which is the bacon cheeseburger dont worry they'll give you a patty melt. Get someone who is going to actually manage and make sure people get the right orders at least. This has happened multiple times now. Oh and just to give you a clear understanding that they cant comprehend orders or get them right they cant even get my drink right either. Simply asked for a water.. they gave me a sprite. This location is a joke.","12/10/2022",1
"Whataburger","Horrible, horrible, horrible. They will get your entire order wrong, leave out items that you paid for, and give you attitude the entire time. Would not recommend this location at all. Used dirty old grease for our fries (black specs all over). I found out we were missing two whole sandwiches and had to go back inside only for the manager to act annoyed that my order needed to be corrected. RUN!!!","12/27/2022",0
"Whataburger","If I could go lower on the stars I would. Worst whataburger I've ever been in. Stay away from.","12/30/2022",0
"Whataburger","The workers here are so damn rude. I get you work at whataburger but that's your decision and if you don't like it then quit. Here I am on Wednesday at 12:50, guy comes to take my payment and says nothing and just holds out his hand for my card. No hi or hello. The. I get home and my food is cold, and it's the wrong order. I hate this location.","11/23/2022",2
"Whataburger","Trash service and food. Save your money and your taste buds because you'll just leave with disappointment.","12/17/2022",0
"Whataburger","While here in Texas I decided to give this place a go. Honestly it's not different from this to what we have in California called bakers drive thru. They do have different options food wise vs bakers but it's identical. My burger didn't look like the advertised version but the new peach shake is pretty good! Other than that it was alright. It'll be a good place to go when you got back from the bar or clubbing. That's it. Lol","9/26/2021",0
"Whataburger","I made the mistake of coming here again tonight. Don't do it!!  Ghetto nasty disgusting!!!!","7/10/2022",2
"Whataburger","Food was fine but what made it low rating was the fact they ignored our vehicle for drive through for about 10 minutes so we decide to move to the other lane because everyone was getting helped there but us. Then they still ignored us for a little longer until one of us yelled out ready to order.","10/8/2022",1
"Whataburger","Avoid at all costs. I've literally spent 30 minutes in the drive through line, waiting for a sausage biscuit and hasbrowns. Easily the slowest Whataburger - or drive through of any type, for that matter, in history.","7/2/2022",1
"Whataburger","This is why I never ever eat fast food, last night on my way home from 
Baking cookies with my mama I had a taste for a hamburger  so I decided to go to Whataburger and what did I do that for, I sat in the drive-through line for over an hour Only to get home and find out this burger was so old and cold the cheese wouldn't even melt and the bun was soo hard it felt like it had been sitting out all day  I asked for mustard no Mayo and Mayo was clumped  over the burger and there was no pickles if I hadn't came home and took my bra off  I wouldn't went back up there and slung that burger in that damn drive-through window!!! I hate bad Service  Best believe I'm going back up there today and get mine $7 back and I gave the little girl a $2 tip, just disgusting","12/20/2021",1
"Whataburger","How do you forget bacon on a Southern Bacon Double Burger? It's in the name! I don't know, may have been just as bad with bacon, SUPER SALTY. Again, how? Is your slaw made with salt? Gross. First time having Whataburger and probably last. Fries were cold. Think they could have been good if hot but guess I'll never know :(","6/26/2022",1
"Whataburger","This location really takes the fast out of fast food. If you can avoid coming here, I really suggest you do. I'm not one to leave negative reviews but we waited 35+ minutes in the drive thru for our food...THEN they forgot one of our sandwiches so we went inside and waited another 23 minutes to get it after telling 2 people. While waiting, I watched people in the back touch their hair with the gloves they were touching food with. Some of the employees looked like they were there for social hour and not for work. There was a lack of communication between them, etc. They all seemed inattentive. The person who took our order on the intercom was talking so slow like he was on something. The one who came to our car, also seemed out of it. All of our food was cold when we got it. A gentleman next to me had been waiting for his order longer than my 23 minutes, and everyone that ordered after him got their food before him. Turns out he waited 30+ minutes for an order of fries and onion rings... I applaud his patience. 

I was finally asked what I was waiting for by someone who looked like he was a supervisor or manager (?). He apologized, got the sandwich for me ASAP and gave me extra fries. If I was rating just him, 5 stars for customer service, but overall I am leaving my 1-star review. Hopefully, management will read this and try to improve things. Maybe I'll give them benefit of the doubt.. maybe it's not usually like this and I just happened to be there on an understaffed, overly-busy and stressful day. I'll give it another try one day, but for now, I'll stick to other, actually-fast, food.","11/14/2021",2
"Whataburger","I placed an order through the app for takeout (picking it up inside the restaurant). I walked up and there was a trash can in front of the door with the door being locked but there were still customers inside. A guy came and unlocked the door and said I had to wait in the drive thru for my order. Mind you the line was about 20 cars long. My order was ready and he wouldn't let me come in and grab it, wouldn't bring it to me at the door or in my car. This is honestly ridiculous. He said the app shouldn't have let me do it for take out since they close at 11 inside but the app did let me, which isn't my fault. So I had to wait 20 minutes in the drive thru for my food and it was cold. I am NOT happy.","4/8/2022",3
"Whataburger","I have never seen such slow fast food in all of my life. Spent over an hour in line. Absolutely ridiculous. Won't be wasting my time again.","9/4/2022",1
"Whataburger","The workers here are so damn rude. I get you work at whataburger but that's your decision and if you don't like it then quit. Here I am on Wednesday at 12:50, guy comes to take my payment and says nothing and just holds out his hand for my card. No hi or hello. The. I get home and my food is cold, and it's the wrong order. I hate this location.","11/23/2022",2
"Whataburger","In the past I've had good experiences at this Whataburger but at 6 AM on 04/09/2022
I went to this location to get breakfast. First off they had the first lane blocked with cones as to prevent people from ordering but the second lane was open so naturally I drove through the second lane to get to the first lane speaker. While ordering the lady was asking what else in a very rude tone after each item before I could even finish ordering the item. I ordered two bacon taquitos and received one bacon taquito wrapped in two separate tortillas. They were pretty much just small tacos. It's a shame to see such a popular location be run by crap workers. They need to pay their employees more so that they can hire better human beings to run this location.","4/9/2022",1
"Whataburger","Food was excellent but the service was a no go. The lighting was nice and not a bad area. We asked for bbq and didn't give it to us, then We asked again and still, nothing. After I asked one final time and they didn't even reply. Not to mention they charged us for that 40 cent bbq sauce","7/14/2022",0
"Whataburger","Awful food, terrible service, still can't get an order right after repeating it 3 times to the first person and 2 to the second person. Food was cold when I finally got it.","3/10/2022",1
"Whataburger","I was coming home from a late night out, no one answered when I called to correct my order. I received what is shown in the picture which is unacceptable. I ordered a medium fry and as you can see, it is far less than with no fries in the bag and a medium sweet tea is a lemonade. Disappointed.","1/28/2022",2
"Whataburger","Awful food and even worse service. We had delivery on 2/27/22. The food arrived 20 minutes past quoted time and was missing our chicken sandwich. The food was ice cold. The restaurant would not refund me for the item missing and refused to let me speak to a manager. They said to 'complain on the app we don't refund for missing things'. This was like something from the twilight zone. 
Don't waste your time here.","2/27/2022",1
"Whataburger","Aren't drive thru's suppose to be quick! Like what in the heck is going on behind the kitchen. Literally been in the car for 40 minutes, and there was only like 12 cars in front of me. It's 9 ish on a Sunday. This is disgustingly ridiculous honestly. I blame myself for being lazy, I would of drive to another drive thru but I was scared that the line could be just as horrible. I really don't want to go home and have to cook tonight. I'll never be back. It's 10:27 still in line. These burgers better be fresh and fire!","1/30/2022",1
"Whataburger","1 hour in line on a Thursday night. Seriously!!!!!
Come on folks
You should be staffed up!!!!","1/20/2022",1
"Whataburger","Ordered two sandwiches, one with a meal, one just the sandwich. They repeated our order back to us twice from two different staff and only gave us one sandwich in the bag. We waited for another 10 minutes for the other sandwich. The staff did not seem to believe us when we told them they only gave us one sandwich. We watched as they continued to go between cars with incorrect meals and give wrong change to different cars. They didn't ask us if we wanted ketchup or anything. Incredibly disorganized, this place needs better management & needs to train their staff. The cheese on the avocado bacon burger was not even melted. The mushrooms in the mushroom Swiss burger taste like they've been cooked and bagged by corporate & distributed nationally - they're very squishy, watery, & overly salty.","11/14/2020",3
"Whataburger","Twice I have gone into Whataburger and used cash over the past 3 months. Each time I get no change they keep my change.  They do not keep tills of cash money in the register. So they take cash but won't give you
your own change in return. Are they too lazy to count money at the end of the night, they blame it a shortage of coins. Yet across the Street 100 feet away is a bank of America and Kroger. They don't deserve a single star, but I have to select at least one. I'm spreading word for people to pay in cash, then ask for your money back, since what a burger feels they should keep your coins. The home office nor store management will respond to this situation. They just give attitude along with we don't have change! Yet they're in the business of hospitality.","1/25/2022",1
"Whataburger","Employees are over an hour late over an order that was placed nearly two hours in advance and didn't give a damn. Needs new management","1/15/2022",1
"Whataburger","Customer service is horrible very un organized store and I applied for a job at the store a month ago and they constantly telling me they will give me a call back this store is not recommended to go to or work for","7/11/2022",1
"Whataburger","The problem isn't the wait, I'm trusting that is being freshly made. It's when you get the food it tastes like it's from the day before... EVERYTIME!! 
This location totally sucks don't eat here.
I was forced to give a frogging star. Need new management, better yet put a Braum's right there.
WhataB has been slacking for a long time.","12/20/2021",1
"Whataburger","Slowest fast food restaurant I've ever been to. I came here a few weeks ago and waited almost an hour in the drive thru for my food. I've yet to meet one person who had a different experience than I did at this location.","6/19/2022",1
"Whataburger","Horrible. It's like every Whataburger has taken a turn for the worse. They used to be fast and have the best food. Now all of them, including this one are extremely slow and serve lukewarm, stale food. It's sad that a place that once had such an excellent reputation is now this pathetic.

This is a dramatic review; I know, but it's pretty accurate.","11/21/2021",1
"Whataburger","Another failed attempt at curb side delivery. Waited 15 minutes and still didn't receive my food. Had to go inside and get it from the counter. Why can't this place get their life together.","10/10/2021",2
"Whataburger","This location is the absolute worst Whataburger to visit. I went here for breakfast today and everything was horrible! I waited almost 20 minutes for old cold greasy food. The biscuits were hard the hash browns were limp and soggy, greasy. The sausage patty was old old. I was so disappointed with the food I trashed it and didn't bother requesting a refund. I won't ever patronize with this location again.","7/24/2022",0
"Whataburger","One hour long line (was stuck so couldn't leave).
Cold food not made with love.
Absolute disgrace to some other locations.

Need to clean house here and figure it out.

Never recommend.","2/1/2021",2
"Whataburger","This was probably my worst experience ever at any Whataburger in Texas. My wife had a #1 with cheese, fries were cold and stale. The cheese on the burger was hard and cold, the patty was hot and the lettuce was brown and soggy. There was no tomato and the whole thing was drenched in mustard....WTF!!!! I had pancakes that were surprisingly good but c'mon, how hard can it be to microwave pancakes. If you get that wrong you might as well close up shop. I also had 2 taquitos with cheese but of course one didn't have cheese. Is this what happens to quality when you're bought by a out of state company? Is this how big business treats its customers? Do better Whataburger.","8/29/2021",1
"Whataburger","I would give it half a star if possible. LaShondra has the worst attitude and my drink tastes like soap. Avoid coming here","5/9/2022",0
"Whataburger","Staff is rude from the employees to the manager's. In the drive thru ordered my food twice and the employee did not get my order, the 3rd she asked if I was going to order, I responded that I said my order twice. The employee responded back to me, that I should not have a f**** attitude with her. I asked her to repeat herself to be sure of what I heard. She just told my total and told me to drive up for my food. When the manager came to my window we had a few exchanged words also and after that I was upset so I told I needed her cashier's name and the manager and store number. She told me that she won't give it, so I asked to please be sure I get my receipt bc I know it will be on there. I asked for the store number, she gave it and I repeated it to be sure, the manager said back to me. You don't know such and such which was the store number I was repeating. After that rude comment I asked the manager to remove herself from the side of my car. She walked away saying rude things, still. So I parked and went into the store, when I went into the store more rudeness, from another different manager. I go eat there about 1 time a week, but I will no longer. Because no one apologized until I called corporate. A shame","4/9/2022",0
"Whataburger","AVOID AT ALL COST. Sat in the drive through for more than an hour after trying to get a quick meal at 1am after a long day. We were unable to leave since it was one lane only and could not drive around. Not only that, when we got our food it was COLD. So what is just sitting there for an hour....? Based on other reviews this is a common occurrence. Please report to the corporate office! This place needs a refresh of staff and management.","10/31/2021",0
"Whataburger","Worst Whataburger that I have ever been to.. terrible customer service, slow with getting orders, just an overall bad experience!","4/17/2022",0
"Whataburger","As a burger lover from the west coast, I found it a must to visit Whataburger whilenin Texas.  It stands out as a fast food option with a lot of personalities.  Its burger is way larger than In-N-Out and the atmosphere is less pretentious than Shake Shack.  The quality of the food is on par with McDonald's and BK (which is a good thing IMO) though I would've liked a bit more flavor.  The spicy ketchup for the fries is excellent though, and I ended up putting it on the burger as well.

The drive thru line took really long at night, even though there weren't many cars.  I don't think they cook burgers to the order so it made no sense to take so long.","1/23/2020",0
"Whataburger","I went in the morning very tired. i tried ordering some hubchubs however the staff was confused with my request. However I appreciate their patience as i recalled the common folk call it honey butter chicken biscuits, the most delectable precious food in the world.","10/2/2021",0
"Whataburger","This is simply the worst whataburger in the history of all time shitty water burgers. It is unbelievably bad.   What a Burger should doze this over and fire every employee here.   50 cutomers backed up, every employee standing around with their hands on their dicks, truly an epic embarrassment of a water Burger.   Fire the regional manager that thinks this is OK","9/19/2021",0
"Whataburger","I am a native Texan and I've grown up with Whataburger being my favorite fast food burger. This location is BY FAR the worst I've ever been to and gives the brand a bad wrap. Here's why:

1. The food is CONSISTENTLY COLD. Fries and burger.
2. Service is CONSISTENTLY WAY TOO SLOW.
3. The eggs in the burritos are always watery.

I continue to come back hoping things will be better the next time, but they never are.","1/30/2021",0
"Whataburger","Found a dead rat outside... See picture. But the food was good! If I saw the rat while I was eating my burger let me just tell you the food would have came right back up and joined the rat on the ground.","4/6/2021",0
"Whataburger","This is the worst location I've ever been to. I understand that it's hard times and it's hard to find workers but it seriously takes longer to go through the drive through than sit down at a restaurant. Will never again visit this location unless it's during the day when I can do curbside service.","7/26/2021",0
"Whataburger","I guess I love whataburger so much I keep putting myself through hell as this is the closest location. 

Order a meal and the guy who brought it out just handed me the bag, so I put it in the passenger seat and drove off. However just as I was about to hit the highway my spirit said, check the bag!!! I got someone else's meal - nothing in the bag was mine. 

So I go back and tell them what's wrong and they come back out with my food and this time I refuse to leave without looking and sure as you know it, still missing things. 

Yes it's lunch time, yes it's busy but I need y'all to do better!!!","6/13/2019",2
"Whataburger","The burgers are absolutely huge, and I like that they bring sauce options to the table. Other than that, this place was a huge let down from the location and atmosphere to the taste of the burgers.","4/21/2021",1
"Whataburger","It is currently 6 PM the manager on duty on July 30th 2022, i had received a call stating that i dropped one of my checks ($1100) that I had dropped im guessing either the parking lot or the inside an employee had gave me a call letting me know that they found and that she or he put it in the safe deposit box wherever that is kept. i called back asking to speak to the manager at 5:30 Pm letting her know that they can rip it up as it is no longer active, she was telling me im lying?? i have no reason to lying when there is nothing to gain from telling them to rip it up?? so.. i will be writing to corporate about this situation meaning the management is lying and trying to keep that check all to them selves??? anyways i forfeited it and they could have told the truth.. this location sucks and i will never be back!! i expect someone to get back to me about this the MANAGER on duty at 5:30 PM ON JULY 30TH 2022 is inconsiderate.. like I said i will be writing to corporate, game on bitches.","7/30/2022",0
"Whataburger","Man I wish I could leave 0 stars. 
DO NOT come to this location if you are in a hurry. The drive through line can take up to 45 minutes to get through. The worst service and lack of urgency. The food is cold once you finally make it to the window. I keep trying to give this place another chance but someone I only get more and more disappointed each visit. Please save yourself the time, money and stress and just go find another place to get your food, It's far from being worth it.","5/13/2021",0
"Whataburger","Since I am not a native Texan  I thought my indifference to Whataburger was based on my roots.So...I thought I would give them a solid try. After the last visit, I am done. 
After 20 minutes in the drive thru,  my food was brought to me and I drove on my merry way! Granted they were busy, but when I realized both my burger and fries tasted like they were made yesterday, that's it! How can the food be cold??? Not cool, or even lukewarm COLD! You can keep it to yourselves!","11/8/2020",0
"Whataburger","It's right in between McDonald's/Burger King/Jack in the box and a midsy restaurant burger like Denny's 

For the price it's good, it's similar to In-N-Out but in a lot of locations that they aren't. 

Try it. You'll like it for 3 bucks.","2/1/2020",1
"Whataburger","AVOID LOCATION.  You cannot get out of drive thru.  We have been sitting here forever and no one answered on the speaker in the drive through.  Literally, do not go through drive through.  You will not be able to leave.","11/7/2021",0
"Whataburger","Not sure why this place only gets 2 1/2 stars...

One of the best places to eat a great burger..order onion rings cooked to perfection. Iced tea sweet or unsweet best in town.

You want to talk about a great staff that is all about customer service. This is the place. Better service than many high priced places.

We will be back again for sure!","7/28/2018",1
"Whataburger","I've lived in Texas all of my life and this is hands down the worst whataburger location. The food is always gross and cold. If you ask the staff to help you with anything they will treat you terribly. The wait is always long. Save your money and go to a better location Bc I promise you you won't get what you pay for here.","12/6/2020",1
"Whataburger","I don't understand why everyone likes this burger place. I've tried it several times and I am unsatisfied every time. It's a basic greasy burger that you could make at home without any skills. I get it. It's fast food - not gourmet. But the way people applaud Whataburger makes it seem like it is the Holy Grail of cheeseburgers. Not for me *shrugs*","1/22/2020",0
"Whataburger","Drive thru took forever, not because there was a long line but because service was so slow. I was waiting for over 10 minutes to even though there was only one car in front of me when I arrived.

At one point the drive thru worker came outside to talk to his friends in a car that pulled up??? Like why","9/11/2019",1
"Whataburger","I came here for lunch on a Monday.  Whataburger is definitely the main fast food chain in Texas.  Texans are very proud of Whataburger so I came to check it out.  I ordered the patty melt meal which came with a medium drink and French fries.  They give you a number sign and you wait for someone to bring you your order.  The medium drink size looked like a large drink to me but I guess everything is bigger in Texas.  The patty melt was okay, it was cheesy but bland.  The fries could be crispier, was a bit soft for the most part.  The spicy ketchup was very good, definitely helped with the blandness.  The drink was enormous.  I still prefer In N Out Burger over Whataburger since it tastes better overall.","3/26/2018",1
"Whataburger","Not really a review for the food as it was what you'd expect. But the customer service her was great, I brought in my great uncle and an older black woman was mopping the floor so I was escorting him across, then she came up and kindly offered to walk him to a seat. Very kind of her, just impressed with the service. Also I asked for a cup of water and within a few seconds two separate employees offered me a cup. 
3/1/2021  5 pm","3/1/2021",0
"Whataburger","I think this location is pretty good the food is always outstanding I love the bacon whataburger and the honey butter chicken biscuits I don't think I have ever had a bad cup of their sweet tea from any location so it is always a must then I'm always hit or miss with my fries or hash browns this time I was a miss but they made up for it with an extremely fresh biscuit","1/19/2021",0
"Whataburger","This is a poorly managed Whataburger with the slowest  service in the world! I waited in the drive thru line for 45 minutes!!!","12/1/2020",0
"Whataburger","Worst service I've ever received from someone who calls themselves a fast food restaurant. And my food was cold because I picked up an online order and they made it too early and made me wait in drive thru to pick it up.","8/12/2021",0
"Whataburger","Having lived in California for the last 6 years,  I've had to live with the glorification of in n' out  and how incredible it is.  I love their food,  but let me tell you,  it is no match to WHATABURGER! Because one you try this deliciousness,  all you'll be able to say is what a burger.

If you have the chances,  please dine in at least once.  You'll get the infamous number once you order (one which  every high school student has accidentally taken home a few times as memorabilia). Then you sit down and wait for the employers to deliver. 

For $0.79 more,  please do WHATASIZE your meal as you'll need to experience the heavenly fries.  When offered between regular or spicy ketchup,  be real,  and ask for the spicy. 

My favorite is the grilled chicken sandwich,  no butter in the buns,  with a good ol' diet Dr. Pepper. The Patty burger is also incredibly good to the taste buds,  and will have you singing its praise home. The chicken tender basket is a classic with its gravy sauce. 

Enjoy this darn good food!","7/30/2017",5
"Whataburger","I ordered the chicken strip meal and there were no chicken strips included in my meal... just fries and bread. Didn't realize until I got home.","11/26/2020",0
"Whataburger","Food is pretty tasty but the service is SO SLOW! A typical morning with 6 cars in line taking average 6 minutes per car means a 36 minute wait from order to pickup.","2/21/2021",1
"Whataburger","Got my entire order wrong. Should have known when I didn't see the stickers on my burger packaging. I ordered a #5 Bacon cheese whataburger. I asked for NO ONIONS & MAYO ONLY. they put mustard and onions on my burger & NO BACON. I had to remove the entire top with the mustard and onions and eat what was left with a knife and fork. Also all the food was cold. I don't recommend this location to anyone.","1/25/2019",1
"Whataburger","I'm very disappointed with the decision to give you a chance, but to start, the lady at the table next to ours ordered chicken nuggets and got a piece of bread.
I looked at Yelp and saw 2.5 stars and crossed my fingers for a change of pace and the mistake of a good burger.
As you may know already, I was let down. If you're hungry and looking for good food, Yelp typically knows where to send you. I too, am from California and I have never been more disappointed.
Don't waste your money or anyone else's. I will be here for a few more days. One restaurant will not see me again.","8/17/2017",0
"Whataburger","I love whataburger but this has to be the worst service ever. You have to ask for everything. You get a drive k without a straw. No ketchup..no napkins. No salt  pepper condiments
 Etc. I asked for unsweetened tea and splenda. Guess what no splenda. I asked for salt and.pepper and got 1. One pepper packet. Reasked.for splenda and got 1 one packet.  I just gave up on getting a straw or napkins or ketchup....and even though they wont miss me cuz their lines are long (30 minutes thru the drive thru).....I'm also giving up on this whataburger:(","3/3/2019",0
"Whataburger","I have always heard of Whataburger, but never tried it (obviously there are none I know of in Michigan), so when the club closes down and you see one and it's 24 hrs, that means I had to try it and I was impress. Just had a bacon double cheeseburger with fries . The burger was excellent, cooked right, and dare I say probably the best fast food/drive thru burger I have ever had. Fries was also very good as was their onion rings. Overall if it's late night in Dallas and you need something to eat, go here.","3/19/2019",0
"Whataburger","I felt so unclean at this whataburger. Few of the employees were wearing masks and absolutely no other patrons other then me and my partner wore a mask. The vibe was like a picture you look at and the longer you look at it the worse it gets. all tables open so there was no social distancing and the workers let a few homeless people touch the cups on the counter. They ended up just taking 3 cups from the cashiers counter and were touching lids and all over the counter. Another person came in asking for change for the metro and stole garbage bags from the trash. I ordered a plain and dry bacon cheeseburger and there were onions on it which I am allergic. I had already left the store out of fear of catching something so when I bit into my burger and couldn't eat it I just tossed it and left hungry. Id have done the feedback on website but the receipt doesn't have all the information required and order number was too large for the field.","8/8/2021",0
"Whataburger","The service is wayyyy too slow. I love whataburger but these lines are absurd. It was so long my burger was cold by the time I got it.","4/10/2021",0
"Whataburger","After a long day i decide to go to whataburger meal. Once i get home i check my burger to find that it has no damn meat in it!!! After calling they just requested to give me a refund! WTH! No i have to figure out what's for dinner!","11/10/2018",0
"Whataburger","On my flight to TX, I sat next to a resident and he said, If you like In and Out Burger, you definitely have to try Whataburger.

Being from California, I was really excited to check out Whataburger. Unfortunately I was very disappointed. Maybe it was the location I visited, but the burger sucked. It came out cold, the patty was dry, I couldn't even finish it, and I'm not one to leave leftovers. 

I don't know why Texans love this place so much. Maybe on a drunken night in the future I'll give it a try, but I'm definitely not going to give it a chance again.","3/2/2018",2
