productModel,reviewID,reviewStars,reviewDate,productStyle,productStorage,productColor,productSize,productChip,verified
iPad air,1675113363-982,5,13nov2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-983,4,11sep2022,WiFi + Cellular,256GB,Space Gray,11,M1,1
iPad air,1675113363-984,5,31oct2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-985,5,20oct2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-986,5,26oct2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-987,5,18oct2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-988,5,19oct2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-989,4,10sep2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-990,5,21nov2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-991,4,13apr2022,WiFi + Cellular,64GB,Blue,11,M1,1
iPad air,1675113363-992,4,01oct2022,WiFi + Cellular,256GB,Starlight,11,M1,1
iPad air,1675113363-993,5,10nov2022,WiFi,256GB,Purple,11,M1,1
iPad air,1675113363-994,4,16apr2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-995,5,18oct2022,WiFi,256GB,Purple,11,M1,1
iPad air,1675113363-996,4,06sep2022,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-997,5,05aug2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-998,5,16may2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-999,5,31jul2022,WiFi + Cellular,256GB,Blue,11,M1,1
iPad air,1675113363-1000,5,08sep2022,WiFi,256GB,Purple,11,M1,1
iPad air,1675113363-1001,5,02aug2022,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-1002,5,10oct2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-1003,5,28oct2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-1004,5,06sep2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1005,5,02nov2022,WiFi,256GB,Purple,11,M1,1
iPad air,1675113363-1006,5,26oct2022,WiFi + Cellular,256GB,Starlight,11,M1,1
iPad air,1675113363-1007,5,08sep2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1008,4,28jul2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1009,5,06oct2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1010,5,24aug2022,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-1011,5,23oct2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1012,5,13sep2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-1013,5,08oct2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-1014,5,14aug2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-1015,5,22oct2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1016,5,18jul2022,WiFi,64GB,Pink,11,M1,1
iPad air,1675113363-1017,5,31oct2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-1018,5,14oct2022,WiFi,64GB,Pink,11,M1,1
iPad air,1675113363-1019,5,04oct2022,WiFi,256GB,Pink,11,M1,1
iPad air,1675113363-1020,5,05oct2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1021,5,04aug2022,WiFi,64GB,Pink,11,M1,1
iPad air,1675113363-1022,5,11apr2022,WiFi,256GB,Pink,11,M1,1
iPad air,1675113363-1023,5,23nov2022,WiFi,64GB,Starlight,11,M1,1
iPad air,1675113363-1024,5,28oct2022,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-1025,5,27aug2022,WiFi + Cellular,256GB,Purple,11,M1,1
iPad air,1675113363-1026,4,25jul2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-1027,5,17oct2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1028,4,04jul2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1029,5,17oct2022,WiFi,256GB,Starlight,11,M1,1
iPad air,1675113363-1030,5,14oct2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-1031,4,01sep2022,WiFi,256GB,Purple,11,M1,1
iPad air,1675113363-1032,5,01sep2022,WiFi,256GB,Pink,11,M1,1
iPad air,1675113363-1033,5,13oct2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1034,5,30aug2022,WiFi,256GB,Purple,11,M1,1
iPad air,1675113363-1035,3,02dec2022,WiFi + Cellular,64GB,Pink,11,M1,1
iPad air,1675113363-1036,5,14oct2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-1037,5,24oct2022,WiFi,256GB,Starlight,11,M1,1
iPad air,1675113363-1038,5,03aug2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1039,5,07aug2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-1040,5,19sep2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1041,3,24oct2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-1042,3,26sep2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-1043,5,11sep2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-1044,5,20sep2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-1045,5,07sep2022,WiFi,256GB,Starlight,11,M1,1
iPad air,1675113363-1046,5,07oct2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1047,5,19oct2022,WiFi + Cellular,256GB,Purple,11,M1,1
iPad air,1675113363-1048,5,21aug2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1049,5,22oct2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1050,5,05oct2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1051,5,21oct2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1052,5,01sep2022,WiFi,256GB,Starlight,11,M1,1
iPad air,1675113363-1053,5,13oct2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-1054,5,23sep2022,WiFi,64GB,Pink,11,M1,1
iPad air,1675113363-1055,5,23aug2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-1056,5,10aug2022,WiFi + Cellular,256GB,Blue,11,M1,1
iPad air,1675113363-1057,5,09jul2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1058,5,22aug2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1059,5,04aug2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-1060,5,04oct2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1061,5,15sep2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1062,5,08aug2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1063,5,16sep2022,WiFi,64GB,Starlight,11,M1,1
iPad air,1675113363-1064,5,08oct2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-1065,5,28sep2022,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-1066,3,28nov2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1067,5,21sep2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-1068,5,20mar2022,WiFi,256GB,Purple,11,M1,1
iPad air,1675113363-1069,5,03oct2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-1070,4,20jul2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-1071,5,20jul2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1072,5,28sep2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1073,3,05dec2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-1074,5,31jul2022,WiFi,64GB,Starlight,11,M1,1
iPad air,1675113363-1075,5,18sep2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-1076,5,12aug2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-1077,5,20sep2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-1078,5,20jul2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1079,5,16sep2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-1080,5,05sep2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-1081,5,16sep2022,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-1082,3,29sep2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-1083,5,09sep2022,WiFi,64GB,Pink,11,M1,1
iPad air,1675113363-1084,5,01sep2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-1085,5,26jun2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-1086,5,20aug2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-1087,5,08sep2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-1088,3,02nov2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1089,5,25sep2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1090,5,02jul2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1091,5,19jun2022,WiFi + Cellular,256GB,Starlight,11,M1,1
iPad air,1675113363-1092,5,09jul2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-1093,5,30jun2022,WiFi,256GB,Pink,11,M1,1
iPad air,1675113363-1094,5,08jul2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-1095,5,23aug2022,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-1096,5,12may2022,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-1097,5,21sep2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1098,5,25sep2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1099,3,31dec2022,WiFi,256GB,Starlight,11,M1,1
iPad air,1675113363-1100,5,12sep2022,WiFi + Cellular,256GB,Blue,11,M1,1
iPad air,1675113363-1101,5,15apr2022,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-1102,3,04sep2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-1103,5,23sep2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-1104,5,20jul2022,WiFi + Cellular,64GB,Space Gray,11,M1,1
iPad air,1675113363-1105,5,14aug2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-1106,5,03jul2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-1107,5,25aug2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-1108,5,24apr2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-1109,5,01jun2022,WiFi,256GB,Purple,11,M1,1
iPad air,1675113363-1110,5,08sep2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-1111,4,16may2022,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-1112,3,18sep2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1113,5,18sep2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-1114,5,26aug2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-1115,4,11may2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1116,3,26aug2022,WiFi,256GB,Purple,11,M1,1
iPad air,1675113363-1117,2,06jun2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1118,5,07aug2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-1119,5,13sep2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1120,5,18jun2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1121,5,13aug2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-1122,5,17aug2022,WiFi,64GB,Starlight,11,M1,1
iPad air,1675113363-1123,5,13aug2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1124,5,25aug2022,WiFi,64GB,Starlight,11,M1,1
iPad air,1675113363-1125,5,01sep2022,WiFi,256GB,Pink,11,M1,1
iPad air,1675113363-1126,5,31jul2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-1127,5,12aug2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1128,5,22jun2022,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-1129,4,12jun2022,WiFi,256GB,Pink,11,M1,1
iPad air,1675113363-1130,4,09apr2022,WiFi,256GB,Purple,11,M1,1
iPad air,1675113363-1131,5,09aug2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1132,5,01sep2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1133,5,18jul2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1134,5,11aug2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1135,5,29jul2022,WiFi,64GB,Starlight,11,M1,1
iPad air,1675113363-1136,5,19aug2022,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-1137,4,05apr2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-1138,5,16aug2022,WiFi,64GB,Starlight,11,M1,1
iPad air,1675113363-1139,5,28mar2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1140,5,18aug2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-1141,5,27jul2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1142,5,03jul2022,WiFi + Cellular,64GB,Blue,11,M1,1
iPad air,1675113363-1143,5,13aug2022,WiFi,64GB,Starlight,11,M1,1
iPad air,1675113363-1144,5,15jul2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1145,5,14aug2022,WiFi,64GB,Pink,11,M1,1
iPad air,1675113363-1146,5,28aug2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1147,5,13apr2022,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-1148,2,15jan2023,WiFi + Cellular,64GB,Pink,11,M1,1
iPad air,1675113363-1149,5,08aug2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-1150,5,30jul2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-1151,5,07aug2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1152,5,31jul2022,WiFi,256GB,Pink,11,M1,1
iPad air,1675113363-1153,5,06aug2022,WiFi,256GB,Starlight,11,M1,1
iPad air,1675113363-1154,5,08jul2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1155,5,10jun2022,WiFi,64GB,Starlight,11,M1,1
iPad air,1675113363-1156,5,26jul2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-1157,5,23aug2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-1158,5,12aug2022,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-1159,5,03may2022,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-1160,5,01jul2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1161,5,11jun2022,WiFi,64GB,Pink,11,M1,1
iPad air,1675113363-1162,5,28mar2022,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-1163,4,12may2022,WiFi,256GB,Purple,11,M1,1
iPad air,1675113363-1164,5,06aug2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-1165,5,31jul2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-1166,5,26jul2022,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-1167,5,23jun2022,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-1168,5,26jul2022,WiFi + Cellular,256GB,Purple,11,M1,1
iPad air,1675113363-1169,5,07jul2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-1170,5,27jul2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1171,5,04aug2022,WiFi,256GB,Pink,11,M1,1
iPad air,1675113363-1172,5,03aug2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-1173,5,19jul2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1174,5,20may2022,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-1175,3,21jul2022,WiFi,256GB,Purple,11,M1,1
iPad air,1675113363-1176,5,08jun2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1177,5,17jul2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1178,5,14jul2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1179,3,13sep2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1180,5,15may2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1181,2,30sep2022,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-1182,5,16jul2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1183,5,07aug2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1184,5,09jul2022,WiFi,256GB,Purple,11,M1,1
iPad air,1675113363-1185,5,08jul2022,WiFi,64GB,Starlight,11,M1,1
iPad air,1675113363-1186,5,26may2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-1187,5,23jul2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1188,5,08may2022,WiFi,64GB,Starlight,11,M1,1
iPad air,1675113363-1189,5,09jun2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1190,5,13jul2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1191,5,05jul2022,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-1192,5,24jul2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-1193,5,06jul2022,WiFi + Cellular,64GB,Space Gray,11,M1,1
iPad air,1675113363-1194,5,06jul2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1195,5,09jul2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1196,5,04jun2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1197,5,25jun2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1198,5,21jun2022,WiFi,256GB,Purple,11,M1,1
iPad air,1675113363-1199,5,18jul2022,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-1200,5,02jun2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-1201,5,26apr2022,WiFi,256GB,Purple,11,M1,1
iPad air,1675113363-1202,5,18jul2022,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-1203,5,17jun2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-1204,5,30may2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1205,5,25jun2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1206,4,14apr2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1207,5,31may2022,WiFi,256GB,Purple,11,M1,1
iPad air,1675113363-1208,5,02jun2022,WiFi + Cellular,64GB,Purple,11,M1,1
iPad air,1675113363-1209,5,14may2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-1210,5,18jun2022,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-1211,5,26mar2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-1212,5,07jul2022,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-1213,5,09may2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-1214,5,31may2022,WiFi,256GB,Pink,11,M1,1
iPad air,1675113363-1215,5,19jun2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-1216,5,27jun2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1217,5,27may2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-1218,5,07may2022,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-1219,5,14jun2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1220,5,28may2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1221,5,20may2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1222,5,25may2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1223,5,01jun2022,WiFi,256GB,Purple,11,M1,1
iPad air,1675113363-1224,5,01jul2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1225,5,04jun2022,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-1226,5,23may2022,WiFi,64GB,Pink,11,M1,1
iPad air,1675113363-1227,5,10jun2022,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-1228,5,23jun2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1229,5,16jun2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1230,5,26apr2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1231,5,15jun2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1232,5,27may2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1233,5,21may2022,WiFi,256GB,Purple,11,M1,1
iPad air,1675113363-1234,5,08apr2022,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-1235,5,27jun2022,WiFi,64GB,Starlight,11,M1,1
iPad air,1675113363-1236,5,14apr2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1237,5,23jun2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-1238,5,06may2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1239,5,20jun2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1240,5,15jun2022,WiFi,64GB,Pink,11,M1,1
iPad air,1675113363-1241,3,31may2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1242,5,28apr2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-1243,5,15jun2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1244,5,10may2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-1245,5,06may2022,WiFi,64GB,Starlight,11,M1,1
iPad air,1675113363-1246,5,15apr2022,WiFi,64GB,Starlight,11,M1,1
iPad air,1675113363-1247,5,22apr2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-1248,5,15apr2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-1249,5,07jun2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1250,5,07may2022,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-1251,3,04may2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-1252,5,24may2022,WiFi + Cellular,64GB,Blue,11,M1,1
iPad air,1675113363-1253,5,15jun2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-1254,5,16jun2022,WiFi + Cellular,256GB,Purple,11,M1,1
iPad air,1675113363-1255,2,29dec2022,WiFi + Cellular,64GB,Space Gray,11,M1,1
iPad air,1675113363-1256,5,14jun2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1257,5,16apr2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-1258,5,08may2022,WiFi + Cellular,256GB,Starlight,11,M1,1
iPad air,1675113363-1259,5,26apr2022,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-1260,5,21may2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-1261,5,23may2022,WiFi + Cellular,256GB,Blue,11,M1,1
iPad air,1675113363-1262,5,27apr2022,WiFi + Cellular,256GB,Purple,11,M1,1
iPad air,1675113363-1263,5,23may2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1264,3,27jun2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1265,5,27may2022,WiFi + Cellular,256GB,Space Gray,11,M1,1
iPad air,1675113363-1266,5,31may2022,WiFi,256GB,Pink,11,M1,1
iPad air,1675113363-1267,2,21sep2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-1268,5,18may2022,WiFi,64GB,Starlight,11,M1,1
iPad air,1675113363-1269,5,26mar2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-1270,3,19jul2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1271,5,08apr2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-1272,5,15apr2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-1273,5,18may2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-1274,3,09apr2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1275,2,08jul2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-1276,5,14may2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-1277,5,10may2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-1278,2,21aug2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1279,5,13apr2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1280,5,02may2022,WiFi + Cellular,64GB,Blue,11,M1,1
iPad air,1675113363-1281,1,20dec2022,WiFi,256GB,Starlight,11,M1,1
iPad air,1675113363-1282,5,19apr2022,WiFi,64GB,Pink,11,M1,1
iPad air,1675113363-1283,5,30mar2022,WiFi,256GB,Starlight,11,M1,1
iPad air,1675113363-1284,5,27apr2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1285,5,22mar2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-1286,5,13apr2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-1287,5,22apr2022,WiFi,256GB,Purple,11,M1,1
iPad air,1675113363-1288,1,15dec2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-1289,5,23mar2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1290,5,20apr2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-1291,5,20apr2022,WiFi,256GB,Purple,11,M1,1
iPad air,1675113363-1292,2,30sep2022,WiFi,256GB,Purple,11,M1,1
iPad air,1675113363-1293,5,28mar2022,WiFi,256GB,Pink,11,M1,1
iPad air,1675113363-1294,2,02dec2022,WiFi,64GB,Pink,11,M1,1
iPad air,1675113363-1295,2,11sep2022,WiFi,256GB,Purple,11,M1,1
iPad air,1675113363-1296,2,08sep2022,WiFi + Cellular,256GB,Space Gray,11,M1,1
iPad air,1675113363-1297,2,14sep2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1298,2,23aug2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1299,2,19aug2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1300,1,09aug2022,WiFi,64GB,Blue,11,M1,1
iPad air,1675113363-1301,2,05oct2022,WiFi + Cellular,64GB,Space Gray,11,M1,1
iPad air,1675113363-1302,2,23jul2022,WiFi,256GB,Space Gray,11,M1,1
iPad air,1675113363-1303,1,16jul2022,WiFi,256GB,Purple,11,M1,1
iPad air,1675113363-1304,1,03jan2023,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-1305,1,18may2022,WiFi,256GB,Purple,11,M1,1
iPad air,1675113363-1306,1,02jan2023,WiFi,256GB,Starlight,11,M1,1
iPad air,1675113363-1307,1,01oct2022,WiFi,256GB,Purple,11,M1,1
iPad air,1675113363-1308,2,15may2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1309,5,01jan2023,WiFi,64GB,Space Gray,11,M1,0
iPad air,1675113363-1310,1,26sep2022,WiFi,256GB,Blue,11,M1,1
iPad air,1675113363-1311,2,13jun2022,WiFi,64GB,Space Gray,11,M1,1
iPad air,1675113363-1312,1,11oct2022,WiFi,64GB,Purple,11,M1,1
iPad air,1675113363-1313,4,14jan2023,WiFi,256GB,Starlight,11,M1,0
