customerid,creditscore,geography,gender,age,tenure,balance,numofproducts,hascreditcard,isactivemember,estimatedsalary,churn
3595511,589,Luxembourg,Male,33,6,0,1,1,1,32084.85,0
3791565,794,Belgium,Female,26,7,0,2,1,0,177145.36,0
3735370,709,Belgium,Male,59,9,113657.83,1,1,1,117437.53,1
3724742,703,Belgium,Male,34,7,0,2,1,1,180965.88,0
3752305,833,Netherlands,Male,60,9,148846.39,1,1,0,192854.84,1
3658056,739,Belgium,Male,43,6,128760.32,1,1,0,36664.301,0
3674748,613,Netherlands,Male,39,4,142406.44,2,1,0,146751.77,0
3764246,899,Netherlands,Male,35,0,144037.59,1,1,0,145438.7,0
3792847,728,Netherlands,Female,48,8,115115.38,1,1,0,140236.17,1
3792518,700,Belgium,Male,33,6,171490.78,1,0,0,79170.461,0
3671598,696,Belgium,Male,20,8,137624.41,2,1,1,198145.94,0
3670385,631,Netherlands,Male,25,10,111363.1,2,1,0,197445.88,0
3662061,751,Netherlands,Male,22,4,94762.156,2,1,1,42749.031,0
3626960,749,Netherlands,Male,27,6,125552.96,1,1,0,105957.44,0
3679781,617,Belgium,Male,34,7,0,1,0,0,75266.953,0
3602639,871,Luxembourg,Female,28,5,0,2,0,1,87357.219,0
3785148,603,Luxembourg,Male,23,7,104744.89,1,1,0,170685.02,0
3763229,750,Belgium,Male,36,2,82275.352,2,1,1,93350.039,0
3664408,498,Netherlands,Male,48,4,133994.52,1,1,1,19539.9,1
3599350,675,Luxembourg,Female,54,2,0,2,1,1,54361.27,0
3627497,631,Belgium,Male,32,10,105000.23,1,1,0,190640.94,0
3577604,798,Netherlands,Female,54,1,75900.844,1,1,1,192822.27,0
3574917,792,Belgium,Male,71,3,0,2,1,1,147129.19,1
3680534,627,Netherlands,Female,72,6,124978.19,2,1,1,7907.6699,0
3677562,533,Netherlands,Female,74,1,186445.31,2,1,1,197525.91,0
3747725,777,Belgium,Male,26,4,155739.77,1,1,0,171811.84,0
3664552,667,Netherlands,Male,39,9,131607.28,4,0,1,6996.5298,1
3613124,628,Belgium,Female,33,1,138162.81,1,1,0,85784.391,0
3570633,558,Netherlands,Female,57,4,112044.72,1,1,1,41659.32,1
3674052,586,Luxembourg,Female,45,4,0,2,1,1,194060.45,0
3624527,595,Belgium,Male,27,0,197041.8,1,0,0,152141.92,0
3669961,699,Belgium,Female,27,4,0,2,0,0,89424.883,0
3677115,593,Belgium,Female,29,4,153040.03,1,1,1,132020.91,1
3783339,780,Belgium,Male,31,5,0,2,0,1,194957.23,0
3766927,459,Belgium,Female,60,6,121730.49,1,1,1,143258.19,0
3747867,504,Belgium,Female,25,3,134467.27,1,1,1,113845.46,0
3665377,653,Belgium,Female,28,0,142705.95,1,1,0,127707.13,0
3601922,767,Belgium,Male,30,7,0,2,1,1,185036.23,0
3627018,780,Netherlands,Female,43,9,98807.453,1,0,0,185247.3,1
3631983,674,Belgium,Female,42,1,82228.672,2,1,0,71626.523,0
3789355,848,Netherlands,Female,27,7,129810.6,1,1,1,59619.422,0
3688950,688,Luxembourg,Male,38,3,126152.84,1,0,0,15593.51,0
3659365,515,Belgium,Female,39,9,117103.26,2,1,1,86029.992,1
3611557,870,Luxembourg,Female,57,8,126776.3,2,1,1,133081.98,0
3687517,546,Luxembourg,Female,37,5,0,2,0,1,7455.9399,0
3748793,721,Luxembourg,Male,30,9,0,2,0,1,11175.57,0
3798648,588,Belgium,Male,32,7,0,2,1,0,5283.4302,0
3777257,676,Luxembourg,Female,32,4,175406.13,2,1,1,173499.23,1
3793611,784,Belgium,Male,36,7,103688.19,1,0,1,119606.31,0
3796947,578,Luxembourg,Female,36,4,143680.47,2,1,1,63779.949,0
3612846,686,Netherlands,Female,40,5,139973.66,1,1,1,711.27002,1
3778261,735,Belgium,Female,37,6,95845.602,1,1,0,122841.33,0
3602968,729,Belgium,Male,32,9,121455.65,1,1,0,190455.5,1
3574541,597,Luxembourg,Male,29,2,0,1,1,1,169284.19,0
3624793,732,Luxembourg,Female,31,6,152926.59,1,1,1,50903.039,0
3711699,550,Belgium,Male,45,2,109162.82,1,1,1,126620.96,0
3688062,688,Belgium,Female,43,0,0,2,1,1,41897.84,0
3694328,709,Belgium,Male,28,4,167268.98,1,1,1,169713.05,0
3808885,610,Belgium,Male,64,1,0,2,1,0,195972.48,1
3713177,734,Belgium,Male,26,4,0,2,1,1,197657.63,0
3793899,616,Belgium,Female,48,2,0,2,0,1,138327.41,0
3693794,570,Belgium,Female,33,1,113452.66,1,0,0,143018.91,0
3785965,669,Luxembourg,Male,20,5,0,2,1,1,58796.059,0
3743276,732,Netherlands,Male,39,8,52106.328,2,1,1,107973.28,0
3612413,679,Belgium,Female,37,6,0,2,1,0,86281.906,0
3656411,664,Belgium,Female,34,3,131283.11,1,0,0,130621.07,0
3671854,735,Netherlands,Male,43,2,140080.31,3,1,1,158328.81,1
3626482,590,Belgium,Female,38,5,167539.97,1,0,1,159808.67,0
3609602,706,Belgium,Male,29,1,0,2,1,0,155360.61,0
3575284,557,Belgium,Female,27,1,0,2,1,1,38192.34,0
3613642,635,Belgium,Female,28,7,146445.23,2,1,0,184929.45,0
3635770,519,Luxembourg,Male,36,8,0,2,1,0,186420.47,0
3670551,626,Luxembourg,Male,35,2,127283.78,1,1,1,31335.08,0
3682398,647,Netherlands,Male,39,9,159492.8,1,1,0,80731.93,1
3641272,661,Belgium,Male,46,9,139859.55,1,1,0,39345.531,0
3589999,538,Luxembourg,Female,50,5,0,4,1,1,84618.422,1
3751391,598,Netherlands,Male,35,6,85668.594,1,1,0,105607.97,0
3721859,691,Netherlands,Female,41,8,142015.77,2,1,0,115043.4,0
3682120,743,Belgium,Male,37,9,148466.94,2,0,1,151438.98,0
3727159,572,Belgium,Female,51,1,0,2,1,1,56951.199,0
3576905,707,Luxembourg,Female,22,6,0,3,0,1,168887.7,1
3645740,762,Luxembourg,Male,40,2,0,2,1,1,164876.89,0
3619497,629,Belgium,Male,31,7,0,1,1,0,198271.83,0
3682071,733,Belgium,Female,38,5,127616.56,1,1,0,124074.11,0
3603234,627,Luxembourg,Female,49,2,126615.94,2,0,1,123627.28,0
3752492,653,Belgium,Female,32,4,83772.953,1,0,1,24306.9,0
3752636,747,Luxembourg,Male,38,6,0,2,1,1,94451.953,0
3750097,752,Luxembourg,Male,24,10,68781.82,1,0,1,48204.422,0
3632697,736,Luxembourg,Male,20,9,104508.77,2,0,0,73286.117,0
3694603,713,Luxembourg,Male,35,1,115024.5,1,0,1,170081.16,0
3707357,717,Belgium,Female,30,9,0,2,1,1,195420.84,0
3622905,728,Luxembourg,Male,45,3,74274.867,3,1,0,65321.02,1
3627175,621,Belgium,Male,41,6,0,2,1,1,99713.68,0
3611527,769,Netherlands,Male,39,1,141559.5,1,1,1,31857.98,1
3616078,577,Belgium,Male,46,1,65733.406,1,1,0,61212.371,0
3598929,723,Netherlands,Male,26,4,214346.95,2,1,0,129404.56,0
3698590,678,Belgium,Female,48,6,119769.77,1,0,1,66072.797,0
3607964,769,Belgium,Male,36,9,127637.92,1,1,1,81724.891,0
3798108,506,Belgium,Male,35,2,165692.91,1,1,1,198647.25,0
3669208,744,Belgium,Male,30,8,110829.52,2,0,0,25176.74,0
3695644,732,Belgium,Female,34,6,0,2,1,1,131448.77,0
3670620,771,Belgium,Female,22,7,114415.84,1,1,1,177734.55,0
3765330,652,Netherlands,Male,76,6,96166.883,1,1,1,192051.67,0
3656215,650,Belgium,Female,39,1,132077.48,2,1,0,192967.06,0
3753672,744,Belgium,Male,37,10,143835.47,1,0,1,33982.738,0
3681722,791,Netherlands,Male,38,2,129728.6,1,1,0,89823.313,0
3639832,556,Belgium,Male,42,2,139561.45,1,1,0,43532.121,1
3609711,807,Belgium,Female,46,9,0,1,1,0,113901.21,0
3605716,708,Netherlands,Male,43,5,78992.75,2,0,0,153615.45,0
3781032,640,Belgium,Female,35,2,147900.44,1,1,0,140535.36,0
3756039,801,Belgium,Female,44,2,152509.25,1,1,1,137092.86,0
3728254,604,Belgium,Male,33,3,0,1,1,0,42600.73,1
3789613,579,Belgium,Female,28,5,0,2,1,0,126462.51,0
3624573,758,Belgium,Male,67,2,94203.797,1,0,1,102435.42,0
3593882,591,Belgium,Male,22,9,0,2,1,0,74422.102,0
3655919,778,Netherlands,Male,31,6,157791.06,2,0,0,178274.56,0
3578585,711,Belgium,Female,52,4,0,1,1,0,90998.188,1
3647696,677,Luxembourg,Female,50,5,130554.51,3,1,0,185157.77,1
3707120,788,Belgium,Female,48,2,115290.27,1,0,0,99199.469,1
3680315,772,Netherlands,Female,34,7,137239.17,1,1,1,71547.617,1
3811386,695,Luxembourg,Female,53,7,187602.19,1,1,0,187169.38,1
3718329,571,Belgium,Female,35,8,0,2,1,1,176966.61,0
3803929,865,Luxembourg,Female,53,7,65407.16,2,0,0,183389.5,1
3626800,766,Belgium,Male,38,1,115934.74,1,1,1,139626.53,0
3668183,657,Belgium,Male,40,1,154863.16,1,1,1,138362.36,0
3752713,527,Belgium,Female,34,2,0,2,1,1,181775.92,0
3569800,635,Netherlands,Female,55,8,118772.71,4,0,0,136460.89,1
3688974,712,Belgium,Male,46,3,0,2,0,1,176342.06,0
3779188,886,Luxembourg,Female,31,4,91292.703,1,1,1,162464.42,0
3629965,697,Luxembourg,Female,39,4,139723.91,1,1,1,121012.16,0
3764207,638,Belgium,Male,37,9,108286.5,1,1,1,114188.97,0
3750601,727,Belgium,Female,30,6,127992.25,1,1,1,51058.02,0
3614721,652,Luxembourg,Male,41,7,107511.52,1,0,1,46470.051,0
3790065,704,Belgium,Female,40,7,141267.67,1,0,1,177420.2,0
3693435,612,Belgium,Female,30,7,0,2,1,1,187410.09,0
3815034,639,Luxembourg,Male,34,5,0,2,0,0,28916.33,0
3795693,728,Netherlands,Male,36,1,117864.85,2,1,0,27897.811,0
3666130,765,Luxembourg,Female,48,2,0,2,1,1,3863.1201,0
3705256,585,Luxembourg,Male,39,2,116120.19,2,1,1,195785.23,0
3803807,875,Netherlands,Male,36,8,167983.17,2,1,1,107408.68,0
3620862,718,Netherlands,Male,23,5,186101.19,2,1,1,77014.406,0
3588716,716,Belgium,Female,42,6,0,2,1,0,197983.97,0
3793920,740,Belgium,Female,59,3,0,2,1,1,63327.988,0
3781384,844,Netherlands,Male,38,2,126732.85,1,1,1,80209.211,0
3584136,722,Belgium,Female,40,0,0,2,1,0,63104.48,0
3684114,541,Belgium,Male,43,9,0,2,0,0,191102.38,1
3716145,671,Netherlands,Male,37,7,143625.83,2,0,1,177239.44,0
3755948,481,Belgium,Female,39,2,0,2,0,0,9196.2803,0
3633335,619,Netherlands,Female,42,9,87271.406,2,1,0,172683.94,0
3657338,628,Belgium,Male,50,5,151215.34,2,1,0,169916.83,0
3644563,694,Netherlands,Male,26,4,120727.97,1,0,1,149701.02,0
3680219,629,Belgium,Female,42,10,0,2,0,0,171480.44,0
3779320,753,Belgium,Female,24,0,0,2,1,0,109676.85,1
3570768,722,Belgium,Female,42,9,0,2,1,1,51378.43,0
3582847,650,Netherlands,Female,34,7,160426.06,1,0,1,189192.38,0
3696337,675,Belgium,Female,21,7,105627.95,1,1,1,37079.691,0
3724421,773,Netherlands,Female,24,7,113034.22,1,1,0,162531.34,1
3738017,640,Belgium,Female,36,7,0,2,1,1,52847.531,0
3674518,705,Netherlands,Female,37,7,123067.63,1,1,1,98440.688,1
3635859,671,Netherlands,Male,78,4,68345.859,2,1,1,142664.84,0
3597895,602,Belgium,Male,44,9,0,2,1,0,26893.07,0
3576572,772,Belgium,Female,38,7,0,2,0,0,46464.988,0
3709152,525,Belgium,Female,41,2,0,2,1,1,113268.31,0
3566786,707,Netherlands,Female,46,7,141535.52,1,1,0,51089.59,1
3671388,790,Luxembourg,Male,25,4,0,2,1,1,74617.656,0
3788474,611,Luxembourg,Male,38,8,71460.672,2,1,1,10409.14,0
3761846,883,Netherlands,Female,33,7,154969.8,2,1,1,99914.906,0
3707772,878,Luxembourg,Female,38,2,48387,1,1,0,184897.98,0
3672297,709,Belgium,Male,34,3,134692.41,2,1,1,83868.117,0
3678082,700,Belgium,Male,35,7,74623.5,3,1,0,129804.9,1
3795044,659,Netherlands,Female,51,9,155903.81,2,1,1,71305.883,0
3781096,812,Netherlands,Male,39,3,124216.93,1,0,1,171907.19,0
3761295,740,Luxembourg,Female,48,1,163760.81,1,0,0,158136.31,1
3780602,513,Belgium,Male,55,5,97318.25,1,0,1,78780.578,0
3643027,693,Belgium,Female,31,6,0,2,1,1,16260.33,0
3789282,815,Netherlands,Female,36,6,169831.45,2,1,1,27759.699,0
3612883,673,Luxembourg,Female,33,3,0,1,1,1,188328.42,0
3795088,802,Belgium,Female,42,2,133616.39,1,1,0,29259.17,0
3575403,786,Belgium,Male,38,6,0,2,1,1,159335.77,0
3651756,771,Belgium,Male,27,8,0,2,1,1,158267.41,0
3574684,733,Belgium,Male,32,6,94486.469,1,1,1,147013.7,0
3750133,906,Netherlands,Male,43,0,108508.82,3,1,0,184616.81,1
3773521,655,Luxembourg,Female,22,9,67178.188,1,1,1,163834.03,1
3627942,685,Belgium,Female,72,4,74812.844,1,0,1,27505.301,0
3754750,672,Netherlands,Female,48,7,76595.078,2,0,0,127131.59,0
3595526,554,Netherlands,Male,41,0,119276.31,1,0,0,122860.7,1
3783074,753,Belgium,Female,25,9,0,2,1,1,168903.59,0
3766694,763,Belgium,Male,37,3,0,2,1,0,17026.76,0
3627495,704,Belgium,Male,34,2,0,2,0,1,21695.35,0
3652681,517,Netherlands,Male,39,10,124576.65,2,1,0,148966.61,0
3778745,671,Belgium,Male,36,3,0,2,1,1,8796.1699,0
3812548,623,Belgium,Male,24,6,147360,1,1,1,25560.109,0
3669970,635,Belgium,Female,30,4,107879.04,1,0,1,197523.63,0
3696925,589,Belgium,Female,31,2,147674.27,1,1,1,16974.57,0
3671913,703,Belgium,Male,60,6,0,2,1,1,77783.617,0
3660960,567,Luxembourg,Male,49,2,0,1,1,0,115208.18,1
3742632,670,Belgium,Male,45,1,0,1,1,1,11551.88,0
3813831,767,Luxembourg,Male,38,1,0,2,1,0,20819.5,0
3782881,611,Belgium,Male,27,9,0,2,1,0,161580.58,0
3767804,779,Belgium,Male,34,3,152303.8,1,1,0,12865.62,0
3653393,811,Belgium,Male,51,6,0,2,0,1,194762.06,0
3748965,779,Belgium,Male,35,3,0,2,1,1,185018.2,0
3699123,580,Netherlands,Female,62,10,114822.64,1,0,1,8905.8604,0
3684156,756,Belgium,Male,41,3,0,2,1,1,194050.31,0
3659729,663,Netherlands,Female,55,1,123378.2,1,1,0,81610.703,1
3700274,629,Netherlands,Male,41,9,103522.75,2,1,1,35064.738,0
3722490,535,Belgium,Male,38,3,116439.65,1,1,0,76147.289,0
3803000,412,Belgium,Male,51,10,0,1,1,1,126213.75,1
3578623,810,Belgium,Female,29,0,139994.66,1,1,0,17850.6,0
3704449,549,Belgium,Male,26,1,0,2,0,0,121626.48,0
3618563,586,Netherlands,Female,42,0,99948.453,1,0,1,97806.797,0
3575012,719,Belgium,Male,37,7,0,1,1,0,160068.63,0
3746001,615,Netherlands,Male,62,4,119817.33,1,0,1,44174.328,1
3706942,628,Netherlands,Male,25,6,82506.719,2,1,0,167937.58,0
3790112,658,Belgium,Male,41,0,0,2,0,1,130779.87,0
3738344,594,Luxembourg,Female,41,4,0,2,0,1,147976.61,0
3676513,669,Belgium,Male,68,9,0,2,1,1,199664.38,0
3808021,685,Luxembourg,Male,41,1,126773.43,1,1,1,55766.309,0
3679192,679,Belgium,Female,41,4,38617.199,1,1,1,105006.72,0
3786415,495,Netherlands,Male,34,3,133658.23,1,1,0,70554.75,0
3669743,539,Belgium,Male,35,4,141359.38,2,1,0,40212.82,0
3812990,569,Belgium,Male,25,6,0,2,0,1,110656.78,0
3705474,757,Belgium,Female,35,9,107944.33,2,0,0,48519.328,0
3661865,802,Belgium,Male,40,8,68155.594,1,1,0,95036.43,0
3765655,637,Luxembourg,Male,41,2,142412.13,1,1,0,29565.48,0
3686034,546,Netherlands,Female,47,1,118087.68,1,1,0,88902.031,1
3760939,636,Luxembourg,Female,71,10,0,2,1,1,130321.21,0
3691445,434,Belgium,Female,35,2,0,2,1,1,94398.75,0
3757750,660,Belgium,Male,44,2,0,3,1,0,103023.98,1
3740666,732,Netherlands,Female,45,9,134562.8,1,1,1,159626.31,0
3773120,574,Netherlands,Female,44,4,121898.82,1,0,0,131143.97,0
3607672,741,Belgium,Male,38,0,144450.58,1,0,1,138072.55,0
3585665,650,Luxembourg,Male,36,2,0,2,0,1,126168.32,0
3625679,667,Netherlands,Male,37,3,111432.77,2,1,1,167162.16,0
3683360,708,Belgium,Male,35,6,84026.859,1,0,1,164970.45,0
3680228,679,Netherlands,Female,49,4,96252.977,2,1,0,105062.41,0
3649009,735,Luxembourg,Male,40,8,83015.711,1,1,0,101406.05,0
3732033,724,Belgium,Male,64,0,98848.188,1,0,1,43071.828,0
3783196,601,Luxembourg,Female,49,7,115309.75,1,1,0,111426.41,0
3799098,584,Netherlands,Male,31,0,113688.63,1,1,0,33342.121,1
3709962,592,Belgium,Female,73,7,0,2,0,0,130950.97,1
3679461,509,Belgium,Female,36,0,0,2,1,0,137112.02,0
3813242,644,Luxembourg,Female,34,6,0,2,1,0,171671.47,0
3680385,904,Belgium,Male,23,4,131254.81,1,1,0,20201.33,0
3769828,739,Luxembourg,Female,28,3,0,2,1,1,193086.06,0
3803204,766,Belgium,Female,26,1,77780.289,1,0,1,183666.66,0
3718078,711,Netherlands,Male,39,5,139822.11,2,1,1,146333.84,0
3590948,630,Luxembourg,Male,34,10,0,2,0,1,183606.09,0
3614827,756,Luxembourg,Male,39,6,0,1,1,1,95323.477,0
3585393,774,Belgium,Female,28,1,71264.023,2,0,1,69277.93,0
3592098,613,Luxembourg,Male,35,10,59408.629,1,1,0,77485.727,0
3704379,671,Netherlands,Male,34,2,87967.422,2,0,1,156390.16,0
3782823,784,Netherlands,Male,37,3,94661.531,2,1,0,121595.63,0
3682993,791,Belgium,Male,32,9,146605.27,1,1,1,77418.281,0
3790828,621,Belgium,Female,33,0,64900.32,2,1,0,102977.16,0
3628356,514,Belgium,Female,44,5,89188.828,1,1,1,76135.641,0
3624618,739,Luxembourg,Male,56,7,50911.211,3,0,0,98049.148,1
3601828,758,Belgium,Male,28,4,128206.79,1,1,1,54278.672,0
3643494,638,Belgium,Male,49,3,0,2,1,1,143706.02,0
3719092,857,Belgium,Female,29,2,0,2,0,0,168471.63,0
3720612,691,Netherlands,Female,36,2,84266.438,2,0,0,39273.289,0
3676374,663,Belgium,Female,43,8,143061.88,1,1,0,62626.949,0
3667940,712,Belgium,Male,37,3,77608.461,2,1,1,175983.53,0
3568751,493,Belgium,Male,27,1,128554.98,1,1,1,133554.98,0
3591496,862,Netherlands,Female,49,9,132934.89,1,1,0,171210.77,1
3582595,765,Luxembourg,Male,35,4,137948.52,1,1,0,114406.24,0
3608714,589,Belgium,Male,40,7,147754.69,1,1,1,110470.05,0
3787623,610,Netherlands,Male,37,6,152496.81,1,1,1,100359.92,0
3626798,637,Belgium,Male,40,0,0,2,1,0,62534.93,0
3773902,552,Luxembourg,Male,39,2,0,2,1,1,48238.73,0
3637397,525,Netherlands,Female,44,4,123070.89,1,1,0,29096.58,1
3567576,697,Netherlands,Female,54,1,144027.8,1,1,1,108864.28,1
3620305,553,Netherlands,Female,30,5,156771.69,1,1,1,141154.64,0
3794211,469,Belgium,Male,32,0,0,2,0,1,1489.16,0
3746208,487,Luxembourg,Male,38,7,0,2,1,0,150780.09,0
3638222,730,Netherlands,Female,35,5,150725.53,2,0,1,114323.63,0
3601185,747,Belgium,Male,35,10,0,2,1,0,72360.773,0
3750264,792,Netherlands,Male,42,1,85839.617,1,1,0,198266.94,0
3738778,561,Belgium,Male,43,2,0,2,1,0,105987.33,0
3767719,689,Belgium,Male,41,7,0,2,1,0,60654.469,0
3715798,680,Luxembourg,Male,48,2,0,2,1,1,8520.3398,0
3655133,634,Belgium,Male,36,1,0,2,1,0,49509.359,0
3603472,829,Belgium,Male,36,1,0,2,1,1,150121.34,0
3782202,558,Belgium,Female,34,2,96019.5,1,0,0,9319.9102,0
3736454,772,Belgium,Female,49,4,0,2,0,1,90386.328,0
3626041,623,Belgium,Male,30,3,133844.22,1,1,1,31499.699,0
3792251,603,Luxembourg,Female,42,1,138912.17,1,1,1,139874.19,0
3806918,915,Netherlands,Female,52,3,112383.03,1,1,0,85783.117,1
3578313,723,Belgium,Female,38,3,0,2,1,0,158717.7,0
3807037,689,Belgium,Female,34,7,93920.469,1,0,0,179999.95,0
3809645,748,Belgium,Male,46,0,0,2,0,0,29419.199,0
3629851,677,Belgium,Male,45,5,127864.4,1,1,0,87498.742,0
3666883,697,Belgium,Male,33,4,0,2,1,1,132451.95,0
3733159,652,Netherlands,Female,45,6,86714.063,1,1,0,86240.961,1
3600828,841,Netherlands,Female,34,5,96693.656,1,1,1,172911.27,0
3628702,796,Luxembourg,Male,35,8,102918.38,1,1,1,46707.801,0
3802264,576,Belgium,Female,53,7,0,2,1,1,81335.703,0
3693120,641,Netherlands,Female,37,9,146748.06,1,0,1,11939.44,0
3685452,554,Luxembourg,Male,66,9,0,2,1,1,14354.52,0
3679420,657,Belgium,Male,35,8,0,1,1,1,22644.09,0
3774334,655,Belgium,Female,32,6,0,2,0,0,196213.06,0
3717498,745,Luxembourg,Male,34,9,114609.55,2,0,1,25753.189,0
3585546,589,Netherlands,Female,28,9,135337.48,2,1,1,40416.289,0
3677108,786,Netherlands,Male,62,5,98854.344,1,0,0,86924.656,1
3801134,690,Netherlands,Female,37,8,114737.26,1,1,1,107316.37,1
3767137,823,Belgium,Female,53,10,0,2,1,0,190019.11,0
3799155,805,Belgium,Male,35,5,136364.45,1,0,0,142916.81,0
3761162,750,Belgium,Male,30,9,0,2,1,0,158060.8,0
3688008,717,Belgium,Female,39,8,101928.51,1,0,0,89459.117,0
3576521,797,Belgium,Female,37,7,0,2,1,1,194304.06,0
3745810,747,Luxembourg,Female,28,0,0,2,1,1,31314.98,1
3804902,745,Belgium,Female,73,6,0,2,0,1,108620.38,0
3773577,624,Luxembourg,Female,46,2,76597.789,1,1,1,55018.07,0
3568780,779,Belgium,Female,24,6,0,2,1,1,55001.422,0
3798840,635,Belgium,Male,38,7,0,1,1,1,63428.422,0
3591620,609,Luxembourg,Male,26,9,76226.898,1,1,0,167578.38,0
3624890,512,Netherlands,Female,57,3,101465.31,1,1,0,44103.109,1
3678708,720,Belgium,Female,30,8,141441.75,1,1,1,16641.779,0
3681503,829,Belgium,Male,28,8,0,2,1,0,77880.141,0
3619921,622,Belgium,Male,39,6,111169.91,1,0,0,10369.3,0
3663948,575,Netherlands,Female,29,9,170214.23,2,1,0,49444.57,0
3673170,695,Belgium,Female,58,1,0,1,1,1,59624.578,1
3662298,789,Luxembourg,Male,32,9,0,2,1,0,11232.04,0
3750606,806,Luxembourg,Male,46,2,131365.38,2,1,1,180558.95,0
3680464,589,Luxembourg,Female,39,2,151963.27,2,1,0,159316.5,0
3601181,824,Luxembourg,Male,44,5,120654.68,1,1,0,82468.422,0
3705792,745,Luxembourg,Male,27,10,0,1,1,0,94718.344,0
3601655,778,Netherlands,Female,46,4,115518.07,1,0,0,77134.82,1
3613497,443,Belgium,Female,60,7,73937.023,1,1,0,161987.73,1
3658257,825,Luxembourg,Male,33,10,0,2,1,0,162073.13,0
3656505,759,Luxembourg,Male,21,2,123200.78,1,1,1,181043.39,0
3591287,855,Belgium,Male,26,5,142662.69,1,0,0,60937.27,0
3621980,669,Netherlands,Female,28,3,153538.13,2,1,0,111409.38,0
3664957,737,Belgium,Male,61,0,128213.96,2,1,1,189260.56,1
3801497,492,Luxembourg,Male,43,5,0,2,1,1,36063.879,0
3673376,670,Netherlands,Female,40,7,128486.91,2,1,0,10789,0
3680504,570,Netherlands,Male,48,4,131834.8,1,1,0,166854.47,1
3799424,687,Netherlands,Male,50,4,126345.55,1,0,1,17345.24,1
3571079,725,Belgium,Male,28,10,79562.977,1,1,1,75305.438,0
3669091,572,Belgium,Male,37,5,113308.84,1,0,1,31715.07,0
3633944,887,Netherlands,Male,18,2,142872.36,1,1,1,118301.28,0
3594960,747,Luxembourg,Female,35,8,122570.69,1,0,0,199594.19,0
3676505,599,Luxembourg,Female,39,4,0,2,1,0,91964.359,0
3786650,602,Netherlands,Female,38,2,158651.3,2,1,1,180153.5,0
3715330,700,Netherlands,Male,38,4,117633.28,1,0,1,88805.867,0
3591142,778,Luxembourg,Male,42,6,0,2,1,1,129039.13,0
3678183,513,Belgium,Male,25,2,78247.313,2,1,1,11135.84,0
3670687,546,Belgium,Male,34,1,125566.9,1,1,1,176924.38,0
3765098,635,Netherlands,Male,40,5,62389.031,3,1,0,149174.17,1
3798984,638,Belgium,Male,38,4,0,2,0,0,192511.67,0
3801916,721,Luxembourg,Male,41,7,123428.69,1,1,1,165650.2,0
3571464,651,Netherlands,Male,30,8,134497.27,1,0,0,43992.699,0
3725616,593,Netherlands,Male,40,4,107041.3,1,1,1,6007.3701,0
3721870,634,Belgium,Male,53,5,138053.67,1,0,1,114907.65,0
3576014,716,Netherlands,Female,37,4,108862.76,1,1,0,80287.82,1
3620139,555,Netherlands,Male,44,9,160838.13,2,1,0,196683.81,0
3794693,600,Luxembourg,Male,34,1,0,2,0,1,81434.156,0
3678873,720,Belgium,Male,37,8,107798.85,1,1,0,17577.42,0
3571972,873,Belgium,Male,29,3,148874.02,2,0,1,71654.008,0
3621691,740,Belgium,Male,18,4,133550.67,1,1,1,47729.301,0
3668628,727,Luxembourg,Male,24,8,108881.73,1,1,0,105008.26,0
3644843,710,Belgium,Female,38,9,0,2,1,1,133254.56,0
3803850,770,Luxembourg,Male,23,6,0,2,1,1,134568.45,0
3572884,591,Belgium,Male,42,7,99824.453,1,1,1,36839.512,0
3700222,468,Belgium,Female,35,5,0,1,1,1,54659.398,0
3729044,865,Luxembourg,Male,31,5,0,2,1,1,76491.133,0
3578536,688,Belgium,Male,32,7,71872.188,1,1,1,152511.45,0
3726758,742,Belgium,Female,36,3,0,2,1,1,90150.578,0
3575489,751,Belgium,Female,58,5,0,2,0,1,50450.949,0
3579324,621,Belgium,Male,42,1,50194.59,1,1,1,23417.18,0
3772277,748,Belgium,Male,37,4,0,2,0,0,163993.84,0
3702817,598,Belgium,Female,38,10,0,2,0,1,114282.98,0
3678523,713,Belgium,Female,29,8,0,2,0,1,130738.68,0
3588033,673,Belgium,Female,24,8,145081.73,1,1,1,130515.39,0
3671120,766,Netherlands,Male,30,7,115315.04,1,1,0,15665.66,0
3647934,735,Netherlands,Female,28,9,152812.58,1,1,0,166782.59,0
3637259,792,Belgium,Male,35,7,0,2,1,0,78156.453,0
3780312,749,Belgium,Male,33,8,136678.52,1,1,0,54316.48,0
3809621,563,Netherlands,Male,19,2,125860.2,1,0,0,130186.3,0
3639166,798,Belgium,Male,25,0,110942.9,1,0,0,173371.42,0
3746493,463,Belgium,Female,39,6,48023.828,1,1,0,75445.992,0
3580427,611,Belgium,Male,31,6,134837.58,1,1,0,192465.7,0
3613721,644,Luxembourg,Female,43,4,170172.91,1,0,1,101015.73,0
3585933,560,Luxembourg,Female,28,4,0,1,1,1,136967.84,0
3658273,891,Belgium,Male,36,8,142882.48,1,1,0,90421.273,1
3580887,759,Luxembourg,Male,35,7,0,2,1,1,43383.781,0
3723282,690,Netherlands,Female,42,1,103873.39,1,1,0,148981.48,0
3667807,773,Luxembourg,Male,37,1,0,2,0,1,181300.13,0
3652863,550,Luxembourg,Female,22,7,0,2,1,0,104477.41,0
3581418,629,Belgium,Male,28,2,0,3,1,1,79162.656,0
3581035,627,Luxembourg,Male,33,1,160777.91,1,1,1,149636.78,0
