movie,reviewContent,reviewDate,reviewStars,reviewHelpfulVote,reviewTotalVote
"Turning Red","I noticed a disturbing number of 1 star reviews complaining that they felt the movie was too woke or liberal. This review is intended to counterbalance that absurd line of logic and overall ignorance.

The movie was middle of the road by Disney standards, but pretty good overall. Not for really young kids, hence the PG rating.","13 March 2022",10,9,24
"Turning Red","This movie has fallen to the level of ""Only good for keeping your kids busy for a couple of hours while you take a nap.""

It has no substance. No deeper meanings. It doesn't make you think. Is it at least entertaining? Worth a few chuckles, but they really push the obnoxiousness and hyperactivity aimed directly at entertaining young children over creating a story or characters with any depth.

This one was incredibly disappointing and seemed more like a run of the mill DIsney movie than a Pixar film. Let me feeling really let down.","19 March 2022",1,7,15
"Turning Red","Wow this compared to UP , wall E is night and day .

I love Pixar but this is so poor , the story is poor I don't get what they was thinking .

I read a whole pack the people at Pixar are fed with there films going to Disney plus instead of the cinema and you can tell there fed up as it reflexes in this film .

If this want Pixar it would have been ripped to shreds on the reviews.","25 March 2022",3,6,14
"Turning Red","Movie is absurd, forced and a little too cliche or inspired. Completely predictable which wouldn't have been a problem if it was atleast wholesome.

I wish they made movies like they used to, even if it took them only 1 movie every 2 years.","16 March 2022",4,9,22
"Turning Red","This movie is not pleasent. I could live well enough alone for the premise, but, for how people went about promoting it, it cost the movie its value. I can't go into anything if it means rubbing elbows with unpleasant types that make up the majority, especially when I offer opinions to the contrary.

My biggest issue with the film is the arbitrary use of the year 2002. If you take that away, the core element of the film would not be lost, it would still be about a girl going through the throws of growing up and becoming a furry.

Also this has to be the ugliest Pixar movie I have ever seen, nothing like mugging the camera every few minutes.","2 May 2022",1,5,13
"Turning Red","I really enjoyed this movie! It had me laughing all throughout, and the songs are catchy as all get out too. It really reminded me of animation films from the 2000s and I think that's another reason why I immediately attached to it. Great watch!","13 March 2022",10,8,17
"Turning Red","A lot of the Disney/Pixar fare is usually pretty epic but I found this mediocre at best. The story, although loaded in cultural ideals and a little refreshing, felt very cookie cutter in execution. This was aimed a lot more towards children (12 and under) rather than having an equally entertaining level of value for the parents that have to sit through it. There is quite bit of cheese and it wasn't very funny at all. Thankfully it didn't turn into a musical but some of the aspects of childhood were spot on and for that it might be worth it for kids to watch.

5.5/10.","27 March 2022",5,2,4
"Turning Red","Don't be a nuckle dragging Neanderthal. 51% of the population has or will experience a period. So you, you whinny, white, shriveled, male idiots on here bombing the rating because you're either too immature or too stupid to even mention periods that, again, over half the population experiences. Which means if you have a kid, odds are that kid will experience a period you'll have to deal with. Grow the f up. Signed, a white male.","12 March 2022",10,12,27
"Turning Red","Pixar's newest film isn't bad at all but it doesn't really hold up to the studios other films. It's a good movie don't get me wrong but it wasn't super memorable. It was very sweet though. The characters are fun and it's a nice story about coming into your own and making your own decisions. The art style is different from Pixar but I did like it. I liked that it was different and that its character designs were unique compared to other Pixar films. The writing isn't anything too special. It services the story nicely but it doesn't really stand out in anything other than animation and character designs. The story was nice and sweet but I wasn't fully engaged with it. The film was also kind of annoying to sit through for the first 30 minutes but it got better as it went along. The voice acting is pretty good. I can't pinpoint one performance that I loved or hated. Everyone did a good job. The humor definitely was hit or miss. When it landed, it really landed. The film can be REALLY funny sometimes but other times the jokes just didn't work. The animation is beautiful as always. The environments looked gorgeous. Even though I wasn't fully engaged with this, it was still a fun time. I would recommend checking this out if you like Pixar or want something a little different from them.","22 March 2022",7,4,12
"Turning Red","I have not laughed this much at a movie for so long. And amongst all the laughters, Pixar's still managed to put its signature magical touch of depth into this heartfelt masterpiece.","21 March 2022",10,3,6
"Turning Red","I never laughed like this in years! The fun and adorable moments, the drama and about girls when becoming teenagers challenge. The scenario and everything was perfect and spot on. FORGET THE BORING BATMAN THAT GIVES YOU DEPRESSION AND ARTHRITIS for sitting 3 hours lol.","10 March 2022",10,34,119
"Turning Red","The Good: I'm going to get this out of the way; I'm a Torontonian. As such, you can expect a healthy dose of appreciation for this film's existence as a glorious ode to the city circa 2002. We got Vince Carter, the Skydome, the old TTC logo...what bliss.

One of the best things about this movie is its attention to detail and visual style. There are so many beautiful details in the background and the animation is honestly quite stunning. It's bright, vibrant, colourful, yet kinetic and hard to look away from. Nothing groundbreaking, just very solid and at times, it looks more Ghibli than the recent CG Ghibli movie was.

The film feels like an East meets West not just thematically, but visually. The exaggerated facial expressions, emotions, and movements, hyper quick editing and swooping camera are reminiscent of comedic anime. Yet, the movie is firmly rooted in the moral lessons and tone that you'd expect from Western animation.

This might be Pixar's funniest movie in quite a while. The movie is actually pretty open about puberty and feels like it was written by people who remember what it was like to be 13 years old. For instance, the school's reaction to Meilin's Panda seems...more realistic than what most films would imagine. And it's a nice change that puts a spin on the typical ""I need to hide my secret"" plot and frankly, more fun.

The Bad: The movie is formulaic to a fault. I mean aside from that one (admittedly major) plot element I referenced above, everything that happens here is very predictable. There aren't a lot of chances taken with the narrative and I fear this is one of those movies that people will end up forgetting about a few days or weeks after seeing it.

I also found the beginning portion of the film to be a bit grating; the tone and style are pretty in your face and the movie starts off extremely quickly and almost obnoxiously. I didn't get good vibes from the ""I'm Meilin Lee"" opening narrative, but the movie picks up. I also felt the finale was a bit overdone, remisicent of the big Marvel finales. Not *every* movie needs this sort of final Act. It wasn't bad or anything, just a bit disappointing.

The Ugly: Turning Red is a pretty solid movie that I'd recommend to just about anyone. It does a good job explore the nuances of the cultural clash that many of us can relate to, manages to blend animation styles extremely well, and is just a lot of fun. This movie's energy and humour is infectious. Check it out!","15 March 2022",7,5,17
"Turning Red","Make your unhappy life even more unpleasant in this movie. Chinese family relationships are very complicated, and the key to resolving conflicts must be love and understanding. I regret that I did not see these in this film.","12 March 2022",2,9,18
"Turning Red","The writer honestly think that a girl in her 13rd year should live without her parents guidance and should be considered an adult?!, Where's the world coming to?","1 April 2022",1,15,35
"Turning Red","I wouldn't choose to watch this again. I didn't feel drawn into the story at any point, it felt awkward and I wasn't really sold on the plot. It's really just aimed at preteens. It's obviously about girls 'coming of age' but I think it could have been done a lot better.

The only one in my family that enjoyed it was my 8 year old but I think the story mostly went over her head and she just liked that the main character turned into a panda. My 4 year old got bored very quickly.

Not a family film we will bother watching again.","12 March 2022",3,9,21
"Turning Red","As an avid supporter of animation works, I have always been an advocate of Pixar's specific means of storytelling, where the narrative and the characters take precedence over the rest. For this past decade, I have seen Pixar thrive with its consecutive endeavours. I've been an onlooker on their voyage towards adapting to the necessary changes, the all-important diversity; and this film yet again proved to be the next step in the right direction.

Domie Shee's debut directorial (A brilliant one in that BTW) ""Turning Red"" is unique, it's quite different from what Pixar had done in recent times. It's offbeat, a bit odd at times, but the thing is; The film is incredibly self-aware of its distinctiveness. Hence, the story gleefully embraces all the weirdness and the oddities.

The narrative talks of mainly two things, one is about the 'inner beasts' that we all human beings deal with, which we all tend to have deep inside our minds. And two, the hardships endured by a child in his/her pre-teen phase as well as the parents who have to bear the responsibility to strike a healthy harmony between being a parent and being a 'friend'.

The first steps into teenagehood, the ride could get a little bumpy. With thousands of thoughts, emotions in your senses, with millions of hormones running down your veins; it often gets difficult to convey our sentiments, desires, the ambitions we yearn for. So much so, that we frequently feel suffocated, burdened by how we 'must' carry ourselves in front of other people.

Family plays a crucial part in the said process. If somebody has a similar set of tough pair of parents as Mei Mei (Asians would relate); this can get too demanding for the child. Pixar does a great job sending out the statement to reconcile, to have an understanding, from both sides of the spectrum.

They encourage the parents to engage in a mutual, civilised discussion with their children about the transformations they are about to go through. Now, 'Turning Red' doesn't endorse the idea of abandonment. Just because you have a different personality, a different set of views on certain matters doesn't mean you have to be a rebel, you don't need to be one, there are other ways, there's always a choice!

It can all be settled through mutual dialogue and respect. The film just wants the youngsters to understand the other side of the perspective too. The same goes vice-versa. Parents need to acknowledge the confusion, the conflict their child is growing through at that particular age. They have all come past that turbulent stage of life, they should know better, right?

Well, it seems like I had told you enough about the connotation. Now we should discuss a little about the other facets as well! Technically, it's exceptional work. Not a surprise to be honest! The animations, the visuals, the colours; it was full of vibrance and vigour. The Score on the other hand wasn't anything special, yet it had its own charisma and presence. Dubbing is again remarkably done by the respective artists.

Even though the characters are adorable, they are endearing; there is a clear inadequacy in their individual developments. Being the central figures, both Mei and Ming got the leverage and had a better write-up on their side. Unlike the rest of the ensemble, where most of the characters happen to have minor importance.

Nevertheless, at the end of the day, the story takes the cake. Despite a few drawbacks I very much enjoyed my time with it. At first, I wasn't convinced, I'm certain, you would feel the same. The reason being, as part of the audience, whenever we hear the name ""Pixar"" we tune in with a preconceived notion, a premeditated belief about how their films 'should turn out' but that coerced view may as well reshape, as the change is right here, right now, for better or worse.","15 March 2022",8,8,35
"Turning Red","Having a 13 year girl of my own this movie opened up so much inside me and I cried a lot in the end. Truly amazing story and portrait about motherhood as well as growing up and breaking free.","11 March 2022",10,11,24
"Turning Red","First off, I love Disney films. I think they have so much charm, and the characters are often relatable.

I really can't say that about this movie - and before you roll your eyes, I'm Asian too.

I don't really like the 'Westernization' of the stereotypes that they portrayed here. The parents using language that just doesn't fit a 'fob' family (i.e. ""delinquents""). The only truly likeable character was the dad. Everyone else was basically a spoiled 'perfect' brat that hadn't gotten over their maturity issues.

The overprotective mom is a thing, but there was no reason for Mei Mei to remain popular, given how outlandish the entire family behaved. The 'jokes' were so cringey. I'm really surprised they made it through quality assurance. I honestly could tell you that I chuckled maybe two times the entire movie. I was so bored, and I really wanted it to end.

4Town wasn't bad, but they were a useless part of the movie. They represented nothing meaningful to the main characters. And the mom exposing pictures to people - god, that would never have happened. If the writers had any clue about Asian culture, it's that they'd keep that stuff INSIDE - NEVER exposing it.

If you talked back at your Asian parents like that, you'd be disowned. Shame to the Asian family would be grounds for that.

I truly cannot recommend this movie at all. It's likely my 1 time that I vote this a 1 - and I love all sorts of movies.","21 March 2022",1,8,19
"Turning Red","Let me just save you the time and tell you straight up, this was garbage! It didn't even seem like it was a Pixar. I wasn't a huge fan of Coco; however, it has a lot of things I appreciate about Pixar. This had none. This movie was absolute trash. The best part about it all is that Disney knows that too because they didn't release it in theaters. It would've bombed big time. Don't waste your time. It was boring as all get out. It had little to no humor. And the story was a convoluted mess. I won't even get it into all the garbage they included in the movie.","14 March 2022",1,16,37
"Turning Red","Made an account to register how cringy this film was for me on the internet. Ew. Just. Hated it so hard. It's not because I don't believe in it's message, it's because I think it's presentation was unnecessarily uncomfortable and weird.","16 March 2022",1,11,23
"Turning Red","Was the first thing that popped into my head.

What's with the incredible awkward dialogue and over the top ""quirky"" characters. What type of kids are they trying to relate to with this movie. I watched this with a couple of nieces and nephews as I thought being in their early teens they might enjoy it but they were just rolling their eyes from start to finish.","16 April 2022",3,5,15
"Turning Red","Okay, so maybe I sound a little bit dramatic but I'm perhaps the result of what happens if you lose yourself and only do what your parents do- which is the total antithesis of this story. I lose almost all of my friends because of overbearing and overprotective parents, I have no personality and express myself through a character that lets me be at least an inkling of who I really am- which is why this movie kinda hit hard for me, because it is what I should've done but never had the strength to do. I am now 26 and I've lost most of the good friends that I've had and have a hard time retaining acquaintances even, I'm expendable in any friend group and I honestly regret ""doing what's right"" instead of honouring myself and my own emotions, which is why this movie kinda hit hard for me- I'm sorry if this turned out a bit dark for a kid's movie but it's my true emotions and I'm a bit triggered honestly, in a good way.

So to first counter all the criticisms I've seen put hyperbolically on the internet- first regarding the art style- if you see it in stills and memes it kinda looks awful but once you see it in the movie it actually makes sense- it is definitely the amalgamation of anime and western cartoons being mixed into one, very ""CalArts"" but at the same time it's its own thing and I like it- especially the more ""anime"" it goes the more fun and dynamic it feels- all of the characters have their own distinct and unified look which is fun and vibrant and sometimes simplistic, don't care and just let go of all of it and have fun!

Another criticism I've seen of it is that it's ""not relatable"" or ""anti-parents"" which is such a bad take. Art if it is to be enjoyed has no duty to be relatable, and if it's a totally alien situation to who you are as a person- try to use empathy, that can do you good sometimes, either way you can consume and enjoy art even if you're not the target audience. And about the whole anti-parents thing... if anything this is super pro-parents, because it implores people that you should have boundaries even with your kids and your kids should respect you as well as your parents should respect you, the outcome of this can only be a good one but people treat the message as if it's the end of civilisation. I really connected with this story, of having overbearing parents who crave the world and everything from you but you just seem to never be enough, not to anyone, not even your parents... I wish I had this movie as a kid honestly, then perhaps my life would've been so much better. Just to enforce the message of the movie, the character Mei-Mei literally embraces her ancestors in the story and that's super pro-parents if anything. Also it's okay to have friends and they can be your extended family, I wish I had such a group of friends just like Mei-Mei, I have friends that only care a little about me whenever I contact them, it's never the other way around, it's always I that has to maintain all the friendships around my life yet I've gained none of them cause they all count me out and I'm never in their thoughts. Which is why watching this movie kind of made me sad, but in a good way! If I can't have that in real life at least I can forget about my own life and live vicariously through this in 1 hr 46 mins which helps

The music is fun, it is part of the story in both a diegetic and a non-diegetic sort of way which I love! Also the backdrop of it being around the 90s and 00s, this is the first piece of media that I've encountered that paints this time in such a romantic and fun way- it makes me feel right at home cause it's my childhood.

All in all it's a good movie, a great one even- it's not as awful as moralists and weird memers make it out to be. It hits right at home and it touches upon important messages of growing up and just living life, getting your own identity- own up to your emotions and wear them with pride! Sometimes you have to break free from the ones that love you, but that doesn't mean that you should disrespect them (this movie doesn't imply that btw) but the people that love you should give you space to nurture yourself and grow up the person that you always wanted to be. Look at me, I still live at home with my parents and nary a courage to say what I want from my life- so I waste away trying to complete this awful university program that has eaten away a large chunk of my twenties and made me feel miserable and hopeless, I'm stuck, and I've never been anything else- the only thing that gives me happiness is the consuming of media such as music and movies and some other stuff. So please, if you're younger or if you're in my same situation but have a form of escape just please do what you must to follow your own heart and dreams- parents will always love you no matter what, they'll understand eventually- don't suffer like me, don't lose your friendships in order to make your parents happy and maintain their high expectations of you, just be you.","25 March 2022",10,5,15
"Turning Red","The main character is supposed to be 13 but she acts like a 6 year old. The mother is domineering to the point of child abuse. This movie is not appropriate for 9 year olds as it has themes of puberty and menstruation. There is violence. I'm shocked by it. My 13 year old wanted us to turn it off half way through. Whomever wrote the script is not a parent, the immense pressure the child is put under is nauseating to watch.","17 March 2022",2,6,14
"Turning Red","This movie was a huge disappointment for my family. The messages of exploiting your body for money, knowing more than your parents, lying being good, sneaking out and going to a concert without parental knowledge, etc., all at the age of 13 was inappropriate. Some of the messages could be dangerous in real life and there are better ways to address those issues. To be honest, I was shocked that Pixar was behind this film. It didn't have any of the normal emotion and the humor fell flat for our family.

I did add a star for the diversity, which was really nice to see in a main film.","12 March 2022",2,15,33
"Turning Red","I'm usually not a big fan of animation movies and the last film of the genre that I would truly consider excellent is Wall-E with its outstanding characters, stunning locations and essential environmental messages. I coincidentally watched parts of Turning Red when I visited a friend whose two-year old daughter is a big fan of the movie and I really appreciated what I saw. When I took the plane a few days later, I decided to watch the entire film and my positive first impressions were not only met but even exceeded.

There are several elements that make this film stand out. First and foremost, it talks about accepting yourself the way you are, with all your strengths and weaknesses. This empowering message is more important than ever in a time when many people have developed mental health issues during the ongoing pandemic. This lesson is valuable and timeless, making it a movie anyone should be able to empathize with.

Up next, this film combines Canadian and Chinese cultures. These are two of the most fascinating cultures in our world in my book and I state this as a German. Canada represents democracy, equality, freedom, multiculturalism and nature like no other country in the world. Chinese culture on the other side is incredibly varied, rich, creative, colourful and ancient. Discovering different elements of both cultures at the same time in this film is like traveling to new exotic places while our movements are limited, opening your mind without having to listen to a dry class and dreaming yourself far away as you are watching the movie go by in the blink of an eye.

The characters are particularly charming as well. If you think that this film is rather for girls because the main characters are female, you have got it all wrong since the characters' challenges, dreams and experiences in their teenage years are something any teenager or adult can relate to and any baby or child could already learn about. You will be rooting for these quirky characters while they are going through challenging changes.

The plot itself is also quite interesting and mixes comedy, drama and fantasy in equal part, making this a highly entertaining coming-of-age film dealing with topics such as family, friendship, identity, liberty and loyalty. The overarching theme could also be described as emancipation or finding your true self.

At the end of the day, Turning Red is an absolutely timeless coming-of-age film with wonderful characters, locations and morals that could be watched by anyone from a toddler over a child to a teenager, an adult or even elderly people. Few movies manage to entertain, inspire and touch such a vast audience. If you haven't watched Turning Red yet, make sure to give it a shot as this is a solid candidate for best movie of the year.","6 September 2022",9,2,5
"Turning Red","Having a 9+ rating was the first sign of confusion. For a very young style used in the animation I was then not sure whether to show it to my child. Immediately instincts were correct as there are teenage references with language, puberty, boy-obsessed stereotypes etc. I can't see if this had had a theatrical release that it would have been met with much approval from parents who gladly take young ones to PGS, (eg Moana which is a 6+ On Disney)
To rate this against their best films, Toy Story etc, it falls shorts on expectations and fails to deliver an exciting plot, depth in character development and overall intelligence.","12 March 2022",3,4,8
"Turning Red","If you what to teach your girls about their periods go for it. Otherwise, skip it.

Very disappointed that this wasn't a story for all children watching.","12 March 2022",1,23,62
"Turning Red","This movie is garbage. First the actual animation is gross, these woke stories are just soo annoying. There is zero plot and characters are trash. Those 10 min animation shorts are 1000 times better than this full animated movie.","19 June 2022",1,7,17
"Turning Red","The beginning of the movie wasn't awful. It was a little slow , but anyone who has ever been a preteen could relate to a lot of those scenes.

Then it got really weird.

Most of the movie was spent sneaking out at night , lying to parents , selling photos of themselves ..
and all these behaviors are shown as the right thing to do and the parents trying to keep her safe as the bad thing.

Yea. The mother was crazy over protective.

But

If you knew your daughter would turn into a giant angry panda , you probably would. There was no "" oh. Now we understand each other"" moment like most kids movies usually have

Nope. We get her being a furry!! Which , sorry. No thank you. Certainly do not think that should be celebrated in a film for small children.","10 June 2022",1,5,14
"Turning Red","This is what happens when a company is in bed with China, China hates the US so it's based in Canada, and with a usual dusting of wokeness. I don't know who this movie is aimed at but it's all over the place. From weird tampon references to pathetic weak male characters, this film ticked every tokenistic box while suckling the teet of a Chinese audience. It seems Pixar either makes amazing movies or the opposite, this being the latter. It started off interesting, then went from bad to worse. The ending was predictable from the mid-point. I won't be watching this again.","13 March 2022",2,11,30
"Turning Red","A masterpiece for all the families an oscar Diamond...!!!I love red pandas I love pixar I love Disney. He first Disney all-female creative team is behind this movie. It shows in its exploration of girlhood, motherhood, and the relationship between a young girl and her overprotective mother. And it's not a critique as much as a celebration of the process. Addressing issues of identity, belonging, generational trauma, friendship, and mother-daughter relations, this is undoubtedly a movie that will connect with people. Don't be surprised if it makes you stop and say, ""Hey, that's me!"" several times while watching it!","11 March 2022",10,26,65
"Turning Red","I'm not going to use terms like ""woke"" or ""inappropriate"" like some of the other reviews. I'll just say that Disney/ Pixar usually creates films that are fairly well received by people of all ages (for the most part). I can only imagine this was done by the C squad writers and was added to Disney+ and not in theaters for a reason. It was straight cheeks.","17 March 2022",2,8,20
"Turning Red","Nice movie especially for young girls :-)

While to me Pixar has mostly not been back to full form after Toy Story 4, the animation is still top notch. The characters and fantasy scenarios are interesting, but the comedy and total execution have still not gotten back to the level of excellence of the Pixar classics :-(","12 March 2022",7,10,46
"Turning Red","While I can't relate to most of the adolescent-related problems experienced by Mei Mei, ""Turning Red"" is still a delightful family film even if it doesn't rank as one of Pixar's best.","12 March 2022",7,13,65
"Turning Red","We really tried to have fun with the movie, but after 30 minutes we decided that none of us wanted to watch it. We didn't even bother to check how it ended.","28 May 2022",1,4,8
"Turning Red","While I respect the floral metaphors, I don't think I've ever seen a movie that talked so much, nor so explicitly, about the details of a 13-year-old's labia.

And this is a movie for kids.

UPDATE: I made it slightly further into the movie. Do the filmmakers genuinely not know what red pandas are? Do they think they're the same size as pandas? Red pandas are tiny! I'm so confused. Or rather, the filmmakers are. I just can't, with this movie.","3 April 2022",,4,12
"Turning Red","Movie was so nice and has many messages and heart warming. I like all the characters in movie no one is annoying. I like mei and her 4 friends and her mother.

Also, movie is so hilarious.","11 March 2022",10,20,49
"Turning Red","Pixar did good on this so funny and the character were all nice i just like this movie and Disney is my favorite movie company just a good movie great animated movie.","13 March 2022",9,4,10
"Turning Red","Really wanted to enjoy this film but it just fell flat.

The story line could have been great but unfortunately it just didn't deliver. Will be a fun watch for the kids though as bright colours and loud noises abound.","15 March 2022",1,10,20
"Turning Red","The first part of the story had a lot of potential for a great and positive message about comunication with parents, but it went down with the plot, turning into ""Do what ever you want with your desitions and your live, you are a 13 years old ADULT"" Soooo Wrong. Thats part of the degradation of our society. These big media industries should be ashamed.","20 March 2022",1,11,21
"Turning Red","It's a movie about a girls period. That was the overarching theme. Pretty bottom of the barrel for Disney. There are a million ways to spend an evening with your family. Don't waste your time with this.","19 March 2022",1,12,27
"Turning Red","It was a car crash from the beginning. Followed the ambulance to the ER just to see if they survived. Basically a PG period party. Awkward from beginning to end.","13 March 2022",1,14,29
"Turning Red","Pixar's Turning Red features stunning animation, and includes some innovative camerawork and cool ideas for displaying teenage emotion visually. However, from the start, there is a lack of finesse, whether it be the integration of the core themes (puberty, over-controlling parents), or the dialogue.

1. My bad script alarms went off during the first lines of the movie, which is a mini narration by the main character, describing the entire theme of the movie like a topic sentence of a middle school essay.

2. Pixar took a lot of the comedic stylings and animation quirks of a Phil Lord and Christopher Miller film, and integrated only the annoying parts.

3. Climax of the movie was predictable after watching the first ten minutes.

4. I have a feeling people will use the themes of puberty and emotion to justify the lack of a cohesive tone, and this makes me angry.

5. There is nothing wrong with the themes themselves, but I expect a better script from Pixar.","13 March 2022",4,4,10
"Turning Red","Honestly not even remotely good. I could see this being a Dreamworks movie, but Pixar should be held to such a higher standard. The last four years I'm just not feeling them anymore. I wouldn't say it's pandering... but it's just not great in the least.","12 March 2022",1,16,33
"Turning Red","I am a college student. Watched this with a bunch of my buddies. As we watched it we kept having to hit pause because of how ridiculous scenes were. I mean we are young adults so obviously those scenes are acceptable. But for anyone young watching this, it is just outright inappropriate. My parents would never have let me watched this growing up. As I watched this movie I thought that Disney/Pixar was trying so hard to appeal to a teenage audience, like their target market was tweens. (Just like the main characters) either way I don't know how they can sell this as a Pixar/Disney movie that toddlers are supposed to be able to watch. Needless to say there is no way my children will watch this until they are in middle school. And if it counts for anything the movie itself was cute and funny at times. Just ridiculously inappropriate.","17 March 2022",2,7,17
"Turning Red","Like alot of new animated movie it was pretty mediocre. The story was bland and the end felt very unsatisfying. The characters where bad like the mom. I understand that it's supposed to be character development but it made me cringe a lot and it's also very unsatisfying when she mistake things for things. Don't waste your like unless you enjoy these types of movies.","19 March 2022",2,4,8
"Turning Red","Awesome family dynamics, and really well demonstrated the old/new generation dilemma without hammering either side in. Normalization of the more ugly side of adolescence is probably the best thing about this movie, along with the diversity and cultural aesthetic. I will admit there were a lot of moments that gave me enough secondhand embarrassment to cause goosebumps, though.","20 March 2022",7,5,20
"Turning Red","It was a very lighthearted, yet deep, movie.

Watch it for: Animation, the cultural story, relatability, comedy, voice acting, so much floof.

Fun and entertaining, short movie ~1.5 hrs. There's a lot more to take away from the movie if you can relate.","14 March 2022",7,5,18
"Turning Red","It was a heart-warming film. I've seen people bash it before it even came out so my expectations were a little low, but it was undeserved.

It really is a wonderful movie. There isn't an actual antagonist, which I like - it's about family, friendship, perspective and growing up.

It just happens to involve a mystical red panda.","11 March 2022",8,11,31
"Turning Red","Pixar what the f is this? Not appropriate for children. Preteens and teens, yes. 5 year olds? No. This movie is creepy and weird. Disney is getting too into the indoctrination narrative. Creepy, creepy, creepy. Plus, the metaphor of getting a period is horribly portrayed.","12 March 2022",1,20,48
"Turning Red","I love Pixar movies but honestly this didn't feel like a Pixar movie. The animation was horrible and felt like some small studio made it. Then the story was so awkward i had to pause and walk away for a bit. I don't even remember laughing at any part of the story.

The theme is good, but i have heard it told better before.","14 March 2022",2,7,24
"Turning Red","It definitely looks like a lot of work went into this, but I think they tried too hard to make it relatable. Mei is supposed to be a fun and dorky character, but she ends up acting like a surly, immature, sexually advanced 13-year old.","18 March 2022",1,8,15
"Turning Red","Tied with Cars 3 as the worst Pixar movie. The main issue (and there are many issues) is that all the characters are annoying and unlikable. I see what they were trying to go for here, but the emotional/family dynamic issues were inexplicably both overwrought and underdeveloped. An absolute mess that my whole family thought was terrible. And believe it or not, I enjoyed it more than my kids or wife.","13 March 2022",3,9,20
"Turning Red","Don't understand how this isn't rated higher, it's a big shift from normal Pixar movies but I love it. The message is cute but the comedic moments is what makes this so great!","24 March 2022",10,8,17
"Turning Red","I can't even believe this is from the makers of the Great Wall E.

This is a story about a young unattractive girl that thinks only cute boys are worth it.

Oh and she turns into a giant Teddy bear for some reason.

You might like this if you are a girl age 10-13. I really hope this is not what 13 year olds think like.

Worst animation I've ever seen in the past 35 years.

Pixar is dead.","20 March 2022",3,6,19
"Turning Red","This movie was pushing the liberal agenda onto little kids and it was impossible to stomach. I wanted to like this movie. I wanted my kids to see tampons and pads and normalize that sort of stuff but the whole ""my panda my choice"" and other things to that affect were so offensive to me we had to turn it off and talk to our kids about it afterwords. I strongly advice you to watch something else.","19 March 2022",1,12,27
"Turning Red","My kids love red pandas. We would make special trips when the local zoo had red panda events. Disney/Pixar needs to release an apology to the red panda community. Seriously, if this was an attempt to indoctrinate kids into some kind of cultural diversity using a beloved creature, THEY FAILED MISERABLY! Don't waste your family time on this disaster.","5 April 2022",2,5,9
"Turning Red","Pixar is going down, the worst movie ever from the bad characters to the worst story.

A lot of hidden messages, absolutely not for kids;
Disobeying your own family so you can be your true self, and love your friends more than your parents. Wow !!!! What a humanitarian value to show it to our kids.

I am with encouraging the kids to make their own choices but not like this.","18 March 2022",3,8,21
"Turning Red","From the common to tiny detail of asian family? Checked.

A great emotion of each character, colorful both in view and characteristic? Checked.

A detail motion move from a adorable red panda, and also dope move too at the same time? Checked.

Well write, Fresh style, being first 'wave' movie after long specific famous style is not going be easy, but this movie nailed it with much other good elements.

Also, what up with that cooking scene? That can be a whole different movie. Dang that's good.","13 March 2022",8,8,36
"Turning Red","This spoke to me on a personal level. I'm not going to say it was perfect by any means, but it was REALLY good.

Negatives:
The narration was a bit much, honestly. The art style was a little confused. The fact that he subtitles referred to anything vaguely Chinese as ""soft traditional music"" was reductive.

Positives:
The art style was expressive and fun. The metaphorical representation was solid. The cultural representation was AMAZING; Sikhs, Cantonese, Koreans, a diabetic, pretty sure Tyler's dad was black Caribbean but it all felt natural.

All in all, A- movie. I had a good time.","17 March 2022",8,4,12
"Turning Red","And it finally happened, both Disney and Pixar have tilted so far left they completely alienated 75% of their fan base. Why am I having to explain menstruation to little boys? Ruining Star Wars, Marvel, Muppets and everything else all for the mighty wokeness points.... Keep it up, you'll have no fans left at all.","19 March 2022",1,9,23
"Turning Red","We were so excited to watch this with our 6 year old daughter when we first heard about it, but Disney/Pixar really screwed up with this movie. They should have said that this movie is not meant for young kids but more geared toward older children. We turned it off after maybe 15 minutes.","13 March 2022",1,17,36
"Turning Red","Just truly awful. Disney has been smashing it out of the park recently with Coco, Soul, Encanto etc. But this feels like a major step backwards. The only positive thing I can say is that the animation looks really good. No storyline whatsoever, annoying characters and a bad soundtrack. Thank god this came out straight on Disney plus, otherwise I might have wasted time and money actually going to the cinema.","13 March 2022",1,12,26
