"ReviewContent","ReviewDate"
"Quality hotel for the price. Stunned by NYC views in December even as a native NY! Stayed overnight and upon checkout realized I forgot an item while waiting for valet, after surrendering keys. Quickly teamed up with security and they brought me upstairs to retrieve my item. Very professional staff.","12/18/2019"
"This is undoubtedly the most beautiful view in all of New York. Very friendly staff, and great food option. Also a very hip and laid back hotel while maintaining professionalism.","11/18/2019"
"This property fires on all cylinders.  The design and architecture of this hotel alone are a reason to stay, eat and drink here, not to mention the view, the vibe, the quality of the staff, the experience!  I mean, world class from tip to tail!  Also, their eco friendly mission aligns with my goals, which is also a plus.  An absolute gem!  I can not wait to explore their other properties.","9/26/2018"
"This Roof top bar has amazing views of Manhattan and Brooklyn Bridge, also a really good interiors design. Besides that, this bar is the worst bar I ever been to, there's not many liquor choices nor good music, they're cost per drink is round $16-$18. Waiters that work there wasn't very friendly, also they charge a ""service fee"" if you wanna sit down in certain area, I mean come on it's a bar not clubs. there's tons of good bars in city I would encourage you to go to this one if you trying to have so fun.","9/25/2018"
"Outstanding views. Need reservations for any of the nearby restaurants. Recommend Cecconi's on the water with again fantastic view of the Brooklyn bridge, the city and water/boats going by. Don't expect to sleep well (why I didn't give it 5 stars). Very loud, noises heard from inside the hotel as well as the boats coming in and their horns. Staff is impressively nice. Hotel rooms are very nice, showers, excellent. I would recommend staying for one night for the experience.","6/30/2018"
"trust me. william vale has much better service, view, and quality than this hotel. if i could i will give a -5 stars for this hotel. DO NOT GO!!!!","11/11/2017"
"Nice place and best service in front desk and water view ! Nice place and best service in front desk and water view ! Yes","6/10/2018"
"This place has the best view to the city! It is stylish & fresh. The drinks were very good, go on the sangria. Don't miss it & the pics you can get there!!","8/7/2018"
"Seriously, if i had a dollar for every man-bun faux hipster in the lobby and bar area i would be a zillionaire. PLUS the rude staff manning the door to the bar acting like it was just way too too much trouble when we asked where the ladies room was... THEN to top it off, take the ELEVATOR down to the UNISEX BATHROOM? WTH? IF I WANTED TO PEE WITH MEN I WOULDVE STAYED HOME WITH MY FAMILY. SORRY, BUT SO NOT A TREND TO FOLLOW. ONLY nice staff was barman who constantly asked if we needed anything...Unless you feel the need to be around overpaid, overpriced millennial, who i am guessing is the target clientele...catch an Uber and go elsewhere........","7/17/2018"
"I had the greatest time ever at this hotel! The staff was patient, always attentive and never failed to make my girlfriend and I feel like we were at home. Everything from the neighborhood to the eco-friendly aesthetic made this an unforgettable stay. Amazing food and drink menu as well! A truly one of a kind experience that I will recommend to all of my friends!","3/16/2017"
"The Rooftop bar was our reason for visiting.  Amazing view.  Our waitress wasn't the best but Gabriel stepped in and picked up the slack.  We had a cheeseburger and lobster roll.  Burger was A+. Lobster roll was good.  Pretzel was amazing.  Beer and wine were great.  The view is absolutely unbelievable.  Manhattan, the Brooklyn bridge the river.  All amazing.  I recommend you find this place and check it out.  Saw the hotels rooftop pool as well.  Wasn't a guest so couldn't go in but looked pretty cool with a view of lady liberty and south manhattan as well as the bridge.  Which reminds me the front desk staff were slightly rude I think cause I wasn't a hotel guest but they sent us all the way around the building outside when we could have just walked through a door.  They still couldn't dent the 5 stars though.  Thanks Gabriel.  You da man.","6/26/2018"
"Came out with my husband for my birthday, stayed Dec 20-24 . It was our first time in NY . Views were AMAZING . Some staff was friendly not all. We didn't get offered their complimentary car like most couples who were checking in @ the same time as us. Our last day here we requested a late checkout , when the cleaning lady came we told her we requested a late checkout and she kept coming back even though we had given her the time we were supposed to be leaving & we just felt so rushed. Anyway we finally checked out but left our bags there bc our flight was later. When we got back my husband realized he left his Gucci slides in the room . When he inquired if he could go get them, one guy immediately said "" I'll go check for you "" came back and said they weren't there. So then my husband insisted to let him go up there and they were gone. We checked all our luggage and they weren't in there. We also checked with security and they said no1 turned anything in . So how did they "" mysteriously "" disappear. A- it was housekeeping B- it was the first guy that went to check and probably moved them out of there. Either way whoever it was , was very unethical. So sad too because it's Christmas time. Amazing views don't make up for theft.","12/24/2018"
"Easily my favorite among all the hotels I've stayed at this year.  Modern design. Rooms are spacious, extremely clean, and artistic.  In-room dining, and affiliated cafes and restaurants are delicious and reasonably priced. Close to a lot of restaurants in town if you are willing to walk for 7-8 minutes. I am a huge fan of this hotel, and will recommend it to anyone who is visiting Brooklyn/NYC.","12/20/2017"
"I waited from 5:30:6:45 last evening in line to gain access to the rooftop terrace/bar. The view is spectacular. Really amazing. I noticed several parties coming up to the rope and being allowed in. When I inquired about reservations I was told,they must be made online. No such portal is on the website. I observed a roped off reserved seating area and inquired about it and was told reservations only and there's a minimum spend. But the person couldn't explain any further. Just said I had  to go online. So I called  and was given an email address for Ian. I sent message early this morning. It's now 7:50 PM and I haven't heard anything yet. When I called and asked for him I was told he was not accessible by phone. Only email. OK, but I just wish he would kindly respond to my email questions. I do intend to be bringing several friends real soon, maybe even planning a larger group, but I have no idea what to tell people about pricing/minimum spend requirements. I do think it would improve customer relations if such information was readily available.  I do understand their desire to keep,it exclusive. OK, but don't keep information secret. I do intend to go and treat myself to a night there in the near future.","8/6/2017"
"They don't care about guests, bartenders don't know how to make a margarita, they are arrogant, the waiter came to take the order at the table with the hands in his pockets! They should hire better employees!! That's all!","10/2/2017"
"The view at the hotels rooftop lounge is unlike any other.... The drinks are were not good and very watery by the time the server had brought them over, but the food was very good! The service at the rooftop is also decent but not great! The prices for drinks and food were considerably very low. In the $10-$25 range for food and $10-$16 for drinks. That being said, it makes zero sense that they would require a $100 per person order minimum to sit on a particular side of the rooftop!! Your drinks are too u set priced for one person to have a $100 minimum. Let's say you order they're amazing burger at $25 and a $15 cocktail, you have to leave smashed in order to sit on the desirable side. If the drinks were $18-$25 a piece and apps started at a higher price point, this would make sense. The other side only requiring $50 per person was far more reasonable. But like I said, the drinks were not great (coming from a nyc bartender of 10 years), the service was not good but the food was pretty good.","7/5/2019"
"One of the best hotels I have stayed in.  The lobby is gorgeous.  We stayed in a king bridge view, and there is not a better view of the city.  The bar offers amazing views with great drinks.  Tad on the expensive side but not out of the ordinary for a nyc hotel bar.  The bed was extremely comfortable.  The bathroom was gorgeous, however, two minor issues.  The shower is very small (because of the bath tub) and the toilet is awkwardly positioned.  The staff are amazing.  The food as the restaurant was also delicious with great views of the park.","12/23/2017"
"Recently a friend and I were walking across the Brooklyn bridge when the sign for the rooftop bar of the 1 Hotel caught our eye. We eventually took the trip back once the weather warmed up so we could take advantage of the rooftop. When you're up on the roof, the views are incredible! You're able to see down from the New York harbor all the way up Manhattan. Drink prices aren't unreasonable for a rooftop bar compared to most places in the city, although we did end up ordering food, which was more expensive than we wanted for a burger and fries. If you're in the DUMBO area, the 1 Hotel is definitely worth checking out to grab drinks and sit outside!","6/7/2018"
"I've actually never been to the hotel but I had to interact with staff members today. Our company rented meeting space for an Offsite. I had a bottle of champagne delivered to the hotel on behalf of someone to one of the attendees for their birthday. When I called the concierge desk to confirm it was delivered, Jonathan went above and beyond to assure that it was received by the guest. He was very professional and nice. I can say the same about everyone I spoke with. From this experience I will definitely stop by to at least have drinks. Great customer service is hard to come by. When I receive it, I'm always very appreciative.","4/6/2018"
"TERRIBLE PLACE THEY DONT EVEN DESERVE 1 STAR. 7/30 late afternoon, my friend and I went to the roof top for a complimentary drink and we received the most horrible service. The waitresses were very rude! They gave us attitude when they talked to us, they gave us dirty looks and tried avoiding us when wanted to purchase a meal. Then when I requested my bill they took 20min with my card & that made me feel very uneasy. When ever I would look back to see what's taking so long the waitress would just stare back from the bar and give me a dirty look. So be aware when they take your card. Who knows what they did to mines, I requested a new card right after that because I don't trust those people at all. It doesn't take that long to swipe a card! And they weren't even busy which was making it more suspicious. When me & my friend were about to leave we asked where the bathroom was and one of the guys showed us the way (they were in all blackish grayish suits I believe they were the guards). When we got to the bathroom we told him thank you and figured he would let us be. HE WENT INTO THE BATHROOM WITH US. His excuse was ""this place is unisex"". That still doesn't give him the right to be in there with us making us feel uncomfortable, let alone we are minors! We went to the corner of the bathroom and he moved between the mirrors where he could see us. HE WAS WATCHING US USE THE BATHROOM. I can't believe that this ""4.5star"" hotel has that kind of sick people working there. When we were leaving he followed us into the elevator and he kept on getting closer to us (the elevators are pretty big too) & he asked for our personal information! SICK AND UNPROFESSIONAL. Then he continued to try and talk to us and followed us on our way out of the hotel, he didn't stop until we got onto the street. PLEASE BE AWARE OF THIS. I don't want anything bad happening to any of you. This place does not deserve anyone's money and it surely doesn't deserve 4.5stars. Very unprofessional, I did not feel welcomed, I DID NOT FEEL SAFE here at all.","7/30/2018"
"Ok, this is one of the BEST hotel experiences I've ever had! I'm VERY picky when it comes to hotels, and this one deserves 6 stars if I could! We stayed in a skyline suite (room 504), for 2 nights, arriving on 3/13/2017 (during the expected blizzard). Our room was amazing, the size, the amenities, the view, the BED, the bathroom! When I go to Vegas I stay at the Encore in case you're wondering how picky I am.  The staff was incredibly friendly, and very accommodating! Yes, it's pricey, but it's actually worth the price! We watched a movie in the viewing room, they made homemade hot chocolate, have fresh fruit by the elevator, a free local ride in a Tesla! I could go on and on! The only down side was the service at the little cafe, the staff there were not very organized, made mistakes and forgot things and I had to find my completed order at different ends of the counter---on both visits (EXCEPT for an awesome young man with dark curly hair who helped us above and beyond on 3/14/17 in the AM, wish I knew his name to give him credit!). However, even with this one problem area, I still would give them a rating of 6 stars, and I am hard to impress! Try them for yourself!","3/15/2017"
"We came here with no expectations. Managers Andie and Lynn made us feel like royalty. We are from  this south and understand hospitality. Brooklyn and 1 Hotel rocks!!  Thank you!!","10/18/2017"
"5 star rooftop bar ***** Great ambience and amazing views of Manhattan skyline! Definitely a great place to visit during the summer","10/17/2017"
"A truly wonderful new hotel! Staff is friendly, great views, great location. Can't wait for the restaurant to open in a few weeks.  The design is modern, tasteful, and not overdone.","2/26/2017"
"If you're looking for an amazing hotel to stay at in Brooklyn look no further than Hotel 1! We stayed with our kids and dog, we all had a great time. For the kids there's the park, with skating, basketball, handball & soccer, playgrounds, bikes, a carousel and the best pizza in all of NYC!! As for the dog, the largest dog run in NYC is 1 block away! Now for the hotel, the rooms we had were a one bedroom suite and a double. Both rooms were to die for! The views in both rooms were killer. The suite was a very big corner room with a couch, chairs and a hammock on one side and bed and bathroom on the other. The rooms are decorated with an earthy chic and very comfortable. The hotel is not totally finished yet but there is a bar and lounge in the lobby and a coffee shop. We ordered room service and the food and service was really good as well. It is the nicest hotel in Brooklyn by far, with the best best view and vibe.","3/7/2017"
"Great new hotel!  All sustainable.  Beautiful.  Woke up to a gorgeous view of the water and a snow covered park.  The bar was fabulous and the staff couldn't have been more friendly.  Would definitely come back.  HIGHLY RECOMMEND!!!","3/16/2017"
"pretty lovely place. the moss everywhere absolutely kicks a**. i found the name to be quite redundant. you could've just called it ""Hotel Brooklyn Bridge"", never expected there to be more than 1 hotel on site.","5/29/2019"
"Went to the rooftop bar, and it is great place to lounge at. The view from up there is gorgeous!","10/6/2017"
"Visited this beautiful rooftop last Sunday evening. You are able to view the Statue of Liberty and a stunning skyline of manhattan and the Brooklyn bridge. We ordered the guacamole and lobster rolls which were mouth watering. The service was phenomenal, Gabrielle was attentive and suggested two great cocktails for my boyfriend and I. Can't wait for my next visit!","7/18/2017"
"We stayed at the hotel for our wedding, along with some members of our family and wedding party.  The space is beautiful, and our rooms were comfortable and lovely.  The majority of the staff was also amazing and kind. The reason why we're rating it 3/5 stars is because of the disorganization at check-in and check-out.  This was particularly stressful because it was our wedding.  One of our wedding party was told morning-of that they can check in at 12PM.  When they arrived at 12, they were told the room was not ready and weren't able to check in until 3PM (regular check-in).  Our room and another wedding party room wasn't ready until almost 4PM, and we had to get ready and prep for our rehearsal dinner at 6PM.  We ended up wandering around in a ball of anxiety.  The concierge was kind and offered us drinks and food, but that didn't help us less worried about being late to our own rehearsal dinner. We faced similar problems at check out when I gave two bag check tickets and one valet ticket to the front desk.  One set of bags arrived 30 minutes later, and the lady at the desk completely forgot to ask for the second set of bags even thought I reminded her after waiting 20 minutes.  Another staff member finally came over and asked if we needed help, and helped us locate our bags.  By the time we got out, our valet car was nowhere to be found and took another 15 minutes to locate. In conclusion, it's a wonderful hotel, but can be stressful if you're on a tight schedule.  Hopefully they will be able to work things out with time.","8/18/2017"
"Gorgi hotel in the most CRACKIN part of town. Smells like Hollister inside.","3/1/2017"
"Everything was perfect! Especially the view at the top! Breathtaking! Drinks where on the pricy side but the view made up for it. Definitely a must see! Only thing I didn't like was there were no waiters that came to you when you sat down you had to walk to the bar.","8/11/2017"
"View from the roof is the best I've ever seen of the Manhattan skyline. Cool decor. Decent food. STAFF IS AWFUL. Rude, unprofessional, inexperienced. Have been twice because I really wanted to like it but will never go back.","8/2/2017"
"This is truly a 5 Star Hotel all the way! From the moment we want in we are greeted with a smile, everything is so clean and fresh! We got a one bedroom suite and the view was breathtaking omg love it! We had a beautiful patio which we enjoyed lovely breakfast. The rooftop view is stunning as well. The food was good price is decent also. And the pool is finally open! Can't wait to try it. Also my husband needed an iron and they got it for us right away and then I needed a flat iron because I forgot mine and I wanted to go in the pool and they got it right away. Talk about service!! Excellent ! We will definitely be back!!","7/31/2017"
"The bartenders in the hotel are the most careless people I've ever experienced. It was not busy at all (almost dead) and all my friend and I asked for were 2 drinks and fries. We waited forever for the fries and come to find they never put in the order. Finally got them and asked for extra sauces and they forgot to bring those also. Both times showed no care or interest. We weren't asking for a lot, but don't forget to do your job and then act like we are asking too much","10/6/2018"
"Disappointing and unprofessional rooftop bartender service. All other staff  in hotel and bar area were friendly and professional. Bartender could use some education on customer service and mixology. Drinks were subpar and service extremely rude and unprofessional. There are better places to spend your time and money. Poor value.","8/23/2018"
"An incredible hotel and was very pleased with everything! A very friendly staff and very beautiful hotel. The room was amazing and I haven't had such a great bed in all my life's travels. This is the place to stay if you visit the area!","8/1/2017"
"This is a review for a hotel stay. Booked a king room with a bridge view for our honeymoon. Woof. Issues (from major to pretty minor) as follows: (1) Phone lines did not work so we could not order room service or anything else. To report room issues, we had to go downstairs and deal with someone who is stressed out (and not professional) from dealing with unimpressed guest. All we wanted to do was enjoy breakfast in bed post-wedding! We even called 1 Hotels' customer service line which is off site using our cell phones to inquire about possible resolution and not only could they do nothing for us, they were also pretty rude about it. (2) The iPad in the room did not work. We could not access the guest services button, so we could not see any hotel offerings. If you clicked the option, it would say ""No guest. Retry?"" And then lock up for 10 minutes and then you couldn't use the iPad at all, even to turn off the lights. (3) The fire alarm went off at 1 AM. Thereafter, the building's Fire Marshall made near incomprehensible announcements over the course of a half hour before finally shutting up. (4) Rooms felt a little dingy with signs and instructions pasted in the room missing letters. (5) Concrete floor in bathroom is like ice. You had to slip on outside shoes to be able to walk on it comfortably. (6) We asked for a replacement pillow, which took them over 30 minutes to deliver. It did not arrive with the pillow case on it. Instead, the guy wanted to come in and get the pillow ready in our room and my husband had to keep telling him no we will handle. The guy would not take. The hint. (7) The window for the balcony was not easy to open. You have to use all your weight to get it to move. If you're not in shape, good luck. (8) If I had stayed here with anyone other than my husband, I would have been irritated because the bathroom set up offers no privacy. Couples only! We checked out the next morning as soon as we had showered, preferring the comfort and luxury of our 1-bedroom apartment to the job they're doing here. Tried to enjoy a special treat to celebrate our marriage but 1 Hotels had other plans for us. :/ Staff quality needs to be improved. You cannot charge what you do and have staff this inexperienced and unprofessional. Most of the problems would be forgivable, and attributed to a young hotel working out the kinks if you had quality staff who knew how to smooth things over with guests. You don't tho.","3/13/2018"
"Great Hotel with incredible views, staff. Johnathan, the concierge was so nice and knowledgeable along with the front desk staff. Michael who greeted us at front door was most helpful. The views, comfortable bed, and incredible lobby made us enjoy our trip to no end.  Our room was immaculate and beyond comfortable. Staying at hotel for a soft opening, I thought the hotel ran exceptionally smooth, except for the cafe. I'm sure they will figure it out but it was a repeating factor over the weekend of long lines for a very simple cup of coffee.  We will definitely stay at hotel again, would absolutely recommend the hotel to friends. We had a wonderful stay!!!!","3/6/2017"
"21 and up for the rooftop any day. Used to come here many time on Sunday lunch with the kids. Always a shame when families are not welcome anymore.","6/24/2018"
"The look, the service, the vibe...everything was absolutely on point. I was there for five days and wanted for nothing. I will stay here again when I go back to NY.  Beautiful scenery, great bar at top, great restaurant. Love the Tesla that takes you to local places.","2/24/2019"
"I cannot say that the hotel was not beautiful, but then again it is a new hotel.  The service was definitely a 2.  When we came back to our room at 2pm it hadn't as of yet been cleaned. We specifically spoke to the manager to say that we were going out and expected to come back to a clean room.  2 1/2 hours later we came back and the room was still not clean, this was 17:30pm.  Trying to get ready for an event was not easy at this point.  I had to go down speak specifically to the manager.  Then the Housekeeping manager called us and started to argue with us as to why the room wasn't cleaned.  After reminding them who the client was they came to clean however we were in the middle of trying to get to this event on time.  The shower had a large stand for shampoo etc and a glass hour glass that fell down three times while we were there.  Once again they came each time to fix it while we were trying to get ready for another event.  The shower was never washed down and luckily we did not cut ourselves on the glass.  No apologies were forthcoming.  Now I have received a $150.00 charge to my credit card that was never used and am trying to get that settled.  Seems they cannot find me or my friend in their system and after spending 30m on the phone with them they will have to call me  back.  Sorry to say that if you want a great experience with the customer satisfaction and not just the ambiance this is not the hotel for you.","1/15/2019"
"We rented one of the penthouses. It was beautiful, modern, simple. Staff was pleasant. We tried to go to a yoga class but the instructor never showed. In apology we were given drink vouchers for the cafe. We decided to buy smoothies but after two friends used theirs, the manager stopped the third and wouldn't honor the voucher. I was mortified when I found out and called the front desk who promised to send a free smoothie to the room but never did. Same thing happened with towels we requested for the room. There was loud music past midnight coming from the 10th floor bar, however the front desk asked the DJ to lower the volume and it seemed like he/she followed through, which was very helpful. The gym was simple and basic. Overall it was a beautiful, new hotel with some kinks to work out. The staff aside from the cafe were all friendly and kind. The main issue was due to my friend being publicly denied use of the voucher by a manager, which 1) embarrassed her 2) upset me, her host & the one who'd passed along the voucher. We were not trying to get ""free"" drinks, the staff had offered them to us since we waited for the yoga class for 30 minutes. --You can see this still irks me ;-) BUT again overall we enjoyed our stay. We are from NYC and just wanted to enjoy our city as a staycation, and the hotel lent itself to that.","4/23/2018"
"Amazing hotel in every possible way - the view and the room layout and amenities but mostly the amazing staff. A shout out to the best concierge, Jonathan, who helped me with lots of last minute planning for a ship board wedding. I will definitly plan on coming back.  Thank you for everything.","10/3/2018"
"Horrible service, don't waste your money. I live in Brooklyn and decided to stay here for a night to support a local business while celebrating my birthday. We are 4 adults, 35-40yrs old, drinking wine and having a laugh and had someone from the front desk come to the door at 1045pm to say we were making too much noise for the ""sick"" guests next door. 15 mins later a very rude person from the front desk called and said this was a final warning.  The whole experience was disgusting and the hotel overall is cheap and desperate looking. No true NYers would ever go here and no one from any city ever should.","6/2/2017"
"This hotel is phenomenal! The staff is incredibly friendly and on top of things. The hotel is not only serene, but has some great technology features. If you are looking for a bit of nature in the city, this is your hotel. And the views are perfect!","10/2/2018"
"Don't stay as a guest.  Stay elsewhere and just visit the rooftop. This place doesn't care about their guests. They only care about the people purchasing bottle service by the pool.  My husband and I do a staycation in NYC a couple of times a year and this was our least favorite experience. We headed up to the roof around 5. I sat on a chair for 10 minutes when a rude staff member with pink hair frantically told me to get off the chair because someone reserved it.  As I was gathering my stuff she actually picked up my shoes and threw them at a table nearby assuming they belonged to someone else. It turns out no one came to sit at that table.  I guess that's how they treat their guest spending money on a room. Also, the scene upstairs gets trashy.  I went to use the bathroom before dinner and there was vomit and feces in two different stalls. It was disgusting.  They couldn't accommodate a check out extension of 30 minutes. They made no acknowledgement of our special occasion. It's almost like you should be thankful you get to spend your money here. The only good thing about this place is the rooms are a cool design and eco friendly but I wouldn't get wrapped up in that.","8/6/2017"
"Went there for thanksgiving dinner. Service was excellent and food was very good. Would recommend the restaurant for dinner.","11/22/2018"
"i came on labor day monday for the rooftop. wasn't allowed by the pool because i wasn't a hotel guest, but from what i did see, the pool isn't a reason to stay here. but i do think i had a bad view - instagram photos from the other side of the pool are nicer than where i was standing. the views are okay from the side of the rooftop for non hotel guests. the bartender was quick to take my order for drink & food. i had the poke bowl, which was good. i didn't care for the mayo, but still mostly enjoyed it. also had sangria, which was good. didn't stay long because there wasn't much else to do. there was no music. the bathrooms are coed, which i don't mind but was surprised to find for a really nice hotel. not sure i would come back, but would definitely say is worth a try.","9/9/2018"
"I love the 1 Hotel in Miami, so my husband and I decided to try the Brooklyn location for a weekend away in NY.  I can't say enough about how much we loved the location!  It was our first time staying in Brooklyn with the intention to explore the area but also spend time in Manhattan.  This is the ideal spot to maximize just a few days in town.  It's surrounded by great food, friendly people, easy access to the city, and shopping in all directions. The hotel itself is beautiful, thoughtfully designed, and offers unbelievable views of the Manhattan skyline.  I loved running along the water and having access to the riverfront park.  We will definitely plan to bring the kids next trip! I am rating this 4 stars instead of 5 because one of the reasons we booked here, instead of the Wythe Hotel, is because of the rooftop bar.  We had heard how beautiful the views are and how great the scene is - and it was.  What the hotel does not mention is that the roof is operated as a separate entity from the hotel. We went to the roof for an early happy hour on a gorgeous Friday, so it was packed. We walked around to the side, where there was lounge seating extending around the entire back of the roof and up by the pool.  I would say 98% of the seating WAS available.  We explained to the ""bouncers"" not letting people in that area that we were staying at the hotel, so he let us pass.  We sat down with our drinks and were approached not even 10 minutes later by another man asking if we had reservations to sit in the area.  We looked around very confused and explained the situation.  He unapologetically replied that guests don't have access to that part of the hotel unless they call the roof directly to make reservations.  He told us to go down and see the concierge to do this.  When we asked the front desk, they told us to go up and talk to the hostess on the roof.  What a mess! We left and ended up getting a call from the hostess on the roof saying that she could make us a reservation, but there would be a $200 minimum.  I had to commit to the minimum AND a time to access the roof.  Forget the minimum because we did not care at all about the cost, we wanted to sit at a table on the roof of the hotel we were staying at.  Just a real bummer because we went to the Wythe and it was just such an extreme opposite experience and we weren't even staying there. In my opinion, as a guest of the hotel, you should have access to the entire property.  Otherwise, it should be made clear on the site there are exceptions. This review is not meant to complain because the positives of the hotel strongly outweigh the negatives, but I do hope this helps other travelers!","10/1/2017"
"Even though I am a Brooklyn resident, I still get blown away by this view. The rooftop here has unbelievable views of the skyline. When you walk in the lobby doors of the hotel, it smells absolutely amazing. They pay attention to detail and the staff is always so welcoming. They have great cocktails on the roof and the bar menu for food is really good as well. Def recommend whether you live here or not!","10/9/2017"
"We had an incredible experience here. After a canceled flight and awful day getting stuck at JFK, the staff here went out of their way to accommodate us at 3:30 AM.  More than that, when we arrived they were spectacularly sweet - from the gorgeous room to the amazing service.  Doesn't get any better than this place.  BOOK IT!","4/18/2018"
"This place easily has the best view in all of New York. A full view of lower Manhattan and several bridges too.  I like the food ok for bar food but really it's the atmosphere and service that makes this place special.  The bartender Abraham was really sweet and took great care of us, he was super attentive and friendly he knows how to keep you entertained while maintaining his professionalism. His cocktails were truly over the top. Gotta say, I don't usually post reviews on yelp, I'm guilty of using this app just to read other people's reviews but after I visited 1 Hotel I felt I had to say something specially after seeing some bad reviews about this place. So if you are in the area you should definitely try this place !","9/10/2018"
"We attending a wedding brunch. Food was tasty. Service was excellent. The view is wonderful. However there is NO baby changing station in this entire hotel. I understand that this hotel does not cater to families but it would be nice to have that courtesy in any bathroom at all. Or even a family bathroom that can be used easily for diaper changing out of a public setting.","6/17/2017"
"While the view is amazing...the service at the rooftop bar isn't. Drinks and food are overpriced and mediocre. Waitress messed up the food order...and bus boy was constantly trying to clear our table to the point that we had to ask them to stop hovering. Also, what is this 5% administration fee tacked onto the bill in addition to the 20% gratuity?","6/21/2018"
"Wonderful stay! I alerted the hotel that I would be proposing to my girlfriend during our stay, and Jonathan upgraded us to a suite (Room 707) which was INCREDIBLE!!! Without question the most beautiful hotel room I've ever stayed in. The floor to ceiling windows, the panoramic views of the lower Manhattan / the NY bay, and the delicious dinner at the hotel restaurant ""The Osprey"" all made the experience A+. Special thanks to Jonathan for his help! Highly recommend!","1/28/2018"
"I had been to this bar a couple of times and I liked it a lot. It has a great view and the pretty pricey drinks are worth it. Today I went with my two german friends who are visiting right now and we ordered a bottle of sparkling Rosé for $58. My friend gave him $70 and he gave us change which we didn't pay attention to at the time, left a tip and sat down. Unfortunately only then we realized that he gave us only $7 instead of $12 change. I went back to the bar and asked. He was kind of put off and said it was tax. He pretended (how I saw it) to look it up at the register and said, that it came out to $63 after tax. I never paid tax on top of a drink at a bar, and I'm not really a confrontational person, so I left it alone with the feeling of having been ripped off. I really think he thought he could take advantage of us because we were tourists.... and he was right. I don't think I'll go back there anytime soon.","11/2/2017"
"Hotel is beautiful and the management team is amazing. You cannot beat this view of the city either.","10/5/2017"
"I booked 2 rooms last minute at about $500 each for 2 nights. The service was good and the rooms were very nice and had a lot of nice features like a filtered water system and designer lighting. I wanted to plug my MacBook to the tv and the front desk had a HDMI cable that they delivered so I thought that was very nice. The rooftop is great and has views of the Brooklyn bridge and the city. It was my first time staying in Brooklyn as I always choose to stay in the city but I heard a lot of good things about this hotel and the design is beautiful. The reason for my 2 stars is due because after spending the $2000 plus tax and resort fees and another $800 in room service and food and drinks at the pool. They charged me an extra $150 per room because I checked out 30 min past the time. I would understand an hour but I just think that's unreasonable and I feel ripped off at this point.","9/28/2017"
"Wow, what a place!  The appointments inside the room were top notch - including luxe marble bathroom, digital lighting controls and a leather couch with a million dollar view of Manhattan and the Statue of Liberty.  This is not your average hotel room but rather a boutique hotel with real thought that went into offering a truly unique experience.  The staff was very helpful and engaging.  We had drinks in the lobby while listening to live music after going out to eat in the neighborhood.  Having Brooklyn Bridge Park literally at your feet was a big highlight.  In my opinion, it's the nicest hotel in Brooklyn and I wouldn't hesitate to recommend it to friends and family.","3/19/2017"
"This hotel is a real find-- a gem in Brooklyn. Great service--cool/hip, attentive and welcoming staff. The decor is something to see--modern/chic mixed with natural matierals (woods, stones, recycled fibers). Super pretty and calm--nice contrast with the city views out every window.  And definatley a Brooklyn vibe. The rooms are a bit small but cozy and high style--again, all natural woods, stones and even moss!  Beds are VERY comfortable--right amout of firm and soft and the robe--that's always my favorite accoutrement--was made of soft sweatshirt material. Loved it.  Fine fitness center, good cafe for food and coffee and a fun lobby bar.  I'm definately going back!","3/5/2017"
"Construction noise stared at 7am in the morning!!! It lasted one hour and we can finally fall sleep again then get awaken by loud/worse crazy machine sound again at 9:45am!!! I would give 0 star if I can!!! We called and they saying they are doing construction of their spa upstairs!!! And it's mild?! It's crazy loud and drive us crazy!!can't believe a hotel can let guest stay in this way!!!","5/17/2017"
"This hotel was comfortable, stylish and the views are phenomenal. The staff were lovely and the restaurant The Osprey has lovely fare. I high recommend it and will definitely stay there again!","12/20/2017"
"Beautiful space, killer service, and tasty cocktails! We had made a reservation for the rooftop, unfortunately due to weather the hotel/bar had to close the rooftop before we arrived. When we did arrive the staff was very understanding and accommodating and quickly made arrangements for us at great spot in the lobby bar. The space itself is worth a trip, location and views are wonderful. Host and servers are laid back and friendly. Cocktails were delicious too!","11/4/2017"
"Stayed here back in August came back after a long day to a room that smelled like cigarette smoke. Told the front desk and they sent up someone from security but nothing happened. Left for an hour to let it air out then came back to an even stronger smell. Told front desk they said they would switch me rooms after they sent up an engineer to verify the smell. Then they said that there were no rooms in the same configuration (meaning they didn't want to upgrade me) they put me in a sleeper room (meaning I could only sleep for the night and then I would have to change rooms a second time the next day) I thought they would have offered something anything to say sorry for the trouble but all I got was a sorry. Mind you this was at midnight. You're in the hospitality industry please don't do this to the next person 1hotel. I will say the rooftop is great but they close early and the hotel is earth-friendly.","9/3/2018"
"Beautiful rooftop.  Some of the most entitled, slow, aloof service I've seen in New York anywhere.  Management here needs to run a much tighter ship.  Food is slow.  Manager on rooftop is condescending and disengaged.   Food comes out cold.  Drinks are far too slow as bartenders are in la-la land.  Day we were there the waiter on rooftop was busy waiting on table of his friends and ignoring many of the other tables.  Overall unacceptable.  We have been regulars at 1 Miami and this has a long way to go yet....","8/27/2017"
"Super nice staff and beautiful hotel. Everyone in the coffee shop is super nice and the smoothies are bomb!","4/10/2017"
