"ReviewContent","ReviewStars","ReviewerInfo"
"So I received my scooter yesterday, I went for a ride today and after riding it for a while, the electric front brake started to fail. Basically when I was pressing it to brake, I could feel the engine shaking so hard to brake and sometimes the brake wouldn’t work. I’m so disappointed cause this shouldn’t happen on the second day of use. I was so excited with the look of the scooter and the quality structure, but the problem with the brake is inadmissible to keep it. Unfortunately I’m returning it.","1.0 out of 5 stars","Reviewed in the United States on June 10, 2021"
"Single cable to connect. Charged it overnight.  Display went on but scooter had no power to move. This was obviously never tested and for that, I will never trust a product from Segway.  Returned it.","1.0 out of 5 stars","Reviewed in the United States on May 6, 2022"
"Battery does not last long.","1.0 out of 5 stars","Reviewed in the United States on September 8, 2022"
"We had it for 3 months & then it stopped working","1.0 out of 5 stars","Reviewed in the United States on August 8, 2022"
"Does not go past 14 kph (8.7 mph) after less then a month. Not for city use. The slightest bump and it feels like the front wheel will break. If the pavement isn't perfectly flat it is teeth rattling and feels like I have been using a hammer drill. The customer service is horrible.  They keep telling me to connect it via Bluetooth to the App. But the scooter doesn't have Bluetooth.","1.0 out of 5 stars","Reviewed in the United States on November 17, 2021"
"Bought this for a short commute to work. Started out great, stayed charged and easily went up a small incline. After Two weeks of using this, the battery was not staying charged and it would no longer go up the small incline that it did so well at first. Definitely returning in for all you people who purchase it, keep your box because you may think it’s great but you’ll probably end up doing the same.","1.0 out of 5 stars","Reviewed in the United States on October 8, 2021"
"I would give it 0 stars if it was possible. The battery does not last for more than 30 to 45 minutes.  Battery life won't last even after 3 to 4 hours of charging. Please do not waste your money because the company won't give you your money back and they give you the runaround about the problem.","1.0 out of 5 stars","Reviewed in the United States on February 21, 2022"
"I've purchased 2 and had the same issue with them. They just stop charging. It isn't the charger either. My adult brother inlaw used them for his main form of transportation to the corner store and back a couple times a week. I just expected better of Segway, hence I bought 2! Save your money. Neither lasted a full year.","1.0 out of 5 stars","Reviewed in the United States on February 2, 2022"
"This was a Christmas gift for my son.  The battery through an error code 2 days after Christmas and it’s unusable now.  Customer support has been terrible.  I’ve been waiting for a return shipping label for over a week now.  I thought I did my research but this scooter is total garbage and Segway is doing nothing to fix.","1.0 out of 5 stars","Reviewed in the United States on January 10, 2022"
"No mention anywhere that this model has the external battery connector removed.","1.0 out of 5 stars","Reviewed in the United States on July 8, 2022"
"My son got to ride this once and needed charged.. we charged it but when. We took it off said it was still dead. So now it won’t charge or run. Paid a lot of money for this. Hoping they will send him a new one and take this one back.","1.0 out of 5 stars","Reviewed in the United States on February 14, 2022"
"Bought item for a Christmas gift. The unit never charged. My child was full of excitement only to be let down because the unit wouldn't charge. I contacted the manufacturer, followed all their recommendations and the thing still wouldn't charge. Thank goodness Amazon has been fair and easy return.","1.0 out of 5 stars","Reviewed in the United States 🇺🇸 on December 27, 2021"
"I waited until Christmas EVE to open which was my first mistake. Parts are missing and I am only given the option of returning.  This is so disappointing.  Literally presented my kid with an incomplete gift just to send it back on Monday.","1.0 out of 5 stars","Reviewed in the United States 🇺🇸 on December 24, 2021"
"my scooter cannot start after 2 month , it give me a error code 14 and i don't know how to fix it , send email to customer service , get a reply after1 month , redirect me to fill out a support from , it's been two weeks and still no reply , never buy from them again........","1.0 out of 5 stars","Reviewed in the United States 🇺🇸 on October 6, 2021"
"I purchased this late September for a Christmas present.  On Christmas took it out of box.  It would not charge at all.  It was out of return window of time.  They did take it back, but charged me $60","1.0 out of 5 stars","Reviewed in the United States 🇺🇸 on January 4, 2022"
"Low mileage","2.0 out of 5 stars","Reviewed in the United States 🇺🇸 on November 18, 2021"
"The power cable to attack the handlebar and the stem literally don't even fit. I haven't even been able to assemble it. I've tried for over an hour to squeeze the two together and have had neighbors attempt it as well. Useless. 1 star.","1.0 out of 5 stars","Reviewed in the United States 🇺🇸 on October 24, 2021"
"Be aware that this unit does not have Bluetooth connectivity and it cannot be changed to mph. Also, this has nothing to do with the review but for those searching, to change speed mode from Slow, Standard and Sport, double tap the power button.","1.0 out of 5 stars","Reviewed in the United States 🇺🇸 on September 20, 2021"
"Stopped working after a week. Can’t get in touch with any customer service.","1.0 out of 5 stars","Reviewed in the United States 🇺🇸 on April 25, 2022"
"This scooter was good for about 2 weeks. Then it went from 20km to 16km and wouldn’t go any faster. Do not waste your time or money on this product it’s a headache.","1.0 out of 5 stars","Reviewed in the United States 🇺🇸 on October 21, 2021"
"Fall down and crashed cuz a bump when first ride. Very unsafe hard wheel, couldn’t fit in with any unperfected road conditions,only backyard ride is safe.","1.0 out of 5 stars","Reviewed in the United States 🇺🇸 on November 15, 2021"
"I was sent a scooter with no screws or bell. From the looks of the package I’d assume the box was already opened and was used.","1.0 out of 5 stars","Reviewed in the United States on October 19, 2021"
"this is the 2nd one i bought, 1st one is good, but this one feels shaking, not safe to ride, especially for kids, easy to fall","1.0 out of 5 stars","Reviewed in the United States on July 28, 2021"
"Beware! $60 return fee and we never opend the box :( shou;d let customer know in advance.","1.0 out of 5 stars","Reviewed in the United States on October 18, 2021"
"Battery died with-in a couple of weeks of getting the scooter, sending it back.","1.0 out of 5 stars","Reviewed in the United States on November 10, 2021"
"the speed change from 26 to 17 now, why?","1.0 out of 5 stars","Reviewed in the United States on October 16, 2021"
"Scooter lost power after one week and I ended up returning it.","1.0 out of 5 stars","Reviewed in the United States on October 3, 2021"
"I bought a scooter and there’s no ring on","1.0 out of 5 stars","Reviewed in the United States on September 15, 2021"
"Battery is a Lie","1.0 out of 5 stars","Reviewed in the United States on November 11, 2021"
"It cannot use, error code 21","1.0 out of 5 stars","Reviewed in the United States on September 13, 2021"
"Children scooter Very slow and battery dies quickly","1.0 out of 5 stars","Reviewed in the United States on May 31, 2021"
"I wanted to get something to keep up with my kids. This has the needed power for someone over 200lbs. It has three settings, had to read the manual to understand the symbols. It's not hard to understand but a simple 123 seems like it would have been easier to remember if I don't use it for a few months. Not a huge deal I'm probably nitpicking there. The scooter has a nice rough board so I'm not worried about slipping which is nice. It folds which I also really like. Plus it folds really easily and opens back up really easy, big pro on that one. The low power setting for my size is not enough to get me up of an incline but is just right for flat roads. I find I have to switch back and forth. I assume as I get a hang if it I won't use the low speed. The last thing worth mentioning that is kind of a big deal is the fully electronic break. It's very easy to fall if I'm not careful. I worry in an emergency it will just make me stop too fast and go flying. I've seen a few models with both kind of breaks. I didn't understand it until trying this one. Something to keep in mind.","4.0 out of 5 stars","Reviewed in the United States 🇺🇸 on May 16, 2022"
"Bought this new at a local retail store. Charged it 100%. My 14yr old son/135 lbs rode it twice within 3 days of purchase, each trip it died before around 2 miles. Took it back for a refund.  Maybe we got a bad one, but we’ll be looking at a different brand instead.","1.0 out of 5 stars","Reviewed in the United States 🇺🇸 on November 2, 2022"
"this is really great to-go scooter, it's so lightweight compared to other electric scooter but still fast and fun * Build Quality & Design * Good quality throughout with some minor hiccups. Speed and brake lever feels a bit cheaply made plastic. Screen is nice and clear and have some colors.  The hand grips feel like they will peel after short use and not very comfortable. The lights works nice but switching them on is not vert intuitive. There is a kickstand so you won't need to lay this on the ground when not in used and the top of the board is sanded for extra grip and reassurance when riding. The charging port is found on the main pole where the battery is located. The battery in the pole makes it a bit bulky but nothing noticeable when you ride it. Folding mechanism is easy to use with just one click. * Assembly * Basically, plug the little cords together and tighten 6 screws with the included tool and you are good to go. 5 minutes! Really simple. * Operation * Nothing new here kick and press the throttle and you will be on your way. 3 modes economy, standard and sport. where the visual only distinction between standard and sport is a white icon and a red icon. to break you will have two options (other then just let go of the throttle), you can either use the door brake (manual) or the electronic front hand (well more finger) brake. The main issue with the electronic brake is the lack of feedback. I much rather have a proper manual brake lever as this might be a cause of a crash, specially as this is the front brake. The overall ride experience is pretty smooth and comfortable. The flat-free hollow tires are surprisingly good and the front shock provide some relief from bumps. There is only one button to control all the functionality, on/off, mode selection and lights on/off. Pros: Lightweight, Smooth Ride, Range, Design Cons: Grips, Electronic Brake, One button control, Speed? Even with the minor hiccups, It's a rather fun electric scooter that is easy to carry around and load and unload from your car or public transport. It offers a good range and smooth ride in a reasonable price","4.0 out of 5 stars","Reviewed in the United States 🇺🇸 on December 6, 2020"
"I wish it wasn't the middle of winter because I would be using it a lot more. I was extremely nervous the first time I tried it because I am extremely clumsy, so I was expecting to be terrible at it, but it is so easy to ride. Very seamless. You just kick off a couple times with your foot and off you go. You can use the front brake or the back brake that you step on to slow the scooter, so it's nice to have both options. I am just a touch over the weight limit as well and it carries me with no problems. I probably don't get as good of a battery life as a skinny person, but it still lasts me a good long while. It can MOVE too. Quite quickly, which is why I immediately ordered a helmet/pads to wear when I am using it. I don't want to hurt myself too badly if I wear to go flying off/have a collision while at the higher speeds. My daughter has the kids version of this one and it's so much fun to ride together. Great bonding time. I love this thing. My one complaint- the little part that you stick in to attach the handlebars to the rest of the scooter was a PAIN IN THE REAR. Seriously. I had to have 2 other people help me with it and then ended up having to adjust the pins that were completely out of whack. I watched youtube videos just to see if I was going crazy and they had a seamless time of it, but mine, the pins were NOT lined up where they were supposed to be, so it was a chore to get together. I was very close to giving up on it and chucking in in the landfill, but glad I persisted. But it was a huge, giant headache.","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on December 6, 2020"
"","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on November 25, 2020"
"When I visited Miami last year, I saw these (or similar ones) all over the place. I think they're owned by Uber and you can rent them for travel out and about. I actually live in a Texan suburb so while I couldn't use this for commuting (even though I'm working from home), I DO use it to go out and about. I make it to the CVS (a 13 minute walk) in less than 5 minutes. It's such a better alternative than having to start up my car and drive short distances, both from a gas/mileage standpoint and environmentally speaking. This is a beautifully designed scooter with the orange standing out and making it visible for drivers on the road. Future iterations of this could also include glow in the dark orange paint for riding it in darker conditions, but the headlight does address visibility issues both for the scooter as you navigate in front of you and for onlookers to avoid hitting you. It holds a charge remarkably well - have only had to do a full recharge  ONCE after three weeks of using it to go out and about.  The controls are very easy to navigate as well, with the brake on the left handlebar and accelerator on the right. It feels smooth and easy while you're on it, and the scooter shifts alongside your body as you turn corners.  It's very easy to store as you can fold it up and put it away. This is just SO easy and simple to use, straight out of the box and every day thereafter. If you're looking for a scooter, this is the one.","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on December 4, 2020"
"","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on November 22, 2020"
"I have been seeking a way to kick the Covid-blue and this Segway scooter is perfect for that purpose.  I will tell you, it is virtually impossible to be unhappy while riding around on this thing. Assembly is easy and took about 5 minutes.  The handlebars come disconnected.  Just connect them and you are off and running.  The speed is pretty good at a consistent 12.4 mph.  I haven't maxed out the distance but it appears to be a consistent with the specs at just over 12 miles.  It doesn't fold up super small but small enough for a commuter train.  It is also only 20 lbs so you can transport it easily. The ride is smooth and operation is super easy.  This is a kick start scooter so you need to get up over a couple miles per hour on your own before the electronic motor kicks in.  Just kick start like a regular non-electric scooter and hold down the lever control.  There are two options for braking which is handy.  The handlebar brake is a small lever but there is also a brake on the back wheel. This scooter is so much fun!","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on January 18, 2021"
"Battery life test in real world conditions with hills , higher speeds and bumps is about 60% of what is advertised. Don't let that stop you though if you don't need a long range... This is a really perfect & stable scooter for most people. I rode it all day and had no issues with performance or quality. A warning though, be careful going over  driveway lips or small potholes. I wiped out on my first ride because I did not slow my speed and approached the driveway (that wasn't 100% level to the street) at an angle. That's really the only thing to be concerned about. I love this scooter and so does most people I ride past 😁. Also another note: the top speed of  12 mph feels like biking at 25 mph. This is my first scooter so I don't have much reference, but I would not want to go much faster. The ninebot max with 18 mph top speed would be the most I would ever need. Hard to believe people are riding scooters going 40-60mph. Stay safe.","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on December 31, 2020"
"The ES1L scooter is a new model from Segway with a slightly lower top speed and less range than some of their other models, but at a significantly lower price.  You cannot connect it to your phone like you can with some Segway products (Like the Segway miniPRO that I also have).  But for the price, it is an excellent value and still maintains the high level of quality that you normally find in all Segway products. It has a top speed of 12.4 mph and a maximum range of 12.4 miles, and the maximum weight it can handle is 220 pounds.  Of course if you are always operating it at the highest speed, the range will suffer. I think this is a perfect scooter to use for commuting in the downtown area of a big city.  It is also useful for keeping in the back of your car and using when you are at a park or another place you are visiting where it's not convenient to drive, but you also don't feel like walking.","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on December 3, 2020"
"As a mom with 3 kids, 2 being very young, I don't normally go anywhere alone.  Sometimes though I like to just wonder the neighborhood and get my thoughts together,  so I use this to do so.  It's perfect for me to take a nice 30mins to a hour ride around the neighborhood.  The ride is pretty smooth and it has a good speed to it.  It's also relatively lightweight for a rideon scooter and can be lug around during commuting.","4.0 out of 5 stars","Reviewed in the United States 🇺🇸 on December 15, 2020"
"The Segway Ninebots are great scooters, and this is one of the more entry level ones.  The downside is primarily the speed/motor on it, while still good just a bit slower.  The batteries are located in the handle, which can make it a bit top heavy for a kid, but allows the base to be lower and a bit bouncier which is nice. Folds up, nice kickstand, controls are easy to use and I like the color accents.","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on April 27, 2021"
"This is easy to use and it works great. My teen is scared to ride it, but her older brother enjoys it a lot.","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on July 20, 2021"
"I now own two of these (different brands) so I can make a solid comparison between the two and this one definitely falls short in the most important categories. The listing claims that it has a max speed of 20 km/h, but I haven't been able to get it to go over 16 km/h even at full charge. That's a 20% decrease in performance which is VERY apparent. My other electric scooter can go up to 25 km/h which makes for a much more enjoyable ride. This thing feels pretty slow unfortunately. Other than the speed performance, this thing handles well, has a nice sleek design, and the headlight is very bright. Holds a charge for a good amount of time, but I haven't put it to the test enough to speak too in depth on the battery life. Overall it's still fun to ride, but I wish the speed performance was as advertised.","3.0 out of 5 stars","Reviewed in the United States 🇺🇸 on December 23, 2020"
"Does not go every fast. Takes a long time to charge. Runs out of power.","2.0 out of 5 stars","Reviewed in the United States 🇺🇸 on November 27, 2021"
"You would think it would have a “find my iPhone” type feature - it does not - lock it up or you will never see it again. I’m very disappointed that there is not security measure in place. I will not buy again. I reached out to customer service and they won't respond.","1.0 out of 5 stars","Reviewed in the United States 🇺🇸 on October 14, 2021"
"This was my first electric scooter. It’s a nice “entry-level” scooter if you don’t want to spend thousands on something you are not sure how often you will use it. After trying this one out, I may go for a slightly higher grade model next time. I would buy from the same manufacturer since I think this is great quality for the price. I like how light weight it is so I can take it to the grocery store and put it in the cart while I do my shopping. I also bought a shoulder strap so I can carry it when not riding, but although it’s light weight, it’s still nearly 25lbs and still quite long folded up so it’s not really practical to be walking down store aisles with it on your shoulder even if you can. Speed: I think the description says 15mph, I can go up to 20mph on level ground, got it up to 26 downhill. I am 6 ft 200lbs so I think someone lighter might go a little faster on flat land. Also if you are a little smaller it may not feel as “light weight”. Headlight: I thought this would be a weak light that shines so others can see you, but it actually illuminated the road well. My plan is not to ride at night but sometimes you get caught out later than expected and it’s a nice feature to have. Charge: the charge lasts a while. I haven’t yet tested it the full distance but it seems like it will go as stated. I’ll update if the battery dies quickly over time.  If I were to buy again I will research replacement batteries. I didn’t for this scooter so I don’t know if the replacement options are good or bad, but I think it would be good to have a spare battery. Negatives: Hills: not a true negative as it will for up the incline stated in the description fine, and maybe even slightly more than that… but that is a low incline. Just don’t expect it to go up a steep hill. I live near the coast so I am on mostly flat land, I just have a hill when I leave the costal area. It’s not a big deal if you get good momentum at the bottom you can get up part of the hill and then kick your way up, but you may be disappointed if you live in the mountains.  I’ll see if I can find the slope of a hill and update later. Shocks: it hits bumps really hard, if you have a sidewalk that isn’t level, say a 3/4 inch bump, you really feel it. This may be due to the tires not being inflatable. That is a trade off I guess I am willing to make because the positive is you don’t get flats. This seems more like a trade off you need to evaluate for yourself rather than a negative so I didn’t reduce star rating. Just know if you have really bad roads you may want to get a scooter with different shocks or tires.","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on December 15, 2021"
"So I purchased this scooter to go to work and save the money I use for monthly Metrocards. So far, it's really not bad. I like the three different modes, normally I only use the moderate and sports mode.  The light is great and really bright for the early mornings. But the battery life sucks. My job is 3miles away with only 2 hills so about 6 miles in total a day for 5 days a week. By the time I get to work, the battery is at 48%. Coming home is a little less- at 55-60% and I think it could definitely be that the light drains the battery. I weigh 170 and carry a light backpack so idk if the weight plays a role as well or what not. Whatever. I like it though, its my first scooter and has definitely opened my eyes to looking into scooters instead of cars.","4.0 out of 5 stars","Reviewed in the United States 🇺🇸 on November 6, 2021"
"I was skeptical of this scooter because of its entry level price but all I can say is WOW. What a great value! It’s very comfortable, the range is great and the battery indicator is so handy in knowing how much juice there’s left. It easily folds and goes into the trunk or back seat. Highly recommended","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on November 13, 2021"
"If you live in a smaller city like Columbus OH you can get across it very easily from point A to point B to recharge the device. It is not the device for you if you wanna be out all day on it. I’m 6’1” 200lbs and it gets about 6 to 7 miles of range but it reaches expected full speed.","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on August 21, 2021"
"We camp a lot during the warmer months and our kids have hoverboards and electric scooters. We rode theirs this past year and I knew my husband would love an adult one to ride. Well he does! Goes 20+ mph and he’s blowing in the wind! Great purchase for the product! Hope it holds up but since it’s a Segway brand product I am sure it will!!!","5.0 out of 5 stars","Reviewed in the United States on December 25, 2021"
"Super light scooter and folds up great for easy storage. The scooter doesn't go very fast and certainly will not go up a hill to save your life. The instructions on how to use the scooter are crap. I think that it shows in kilometers and not MPH.","4.0 out of 5 stars","Reviewed in the United States on October 6, 2021"
"My 12yo got this for Christmas and loves it. If the battery needs a full charge it takes a long time and lasts about an hour maybe two hours of constant riding. For scooting around the neighborhood it’s perfect.","5.0 out of 5 stars","Reviewed in the United States on January 7, 2022"
"Love these! Battery life has been great. We take them everywhere with us","5.0 out of 5 stars","Reviewed in the United States on July 29, 2021"
"","5.0 out of 5 stars","Reviewed in the United States on November 3, 2021"
"For the money, can’t beat it. Good speed, tech, mileage. Liked it so much my son’s two roommates bought the same unit.","5.0 out of 5 stars","Reviewed in the United States on October 3, 2021"
"Excelente producto de muy buena calidad, el acabado es genial, fácil de llevar la batería es duradera, es genial","5.0 out of 5 stars","Reviewed in the United States on October 25, 2021"
"I am loving this very easy set up and it runs great even on the bumpy road the shocks work great and it’s fun me and my wife are enjoying this very much","5.0 out of 5 stars","Reviewed in the United States on November 13, 2021"
"","5.0 out of 5 stars","Reviewed in the United States on October 25, 2021"
"is great for my 12 years old daughter.","5.0 out of 5 stars","Reviewed in the United States on August 22, 2022"
"Bought this for my 12 year old granddaughters birthday..she loves it..it is also great for walking the dog! I will buy a 2nd one for her sister who is 10","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on September 27, 2021"
"It is a pretty solid device. The battery life is not what they claim, but still good. Its very sturdy and handles bumps in the road well. Also goes up hill at a good pace. Overall worth the price.","4.0 out of 5 stars","Reviewed in the United States 🇺🇸 on September 24, 2021"
"Suspension bottoms out and hit too hard on bumps","3.0 out of 5 stars","Reviewed in the United States 🇺🇸 on December 10, 2021"
"Great product great prices","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on July 13, 2021"
"Easy to use but short battery life","4.0 out of 5 stars","Reviewed in the United States 🇺🇸 on October 4, 2021"
"Buy it","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on September 24, 2021"
"Runs great and batteries last!","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on January 3, 2022"
"This could be better…also this is the only Segway that doesn’t have Bluetooth and it’s a bit slower then others","4.0 out of 5 stars","Reviewed in the United States 🇺🇸 on December 8, 2021"
"Mi hijo está feliz","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on December 9, 2021"
"My grandso liked it so much I bought another fir his brother","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on December 3, 2021"
"Great urban scooter but not for hills. I have a big trouble going uphills.","4.0 out of 5 stars","Reviewed in the United States 🇺🇸 on December 13, 2021"
"This scooter is so much fun and fast battery life is amazing so far so good","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on December 27, 2020"
"","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on May 15, 2021"
"Great scooter works great. Battery seems to be depleting faster even a month in though","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on August 15, 2021"
"I bought this model for my daughter and she loves it.  It’s quiet, smooth  and fast enough for a 10 year old.  The scooter is built for a teen and above size person and my 10 year old looks tiny using it but she got used to it pretty quickly.  I wanted something that she will not outgrow in a year.  I think it’s a great scooter overall.  Pretty happy with it so far","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on June 7, 2022"
"The only thing that was hard in assembling with the scooter was attacking the power cord from the handlebars to the down tube on the scooter. It needs to be exactly fitting! I love the scooter it is heavy duty and holds up to everything they claim it will do. I bought this for a Christmas present for my grandson and it was the best present I could of purchased. Great choice.","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on January 10, 2021"
"Control speed is great","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on August 10, 2022"
"After two weeks of using this, it shows error 21. Do not buy!","1.0 out of 5 stars","Reviewed in the United States 🇺🇸 on September 30, 2021"
"I think the battery runs a little fast than I thought. But everything else seems fine. Also its speed is not that fast but it’s enough for me.","4.0 out of 5 stars","Reviewed in the United States 🇺🇸 on November 8, 2021"
"","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on June 11, 2022"
"I’ve had so much fun riding this! I highly recommend it, it moves well & smooth & it had a good battery with a 1hr ride limit till it needs to be charged. I always use it to go to the store, pickup something, bart, and just for fun too! Really handy & very fun, great purchase!","5.0 out of 5 stars","Reviewed in the United States on January 20, 2021"
"I use the scooter to commute around town when I dont want to use my car. Overall this has done more than a great job getting me from point A to B. The battery will last a good 4 or 5 round trips. My only complaints are 1) that there doesn't appear to be a way to switch the speedometer from kmph to mph and 2) there isnt any difference in top speed between standard and sport mode. The only time I could tell a difference is when I was going uphill. It certainly has more torque, but not more top speed. Great product, high quality materials, and the assembly was easy with the included allen key","5.0 out of 5 stars","Reviewed in the United States on July 1, 2021"
"She's great,  sport mode a little more power which is good..","5.0 out of 5 stars","Reviewed in the United States on July 8, 2022"
"It looks exactly like it does in the picture. Its handlebars are a little below my shoulder height (I'm 5' 0""). The assembly wasn't difficult. There are six screws with very obvious holes and a tool to help screw them in. They don't have to be screwed in super tightly, but enough to keep the handlebars firm. It's a little bumpy riding on surfaces that aren't very smooth so you can feel the different pieces of pavement as you ride over it. As expected, it struggles on any hill that is somewhat steep. I find it helps to just push it along with my foot (like a regular scooter) while also using the power for hills. It took a while to charge the first time, a few hours. It rode well and displays your speed in km (not miles) and shows the battery life. It is my second day having it so I will update this review if things go badly. Update: This is my first week of having it. I ride it about 4-5 miles a day back and forth to school. The scooter carries about in the 150lbs range when I ride it, once you add in the back pack and huge textbooks. This distance (including a steep hill for the last few hundred feet of the trip) takes a little less than half of the battery displayed. Update: I'm now two months in and it still handles great! I'm not sure if other people have gotten an off chance dud, but I have been very satisfied with mine.","4.0 out of 5 stars","Reviewed in the United States on August 25, 2021"
"Great product. My son is loving it. Easy drive and control.","5.0 out of 5 stars","Reviewed in the United States on December 6, 2020"
"Out of the box it came fairly charged which was nice. Assembly was simple, only being the top section which luckily has a tool provided for the screws. And, the controls are very simple, along with a nice screen to show off settings, speed, etc. Also, despite me most likely not going to use it a lot, it does come with an toggleable light on it. A very great scooter.","5.0 out of 5 stars","Reviewed in the United States on May 11, 2022"
"had lot fun, works for Price, like the color.","4.0 out of 5 stars","Reviewed in the United States on November 22, 2020"
"Great quality! My son loves it!","5.0 out of 5 stars","Reviewed in the United States on September 6, 2021"
"Always wanted an electric scooter as a kid but finally I got one at a good price this scooter is amazingly lightweight easy to ride with good tires and range. I actually went up to the hiking trails with it and rode all the way back down. A bit scary but the most fun I have had yet, I ride it everywhere when I’m stressed and need to leave the house.","5.0 out of 5 stars","Reviewed in the United States on August 3, 2022"
"So much fun and well built. It charges quickly and had a % charge level. I haven’t been able to change the km to mi on the display. It has a decent battery life but not nearly 12 miles claim range even in economy mode. If you weight 100 pounds that may be true but I got around 7 or 8 miles. There is very little difference in Sport and Standard mode as far as I can tell. It was comfortable enough but you can feel everything.","5.0 out of 5 stars","Reviewed in the United States on May 21, 2022"
"Excellent product","5.0 out of 5 stars","Reviewed in the United States on December 6, 2022"
"I’m 76 but adventurous. I’ve tried a couple of rental scooters and enjoy the experience. I weigh 200. After my first spill I bought all the safety equipment. There is an element of inherent danger to consider. That said, I am having a huge amount of fun with this. A little practice and I get better each time. Yes, it doesn’t go really fast, just fast enough for me. As a first scooter it is a great buy and durable too. Setup was incredibly easy and fast. While it isn’t tremendously light or really compact I have nothing to compare it to Its easy to load in my car trunk but not light or compact enough to easily travel with it","5.0 out of 5 stars","Reviewed in the United States on June 27, 2022"
"Fácil de usar, muy divertido, gran precio. Ojo LAS INSTRUCCIONES DE ARMADO no están completas en Español.","","Reviewed in Mexico on January 11, 2023"
"Fue un regalo para mi hijo y esta muy feliz, materiales, funcionamiento, batería excelentes.","","Reviewed in Mexico on January 7, 2023"
"Dice en las Instrucciones que trae una campaña pero no viene la campaña todo lo demás está bien.","","Reviewed in Mexico on December 30, 2022"
"Battery life is good. 4 hrs full charging time. Runs good . No complaints yet. Would recommend to buy","","Reviewed in Canada on August 9, 2022"
"prix 650$ parfait pour courte distance (20km d<autonomie) roule a 20km/h peut monter de petites pentes.  sinon il faut debourser plus de 1000$ pour de meilleure performance. poids max 220lbs","","Reviewed in Canada on July 23, 2022"
"Antes de comprar este producto hice investigaciones de marcas reviews etc.. comprando el producto uno entiende todos los problemas que con lleva, que si la batería no le dura lo suficiente, que si las llantas se rompen o que son inflables, etc. yo compre el scooter literalmente para “dominguear” no como medio de transporte ya que la ciudad no está apta para usarlo en la calle con tránsito de carros, para lo que yo lo necesito es un producto excelente, si tú necesitas el scooter como medio de transporte utilizarlo a diario etc.. mejor busca otro review de alguien que lo utilice para eso , para lo que yo lo necesito funciona perfectamente y soy muy feliz con el, no pesa así que lo puedo traer de un lugar a otro sin problemas, no lo he utilizado en pendientes siempre en plano, disfruto mucho los paseos","","Reviewed in Mexico on March 20, 2022"
"El scooter llegó antes de lo esperado, tiene muy buen material,  al momento funciona bien y se siente muy cómodo para su uso,  la barría dura dependiendo como se use","","Reviewed in Mexico on July 1, 2022"
"Creo que conforme pasa el tiempo más me gusta este chunche. Es ágil y tiene tres modos de conducción que lo pueden volver bastante veloz. En el modo más lento la duración de la batería es buena aunque creo que lo siguiente será adquirir una batería extra exterior. Lo de las ruedas imponchables compensa el tener que recibir todas las rugosidades del camino. Su lámpara frontal es muy buena para iluminar el camino aunque obviamente reduce la carga de la batería. Lo volvería a comprar.","","Reviewed in Mexico on April 13, 2022"
"Debería de durar más la batería. Y la función sport “plus” no es nada diferente de la versión sport. Lo demás es un buen patín","","Reviewed in Mexico 🇲🇽 on January 3, 2022"
"No se mueve... problema con algo...","","Reviewed in Mexico 🇲🇽 on December 29, 2022"
"Excelente Scooter","","Reviewed in Mexico 🇲🇽 on August 24, 2021"
"While this scooter is functional and great in many ways do not think that this is a equal alternative to the regular flagship models. This model is quite a bit smaller and shorter and on other websites is actually advertised for teens and not labeled as a adult sized scooter. Secondly my scooter had a defect with the break and accelerator buttons, and trying to return it to Amazon has been a nightmare. I strongly suggest you think carefully before purchasing this model and do not rely on your prime membership or Amazon usual hassle free returns if you plan to buy this.","","Reviewed in Canada 🇨🇦 on September 6, 2022"
