brand,reviewID,reviewContent,reviewStars,reviewDate,reviewCountry
"rexona","1675934300-206","Master well the smells, very effective. Control Odors Well, very effective.",4,"December 12, 2021","France"
"rexona","1675934300-207","Very happy, I've been using Havepy, I have been using it for a long time",5,"May 23, 2022","Spain"
"rexona","1675934300-208","My wife always used Rexona as a stick around this time I wanted to try Deo as a cream.
Totally impractical because the dosage is unclear. But the worst is the smell. It's very, very cute. Simply artificial and uncomfortable. Unfortunately, this deodorant Stick was immediately disposed of. It was just a bad buy. I also ordered a version of it for men and I'm now curious to see how it smells .My Wife Always Used Rexona as a stick so that time I want to try deodorant as a cream.
Totally impractical as the dosage is unclear. But the worst part is the smell. It is very very sweet. Simply artificial and unpleasant. Unfitunately, this deodorant stick was immediately disposed of. It was Simply a Bad Buy. I Ordered a version of it for men and at now curious to see what it smells like.",1,"December 3, 2022","Germany"
"rexona","1675934300-209","Super fragrance even with strong sweating. Rather female fragrance, but due to the freshness also suitable for men if you like it. My wife loves the fragrance on me ;-) Super Scent Even with Heavy Perspiration. Rather feminine scent, but so suitible for men if you like it due to the freshness. My Wife Loves The Scent on Me ;-)",5,"January 17, 2022","Germany"
"rexona","1675934300-210","The smell stays long it is nice ^^ Smelling the day is better! I advise it even if the style of turning below is boring ^^ But good.The Smell stays for a long time it is pleasant ^^ Smelling good during the day is better! I Advise it even if the style of turning under it is annoying ^^ but good.",5,"February 6, 2022","France"
"rexona","1675934300-211","I have been using Rexona for 4 years and I am always mega satisfied. I have a savings subscription and get new Rexona every month. I am really satisfied and happy that such a good product found. I have a saving subscription and get new rexona every month. I am Realy Satisfied and Happy That I Found Such a Good Product.",5,"December 15, 2021","Germany"
"rexona","1675934300-212","This is the best deodorant ever. It keeps fresh all day. You just have to apply it to the cleaned skin in the morning and you are protected from welding and sweaty smell all day. Even if you want to sweat more, wet may occur, but there is absolutely no smell.
The fragrance is fresh and subtle and the product is very productive.
I have been using the deodorant for years and will never use another deodorant again. Absolutely recommended! This is the best deodorant ever. IT Keeps Fresh All Day. It is only to reach it to Cleansed Skin Once in the Morning and Is Protected From Sweat Moisture and Sweat Odor throughout the Day. Even if you sweat more heavy, there may be moisture, but there is absolutely no smell.
The fragrance is fresh and subtle and the product is very productive.
I have be using the deodorant for years and will never use another deodorant again absolutely resCOMMENDABLE!",5,"March 6, 2021","Germany"
"rexona","1675934300-213","It is great and meets what it promises. If it is true that stains and dirties clothes if it does not dry out before but that is the only stick that could put it. Hard all day and even more with the effect. It is True that it Stains and Soils Clothes If it Doesn't Dry First, But that's The Only Downside I Could Put On It. You Last All Day and Even Longer with the Effect.",5,"October 27, 2021","Spain"
"rexona","1675934300-214","Extremely effective deodorant but the smell is extremely too present !!!
She even manages to bother me at the end of the day, this is my only huge reproach!
We no longer even feel our perfume, only the smell of deo all day, it is almost vomit. In the end, it may make believe that we cover the smell of our perspiration under a too strong we scent! Leave white traces if you put too much, a single wheel of the wheel by armpits is largely enough.
It lasts a long time: 1 month ½ to 2 months approximately 3 users.
Advice to use it very little. Extemely effective deodorant But the Smell is extremely Too present !!!
She even Bothers me at the end of the day, it's my only immense repubn!
We donate even smell Our fragrance, Only the Smell of the Deo All Day, It's Almost Vomitative. In the end, it may make believe that we cover the smel of our sweat under a scent we too strong! Leaves White Marks if you put too much, only one turn of the Wheel in Underarms is that Enough.
IT Lasts A Long Time: 1 MONTH ½ To 2 MONTHS APPROXIMATily to 3 users.
Use Advice Put Very Little.",3,"March 28, 2021","France"
"rexona","1675934300-215","It smells phenomenal and you can spend all day without worry",5,"April 1, 2022","Spain"
"rexona","1675934300-216","If you are looking for an effective sweeping anti you will not find better!

Be careful however: the tube is not the same as in the first photo ... It is that of the sixth photo. However, the product is exactly the same, same smell, same effect. IUS are look for an effective anti -personnel you will not find better!

Be careful nightver: the tube is not the same as in the first photo ... It is the one in the sixth photo. However, The Product is Exactly The Same, Same Smell, Same Effect.",4,"February 15, 2021","France"
"rexona","1675934300-217","It is perfect. I like the aroma and lasts, in my case, 3 days even if I give myself daily. Does not irritate.it's perfect. I Like The Aroma and Lasts, In My Case, 3 Days Even If I Shower Daily. It doesn't irritate.",5,"February 18, 2022","Spain"
"rexona","1675934300-218","This deodorant is the only thing that prevents me from sweating.
The fragrance is very pleasant fresh and lasts all day.
The only minus point: Leave if you do not take care of unsightly white spots when tightening.
The scent is very fresh and LASTS All Day Long.
The only minus: If you don't have pay Attention to dressing, Leaves ours White Spots.",5,"November 16, 2021","Germany"
"rexona","1675934300-219","It is a good antitranspirant and it smells good but it has not lasted almost anything. Any other spray or cream deodorant has lasting much more. ANY OTHER SPRAY OR CREAM AODORANT YOU HAVE LASTED ME LONGER.",4,"July 1, 2021","Spain"
"rexona","1675934300-220","My partner asked for it, since it is the deodorant he usually uses. It is very durable, even more than 48h. Although it is a bit expensive for the amount that comes, when it lasts so many hours it is not necessary to use it every day, since it resists the showers without losing its deodorant and anti -transpirant effect. Its smell is subtle and pleasant.",4,"January 17, 2021","Spain"
"rexona","1675934300-221","I have been using Nivea's deodorant cream for years, with which I am very satisfied. Now I wanted to try a new fragrance. The smell itself is pleasant, light and does not cover the perfume, which I also use. The long -term effect is also fine with 1 day. Unfortunately, this deodorant cream leaves white spots on the clothes and that doesn't work for me at all. Will not buy them again. I have be -use Nivea deodorant Cream for Years, which I am very satisfied with. Now I Wanted to Try Out a New Fragrance. The Smell Itself is Pleasant, Light and Doesn't Cover Up the Perfume I Use in Addition. The long-term effect is ok with 1 day. Unfitunately, this deodorant cream leaves white spots on my clothes and that does not work for me at all.",3,"December 19, 2021","Germany"
"rexona","1675934300-222","Smell and freshness are ok, but it turns off and you have the edges or stripes everywhere and that annoys.",2,"August 15, 2022","Germany"
"rexona","1675934300-224","New deodorant, durable, relevant format and you have to be careful when throwing. It is not advisable to throw and instantly place shirt .. leave Camacho. Very practical when using, economiza and I like that. It is my first time that I have already asked to give news .. Meanwhile, shchita and good smell! New deodorant, durable, relief format and care must be take when casting. It is not recommended to this and instantly put shirt .. Leaves Camacho Groove. Vary practical when using, it economizes and i like that. It is my first time that I have ordered I will be giving news .. Meanwhile, Shower and Good Smell!",5,"August 21, 2021","Spain"
"rexona","1675934300-225","A bit expensive, but my wife was satisfied with the deodorant bit expensive, but my wife was happy with the deodorant",5,"March 12, 2022","Germany"
"rexona","1675934300-226","It is effective against smell and sweat.
Its aroma is like Talcoit is Effective Against Odor and Sweat.
STIs aroma is like talc",5,"March 4, 2022","Spain"
"rexona","1675934300-227","I love this deodorant, they are the best both for sweat and smell Wonder",5,"January 15, 2022","Spain"
"rexona","1675934300-228","The best deodorant !!! I hardly sweat through the deodorant. Would buy it again and again and can only do it to every recommendation best deodorant !!! I Barely sweat through the deodorant. Would buy it again and again and can only recommend it to everone",5,"January 15, 2022","Germany"
"rexona","1675934300-229","The smell is very pleasant and this deodorant cream has been helping me for years.

The only thing that bothers me leaves it spots if you are not careful and immediately wash away or dab it off.

I am very satisfied and I am no longer used and sweating has gotten much less.

The only thing that bother me is that it leaves stains if you'R not careful and immediately wash them out or dabb theme.

I am very satisfied and no Longer use any other and the sweating has become much less.",5,"August 1, 2021","Germany"
"rexona","1675934300-230","Durable effect against perspiration. It is appreciated that it does not have perfume because the other modalities can become very cloying. You have to take into account a couple of things so that it works and not Manche:
✅ Put a minimum amount (a single wheel turn)
✅ The skin has to be totally dry
✅ Once placed you have to let dry very well not to stain clothes
✅ If applied before going to sleep, the effect is more durable because it inhibits sweating in its lowest cycle Lasting Effect Against perspiration it is appreciated that it does not have perfume scholarship the other Modalities Can Become Vray Cloying. You have to take an account to coupling of things to work and does not stain:
✅ Put a Minimum Amount (A Single Spin of the Wheel)
✅ The Skin you have to be completely dry
✅ eleven placed it must be allowed to dry very well so as notin clothes
✅ IF APPLIED BEFORE GOING TO SLEEP THE EFECT IS MORE DURABLE SELEP",5,"September 28, 2020","Spain"
"rexona","1675934300-231","The best deodorant I have tried to date. Super cash, durability and protection are very good and does not stain like most deodorants in the market. I give him 5 stars! The Best Deorant i've tried to date. Super Effective, Durability and Protection Are Vray Good and Will Not Stain Like Most Deodorants On The Market. I Give It 5 Stars!",5,"October 25, 2021","Spain"
"rexona","1675934300-232","Frankly, after more than a month of testing I am completely satisfied.
I tried tons of different deo and it is the only one that really works.
Even at the end of the day it does not feel the old deo or other.
You don't even have to put tons and a simple deo, a good month, a good month.
I've tried tons of different demo and it's the only one that really works.
Even at the end of the day it doesn't Smell Like Old Demo or Whatever.
You do not need to put tons of it and a simple deto for a quiet month.",5,"July 4, 2021","France"
"rexona","1675934300-233","Endure but he. I don't like a very much hold on but the. Smell i don't like it lots",4,"September 1, 2021","Spain"
"rexona","1675934300-234","It's probably the best deodorant in the market, the scent is good and it's very efficient ! The delivery was quick and in good shape. I recommand it for people who are afraid the have some bad scent, it's perfect and it last all the day.",4,"January 14, 2021","Germany"
"rexona","1675934300-235","super Preis!great price!",5,"March 30, 2022","Germany"
"rexona","1675934300-236","It is great, I no longer use another, we endure very well we all use it indistinctly since it is a neutral smell for allit's great, and Don't use Another One Anymore, It Holds Up Vry Well We All Use It At Home Indistincly Since Since it is a neutral smell for Everyone",5,"November 27, 2021","Spain"
"rexona","1675934300-237","Deodorant that I have been using for a long time, the only deodorant that allows you to stay all day without smells.
Be careful not to dress immediately after having put it on traces of clothing. Deodorant that I have been using a long time, the only deodorant that allows you to stay odour-brother all day.
Be Careful not to Dress Immediately After Putting It On Becaus Leaves Marks on the Clothes.",5,"October 17, 2021","France"
"rexona","1675934300-238","Top! can try the clothes when you dress but the traces go to washing and take out Water -style! Can Stain Clothes when you get dressed but the marks leave in the wash and can be removed with water",5,"January 31, 2022","France"
"rexona","1675934300-239","I am a man and I put this deodorant. It's simply the best deo on the market! I tested dozens and none happen to her ankle! No irritation and odor not too heady.
If you have perspiration problems, this is the deodorant you need. I also tried Etiaxyl but far too aggressive and toxic. This one is really perfect! I'm a man and i put on this deodorant. It's just the Best Deo on the Market! The tested dozens of them and none happen to her ankle! No irritation and not too much stubborn smell.
If you have Sweating Problems, This is the Deodorant You Need. I HAD ALSO TRIED ETIAXYL But FAR Too aggressive and toxic. This One is Really Perfect!",5,"March 7, 2021","France"
"rexona","1675934300-240","It is a very durable deodorant, I have not found it anywhere. After being out of home, he still smells well. And it does not leave a very strong smell on the clothes a durable deodorant, I have't Found Itwhere. After Being Away From Home for 18h It Still Smells Good. And it doesn't leave to Vary Strong Smell on Clothes",5,"September 19, 2021","Spain"
"rexona","1675934300-242","Finally a deodorant where I don't have to be afraid to stink. I am absolutely enthusiastic final a deodorant where i any have to be afraid to stink. I'm absolutely thrilled",5,"December 29, 2021","Germany"
"rexona","1675934300-243","I really like this cream deodorant because it really leaves your underarms dry, fresh with a clean feeling for a two days with only one application. But the main problem is that this products white stains all over the clothes. When applying the product, I recommend to leave the cream drying at least 10-15 minutes before wearing any clothes",3,"October 29, 2021","Germany"
"rexona","1675934300-244","Very good deo, can everybody advice to use these, amazon has the best price and delivery time!",5,"December 6, 2021","Germany"
"rexona","1675934300-245","I have asked for two to try and have arrived great. They smell wonderfully and are durable when one puts them on. They smell great and are durable when you put them on.",5,"November 25, 2021","Spain"
"rexona","1675934300-246","The deodorant is great in the morning and I smell fresh all day .... take it for months and it is definitely worth it. Is creamy but very pleasant smell is great to apply in the Morning and I smell fresh all day ... Have been taking it for months and it's definite word. Is Creamy but very Pleasant Smell",5,"October 3, 2021","Germany"
"rexona","1675934300-247","It holds 48 hours, I will always buy it! It LASTS 48 Hours, I will always buy it!",5,"January 4, 2022","Germany"
"rexona","1675934300-248","He is as much as the others really I recommend two hundred thousand it has become my essential really! Not an Odeurit is as good as the Others Really I Recommend to Two Hunged Thousand It Has Become my Estais Estaire Really! Not a Smell",5,"November 16, 2021","France"
"rexona","1675934300-249","Very effective deo for a person sweating a lot.
On the other hand does not necessarily last as long as indicated on the effective packaging deodorant for a person who sweatshirts a lot.
On the other hand does not requirement last as long as indicated on the packaging",5,"December 6, 2021","France"
"rexona","1675934300-250","This product was recommended by a relative and as I live in a town it was difficult for me to get it but by Amazon it was very easy it but by Amazon it was see Easy to get it.",5,"September 29, 2021","Spain"
"rexona","1675934300-251","The price is half that in nearby stores .... The Price Is Half That of Nearby Stores ...",5,"January 9, 2022","Spain"
"rexona","1675934300-252","There is nothing wrong to say about this product, it is the best deodorant that I have tried without a doubt, I have strong sweat doing what you do and with this deodorant or trace of bad smell. I recommend a lot ofimothere is nothing bad to say about This Product, it is the best deodorant i've ever tried without a Doubt, I have strong Sweat Whatver I do and with This Deodorant No Trace of Bad Smell. I Highly recommends",5,"June 30, 2021","Spain"
"rexona","1675934300-253","It is not the definitive solution for hyperhidrosis but it helps quite reducing stress perspiration ... I recommend it.",5,"November 4, 2021","Spain"
"rexona","1675934300-254","am thrilled!
The smell is very pleasant, no white spots on the t-shirt and no more sweating and no sweat smell after a day in the Europapark. Hardening test survived thrilled!
The smell is very Pleasant, No More White Spots on the T-shirt and no more sweating and so no sweat smell after a day in the Europapark. Survived the endurance test",5,"September 7, 2021","Germany"
"rexona","1675934300-255","Very fresh and well fragrant smell. Unfortunately, it doesn't quite promise me the result as it should. No protection for stress etc. In addition, it leaves extremely white spots on clothing. However, some can be removed when washing .Very fresh and fragrant smell. Unortunately, it does not quite promise the results for me as it should. No Protection from stress etc. It so Leaves Extremely White Marks on Clothing. However, some can be removed when washing.",3,"November 3, 2021","Germany"
"rexona","1675934300-256","I have used it for a long time and I am very happy with the result. It is an anti -transpirant deodorant that works, using it 1 or 2 times a week does its function. I have tried others and they did not work, he avoids perspiration almost completely. Highly recommended.i have been using it for a long time and i am see happy with the result. It is an antiperspirant deodorant that works, using it 1 or 2 Times to week it does iTS Job. I have tried Others and They Did Not Work, This One Prevents Perspiration Almost Completely. Highly recommended.",5,"March 19, 2021","Spain"
"rexona","1675934300-257","This is the only effective deodorant for the day. I tried ranges in pharmacies that are expensive and not effective.
Be careful, however, to your little traces white clothes is the only effective deodorant for the day. The tied pharmacy ranges that are existentive and not effective.
However, Be Careful with your clothes, Small White Marks",5,"September 12, 2021","France"
"rexona","1675934300-258","We are already aviating it good",5,"January 13, 2022","Spain"
"rexona","1675934300-259","Unfortunately, I cannot recommend the deodorant because it leaves white spots on the T-shirt.unfortunately, i can't recommend the deodorant Because it leaves white spots on the t-shirt.",2,"June 26, 2022","Germany"
"rexona","1675934300-260","The best deodorant, which also does what it promises!
Has never failed with me, unlike some other deodorants.
In my opinion, fragrance is unisex, can be used by any gender! The best deodorant, whatever it celebrities!
Never failed me before, unlike some other deodorants.
Fragrance is unisex in my Opinion, can be used by Any Gender!",5,"July 4, 2021","Germany"
"rexona","1675934300-261","I would not be without this deodorant, it works wonderfully, yes, you have to put it at night before sleeping 👌🏼i wouldn't be without this deodorant, it works great, of course, you have to put it on at night To Sleep 👌🏼",5,"October 3, 2021","Spain"
"rexona","1675934300-262","It has been my salvation, I have sweating and smell problems and this deodorant is perfect for it.",5,"October 30, 2021","Spain"
"rexona","1675934300-263","I love this deodorant for two years now and I still have changed the Rexona except for the fragrance.
I will buy another if my current stick is empty and then hope that the deodorant then has the pleasant and subtle fragrance that it had before I have to come up with something else because I find the current fragrance quite repulsive.

Addendum: I had to dispose of the stick because I did not stand the new ""fragrance"". I still bought a new one in the hope that I was unlucky, but unfortunately this was not a good smelled more musty for me now unfortunately nothing more try the pink version now ... press your fingers crossed 😀i love this deodorant has been using It for Two Years Now and I'm Still Happy Except for the Scent That Rexona Apparently Changed.
If my current stick is empty, I will buy another one and hope that deodorant will have the Pleasant and discreet scent it had before, OtherWise I have to come up with something unfertunately Because I Find the Current Fragrance Repulsive.

Addendum: I had to dispose of the stick Because I can't stand the new “fragrance”. I bough me a new one anyway in the hope that i was unlucky but unfortunately this one did not smolt well rather musty for me now unfortunately nothing more des now with version ... squeeze the thumbs 😀",3,"September 14, 2020","Germany"
"rexona","1675934300-264","Quality as usual, praised as usual with the blue tube :)
Apply shaving after the armpit hair and enjoy the freshness. Soothes the delicate skin, no jücken, no burning, no sweating (and if, then no stink) Quality as usual, Apply Odor as usual with the blue tube :)
After shaving the Armpit Hair and Enjoy the Freshness. Soothes the Delicate Skin, No Itching, No Burning, No Sweating (and if it does, then no stinking)",5,"May 3, 2021","Germany"
"rexona","1675934300-265","The only deodorant that works for me. Despite its non -natural ingredients. I have not yet found a natural deo that works. Until this moment comes, I will stick to Celle-Cithe Only Deodorant That Works for Me. Despite its unnatural ingredients. I have found a natural demo that works yet. Until that moment comes, i will stick to this one",5,"July 31, 2021","France"
"rexona","1675934300-266","Bring me less of the content, so
That ends quickly.bring me less of the content,
 So it ends quickly.",5,"December 5, 2021","Spain"
"rexona","1675934300-267","It's a pass! It is great lasts a lot and even costs to remove when you showers! It smells very well and is super durait's a blast! It Goes Great, Last A Long Time and It Even Costs to Remove When You Shower! It smells great and is super durable",5,"September 7, 2021","Spain"
"rexona","1675934300-268","The best disorient pra girl does not give sweating, the effect lasts for a long time",5,"October 22, 2021","Spain"
"rexona","1675934300-269","But everyone has a different body chemistry, so it can just be good at me ;-) But everyone has a different body chemistry, so it can be just up to me ;-)",4,"March 1, 2021","Germany"
"rexona","1675934300-270","You smell fresh the next morning. The deodorant is really extremely effective. I find the smell a little too intense and a little soap. But there is no smell of welding even during stress or sweating. The deodorant is real extremely effective. I find the smell a bit too intense and a little soapy. But the smell of sweat does not appear even with stress or sweating.",5,"May 2, 2021","Germany"
"rexona","1675934300-271","Top product for people who sweat a lot during stressop product for people who sweat daring stress",5,"December 20, 2021","France"
"rexona","1675934300-272","Hold on a whole day in summer (which is already a lot).
You just have to have the dry armpit so that it does not get stuck.
At the moment no stain on t -shirts.
You Just have to have Dry Armpit so that it doesn't get sticky.
So far no stains on t-shirts.",5,"July 8, 2021","Spain"
"rexona","1675934300-273","In the middle of summer in my city (next to the beach) you spend the day sweating, with that feeling of moisture throughout the skin. From the first day I have hallucinated with him: Do not sweat anything! It could really be soaked and the axilas complemently dry. It is a real wonder. Of course, watch the price that varies quite a lot. Since the first day I have hallucinated with him: Don't Sweat Anything! Really, it could be soaked and the armpits were Completely Dry. It's a Real Wonder. Just Watch The Price That Varies Quite Lot.",5,"August 31, 2020","Spain"
"rexona","1675934300-274","Very good, very good,",5,"February 1, 2022","Spain"
"rexona","1675934300-275","It is very good, it is the one that always uses and I have encouraged to buy it for Amazon, it comes in German but that does not affect.
The only thing that by applying it stains black clothes, better be careful in that. But otherwise very well controls the ideal smell and sweat for people with hyperhidrosit is very good, it is the one i always use and I have found to bu Buy it by Amazon, it comes in German but that dos not affection.
The Only Thing That When Applying It Stains Black Clothes, Better to Be Careful About It. But otherwise very well controls the odor and sweat ideal for people with hyperhidrosis",5,"October 16, 2020","Spain"
"rexona","1675934300-276","Smells good, is cheap. However, a lot of plastic (1 star deduction for it). In the future I will probably switch back to glass deor rollers that are a little more environmentally friendly. However, I do not regret the purchase. A Lot of Plastic Though (1 Star Deduction for that). I Will Probably Switch Back to Glass Deodorant Scooters in the Future, which are a bit more Environmentally Friendly. However, I Don't Regret the Purchase.",4,"June 18, 2020","Germany"
"rexona","1675934300-277","Smell Genail, lasts a lot and for me, I am always carrying the famous ""fence"" has come perfect. I.",5,"August 29, 2021","Spain"
"rexona","1675934300-278","I'm not satisfied because it has an unpleasant smell. I continued to give away not satisfied bee it has to unpleasant smell. I Continued to Give Away",3,"December 7, 2021","Germany"
"rexona","1675934300-279","In my opinion the most effective deodorant.
Make white spots when you don't take care, but the deodorant itself is top. In my Opinion, the most effective deodorant.
Doesn't Make White Spots When you put it on When You're not careful, but the deodorant itself is great.",5,"July 6, 2021","Germany"
"rexona","1675934300-280","Ratras",4,"June 6, 2021","France"
"rexona","1675934300-281","It's amazing how good it works and how it smells! Totally recommended Totally recommended",5,"October 11, 2021","Spain"
"rexona","1675934300-282","Good!",4,"May 2, 2021","Germany"
"rexona","1675934300-283","One of the best Deo for me.one of the Best Deo for Me.",5,"December 30, 2021","France"
"rexona","1675934300-284","Ideal also in sports.
It is enough of the crowd once you turn up and you feel clean and smelling all day, so Ideal for Sports.
From the Crowd It is Enough to Turn up Once and You Feel Clean and Good Smelling All Day.",5,"May 13, 2021","Germany"
"rexona","1675934300-285","Super deodorant of very good brand Rexona, super effective on all areas and very good value for money on the marketsuper Air Freshener from very good brand rexona, super effective on all areas and very good value for money on the market",5,"July 28, 2021","France"
"rexona","1675934300-286","Effective, inexpensive compared to the price in supermarkets Efficistcy, cheap compared to the price in supermarkets",5,"October 5, 2021","France"
"rexona","1675934300-287","I recommend this product for efficiency, undoubtedly.

Far from being an organic product, read the composition well on the other hand and watch out for clothes, it stains when it is not yet dry.
Otherwise I only put it under the arms, because on the chest, it scratches ... I definitely recommend this product for effectiveness.

Far from Being an Organic Product, Read the composition Well on the other hand and watch out for clothes, it stains when it's not yet dry,
 otherwise i only put it under my arms, becaus on the torso, it itches ...",5,"August 29, 2020","France"
"rexona","1675934300-288","Super pour les transpirations excessives!!Great for excessive sweating!!",5,"December 19, 2021","France"
"rexona","1675934300-289","Stains a lot to immediately put it to Lot when you put it on immedialy",5,"October 26, 2021","Spain"
"rexona","1675934300-290","Use the deostick for a very long time and I am very satisfied 👍👍👍👍000 Been Using the deodorant Stick for a long time and I'm very satisfied 👍👍 really",5,"August 25, 2021","Germany"
"rexona","1675934300-291","Just what I was looking for is great, you don't sweat at all and it has a pleasant perfume and at an affordable price not like the pharmacy that are worth € 9
Enchanted I will buy it safelyjust what i was looking for is great you don ~
Happy I Will Buy It Again For Sure",5,"February 9, 2021","Spain"
"rexona","1675934300-292","The best deodorant what is on the market best deodorant on the market",5,"September 16, 2021","Germany"
"rexona","1675934300-293","Great feeling of freshness. The fragrance is so great. He also holds the whole day great Feeling of Freshness. The scent is so great. So he loads all day",5,"June 6, 2021","Germany"
"rexona","1675934300-294","It is one of the deodorants that I like the most, it lasts a lot and has a good smell.",5,"July 25, 2021","Spain"
"rexona","1675934300-295","Almost odorless ... what he promises.
Full product recommendation almost Odourless ... does what it is promises.
Full Product Recommendation",5,"September 20, 2021","Germany"
"rexona","1675934300-296","I can only recommend this deodorant! I use it for work and it lasts for a very long time .i Can only Recommend this deodorant! I use it for work and it lasts a long time.",5,"April 26, 2021","Germany"
"rexona","1675934300-297","Very good Protection for the whole day. The scent is amazing. I’ve never had a better deo before",5,"April 16, 2021","Germany"
"rexona","1675934300-298","PerfectoPerfect",5,"November 21, 2021","Spain"
"rexona","1675934300-299","Deodorant of very good quality price cheaper than in supermarkets !! deodorant of very good quality price cheaper than in large area !!",5,"August 3, 2021","France"
"rexona","1675934300-300","I love this deostick. He keeps ultra -long fresh and is almost odorless. There is no better one for me. The price is fair! I love this deodorant stick. IT Keeps Ultralight, Fresh and is virtually Odourless. For me, there is no better. The Price is fair!",5,"February 4, 2021","Germany"
"rexona","1675934300-301","My favorite deo, very effective even in hot weather, favorite deodorant, very effective Even in hot weather",5,"August 27, 2021","France"
"rexona","1675934300-302","Rexona Creme deo always likes to
Keeps longer than usual stick dry
Pleasant odor rexona cream deodorant always likes to
Keep Dry Longer Than Usual Stick
Pleasant Smell",4,"June 27, 2020","Germany"
"rexona","1675934300-303","The smell is just horrible and unbearable. I feel like I feel the WC products that smell strong and chemical. Otherwise it's a good product but the smell spoils everything. In addition, concerning the price, it is expensive for a deothe Smell is just horrible and unbearable. I have the impression of Smelling Toilet Products That Smell Strong and the Chemical. OtherWise It's A Good Product But the Smell Ruins Everything. Also, looking at the price, it's exisseed to pay for a demo",1,"September 21, 2022","France"
"rexona","1675934300-304","Less smell on the clothes and great to apply Sless Smell on Clothes and Super Bulk.",5,"August 8, 2021","Germany"
"rexona","1675934300-305","The product is great but have ordered 4x blue and got 1x blue and 3x green. My husband does not keep it. The Greens does not bother him. My Husband Keeps the Green Ones. He does not at least.",5,"December 9, 2020","Germany"
"rexona","1675934300-306","Use this product for years and it still works like the first time. You don't sweat under your arms, no matter how warm it is and it smells pleasant. Has this product for years and it still looks like the first time. You Don't Sweat Under Your Arms, No Matter How warm it is and it Smells Pleasant.",5,"October 29, 2020","Germany"
"rexona","1675934300-307","Does what it promises what it is promises",5,"September 17, 2021","Germany"
"rexona","1675934300-308","It keeps you protected for a long time. Keeps you protect for a long time.",5,"August 25, 2021","Spain"
"rexona","1675934300-309","It's great. No sweating.",5,"September 25, 2021","Germany"
"rexona","1675934300-310","Unfortunately I didn't agree.",3,"October 5, 2021","Germany"
"rexona","1675934300-311","In the description it is indicated lot of 3.
So I was thinking of ordering 2 lots of 3 and I received 2 pieces ... in the description it is indicated set of 3.
So I was thinking of Ordering 2 Sets of 3 and I Received 2 Pieces ...",4,"June 5, 2020","France"
"rexona","1675934300-312","This deodorant just keeps me great. I always apply it in the evening. Since I have been using it, I have no problems with body odor. Clear purchase recommendation! With me, this deodorant just keep great. I Always put it on evenings. Since I Started Using IT, I Haven't Had Any Problems with Body Odor. Clear Purchase Recommendation!",5,"November 12, 2020","Germany"
"rexona","1675934300-313","Keep what it promises! I will buy it again and again appearited! Will buy it over and over again 😉",5,"May 26, 2021","Germany"
"rexona","1675934300-314","For me for years the best thing there is. The best thing for me in Years.",5,"May 23, 2021","Germany"
"rexona","1675934300-315","Does his job very well without trace. Easy to apply. Help a lot in case of hypersudation (hormones, treatments, menopause ...) DES ITS Job very well without has trace. Easy to apply. Helps a lot in case of hypersweating (hormones, treatments, menopause ...)",5,"May 12, 2021","France"
"rexona","1675934300-316","Top no drop of sweating no drop of sweatshirt",5,"October 6, 2021","France"
"rexona","1675934300-317","I always buy this and recommend it to everyone.",5,"May 5, 2021","Germany"
"rexona","1675934300-318","For a deodorant, the smell is difficult to bear!
I asked for the advice of those around me .... then I threw!
Usually Rexona products are pleasant but this is not the case with this one.
I do not recommend a deodorant, The Smell is Difficult to Bear!
I asked the people around me for advice ... then i threw it away!
Usally rexona products are pleasant but this one is not the case.
I do not recommend",1,"September 6, 2022","France"
"rexona","1675934300-319","I can only recommend top product every day! You just have to be careful unfortunately spots on dark clothing top product in use every day i can only recommend! You just have to be careful, unortunately, Stains on Dark Clothes",5,"November 25, 2020","Germany"
"rexona","1675934300-320","I am using this deodorant, I am no longer sweat no longer no more artificial smells lasts really long and for a good fragrance I can take every perfume real superif i use this deodorant I am court Holidays no more sweat no other artificial oders longer lucens long and for a good fragrance I can take any perfume realy great",5,"July 21, 2020","Germany"
"rexona","1675934300-321","My life gave me my life my life",5,"June 22, 2021","Germany"
"rexona","1675934300-322","Cheaper than in supermarkets! I love it that in supermarkets! I love",5,"September 6, 2021","France"
"rexona","1675934300-323","The product is wonderful, for people with excessive sweating, it controls very well, it is soft, it smells very well. I love.the product is Wonderful, for People with Excessive Sweating, Controls Vry Well, It is soft, Smells Great. I love it.",5,"March 1, 2021","Spain"
"rexona","1675934300-324","It is very good, I did not know at all but it is easy to use and very well .... It is very good, I Did not know at all but it is easy to use and very well ...",5,"March 12, 2021","France"
"rexona","1675934300-325","It works pretty well to see in the long termit works that well to see in the long term",5,"July 1, 2021","France"
"rexona","1675934300-326","The best deo on the market!
Infallible for many anneesthe best deodorant on the market!
Infallible for Many Years",5,"June 3, 2021","France"
"rexona","1675934300-327","100% efficient and smells very good. Small flat can leave white traces on dark clothes. 100% effective and smells Great. Small Downside can Leave White Marks on Dark Clothing.",5,"April 8, 2021","France"
"rexona","1675934300-328","Keep what it promises! Keeps what it promises!",5,"May 24, 2021","Germany"
"rexona","1675934300-329","The best deodorant that is available! Always reliable best deodorant there is! Always reliable",5,"April 4, 2021","Germany"
"rexona","1675934300-330","If we forget the more than doubtful composition and the fact that it leaves traces, it is a product which smells good and which prevents from sweating. is a product that smells good and prevents sweating.",3,"May 5, 2021","France"
